"time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","frameId","playId","gameId"
"2021-01-03T19:05:18.700",86.59,29.73,2.89,1.83,0.29,128.79,113.1,"extra_point_attempt",39470,"Justin Tucker","K","away",26,1530,2021010303
"2021-01-03T19:05:20.100",88.69,29.85,0.93,0.67,0.09,54.98,47.33,"extra_point",39470,"Justin Tucker","K","away",40,1530,2021010303
"2021-01-03T19:45:52.800",86.67,29.38,2.97,2.34,0.31,136.94,113.69,"extra_point_attempt",39470,"Justin Tucker","K","away",26,2135,2021010303
"2021-01-03T19:45:54.200",88.49,29.73,0.69,0.85,0.07,36.66,27.01,"extra_point",39470,"Justin Tucker","K","away",40,2135,2021010303
"2021-01-03T20:02:56.600",86.48,29.29,2.98,2.11,0.3,124.55,112.11,"extra_point_attempt",39470,"Justin Tucker","K","away",25,2523,2021010303
"2021-01-03T20:02:58.100",88.54,29.41,0.54,1.15,0.06,24.99,26.83,"extra_point",39470,"Justin Tucker","K","away",40,2523,2021010303
"2021-01-03T20:14:28.200",86.71,28.9,2.97,1.98,0.3,132.01,111.28,"extra_point_attempt",39470,"Justin Tucker","K","away",26,2723,2021010303
"2021-01-03T20:14:29.500",88.77,28.93,0.76,1.17,0.08,35.45,59.71,"extra_point",39470,"Justin Tucker","K","away",39,2723,2021010303
"2021-01-03T18:14:10.000",86.88,27.45,2.87,0.68,0.29,103.49,101.37,"extra_point_attempt",41688,"Cody Parkey","K","home",25,407,2021010304
"2021-01-03T18:14:11.800",89.12,27.09,0.41,1.45,0.03,162.01,250,"extra_point",41688,"Cody Parkey","K","home",43,407,2021010304
"2021-01-03T18:51:15.700",22.98,22.79,2.96,0.89,0.3,247.98,290.35,"field_goal_attempt",41688,"Cody Parkey","K","home",25,1269,2021010304
"2021-01-03T18:51:17.500",20.89,23.14,0.51,1.72,0.04,317.61,111.13,"field_goal",41688,"Cody Parkey","K","home",43,1269,2021010304
"2021-01-03T19:01:51.900",90.91,28.37,2.87,1.73,0.29,111.34,108.31,"field_goal_attempt",48329,"Matthew Wright","K","away",26,1567,2021010304
"2021-01-03T19:01:53.600",92.46,28.81,0.96,0.78,0.09,82.97,337.69,"field_goal",48329,"Matthew Wright","K","away",43,1567,2021010304
"2021-01-03T19:20:21.100",73.87,30.7,2.66,1.9,0.27,123.32,116.71,"field_goal_attempt",48329,"Matthew Wright","K","away",26,2024,2021010304
"2021-01-03T19:20:23.900",74.53,30.39,0.32,1.18,0.03,151.27,192.48,"field_goal",48329,"Matthew Wright","K","away",54,2024,2021010304
"2021-01-03T19:58:17.100",73.83,30.67,2.95,2.33,0.3,138.94,114.4,"field_goal_attempt",48329,"Matthew Wright","K","away",26,2587,2021010304
"2021-01-03T19:58:19.500",74.88,30.17,0.82,0.51,0.08,163.18,236.37,"field_goal",48329,"Matthew Wright","K","away",50,2587,2021010304
"2021-01-03T20:07:23.800",33.42,26.05,2.94,0.75,0.3,317.03,281.96,"extra_point_attempt",41688,"Cody Parkey","K","home",20,2835,2021010304
"2021-01-03T20:07:25.900",32.08,26.19,0.96,0.75,0.09,1.71,79.81,"extra_point",41688,"Cody Parkey","K","home",41,2835,2021010304
"2021-01-03T20:21:37.700",87.09,27.61,2.77,1.11,0.27,126.22,95.68,"extra_point_attempt",41688,"Cody Parkey","K","home",26,3123,2021010304
"2021-01-03T20:21:39.500",88.69,28.01,0.66,1.48,0.06,205.8,250.64,"extra_point",41688,"Cody Parkey","K","home",44,3123,2021010304
"2021-01-03T18:24:54.600",33.82,22.59,3.27,0.2,0.32,312.42,286.68,"extra_point_attempt",31446,"Matt Prater","K","home",26,665,2021010305
"2021-01-03T18:33:50.500",85.86,24.86,2.92,1.06,0.28,127.87,108.68,"extra_point_attempt",38134,"Dan Bailey","K","away",24,904,2021010305
"2021-01-03T18:33:52.500",87.59,24.68,0.54,0.61,0.05,104.9,285.05,"extra_point",38134,"Dan Bailey","K","away",44,904,2021010305
"2021-01-03T18:44:34.000",86.06,31.03,3.35,0.89,0.33,135.68,107.48,"extra_point_attempt",31446,"Matt Prater","K","home",26,1118,2021010305
"2021-01-03T18:44:36.200",88.49,30.98,0.28,0.68,0.02,75.18,317.35,"extra_point",31446,"Matt Prater","K","home",48,1118,2021010305
"2021-01-03T18:53:50.100",34.38,28.72,2.98,1.24,0.29,305.35,286.65,"extra_point_attempt",38134,"Dan Bailey","K","away",25,1342,2021010305
"2021-01-03T18:53:51.700",32.28,29.09,0.3,0.91,0.03,264.2,118.38,"extra_point",38134,"Dan Bailey","K","away",41,1342,2021010305
"2021-01-03T19:00:13.000",64.62,31.02,3.34,2.35,0.32,131.84,104.89,"field_goal_attempt",31446,"Matt Prater","K","home",25,1462,2021010305
"2021-01-03T19:00:16.100",66.94,30.77,0.57,0.13,0.06,138.7,232.84,"field_goal",31446,"Matt Prater","K","home",56,1462,2021010305
"2021-01-03T19:43:13.800",85.82,31.11,3.21,1.65,0.31,126.31,104.01,"extra_point_attempt",31446,"Matt Prater","K","home",26,2285,2021010305
"2021-01-03T19:43:15.700",88.95,30.53,0.49,0.49,0.05,82.13,76.82,"extra_point",31446,"Matt Prater","K","home",45,2285,2021010305
"2021-01-03T19:51:10.300",34.29,28.74,2.95,0.91,0.29,307.47,289.17,"extra_point_attempt",38134,"Dan Bailey","K","away",26,2479,2021010305
"2021-01-03T19:51:11.900",32.39,28.66,0.74,1.3,0.07,236.63,132.08,"extra_point",38134,"Dan Bailey","K","away",42,2479,2021010305
"2021-01-03T20:01:23.000",23.97,22.28,2.86,0.97,0.28,316.36,302.03,"field_goal_attempt",38134,"Dan Bailey","K","away",25,2723,2021010305
"2021-01-03T20:01:24.300",21.9,23.09,0.39,2.06,0.04,246.61,221.9,"field_goal",38134,"Dan Bailey","K","away",38,2723,2021010305
"2021-01-03T21:31:28.600",33.08,22.59,2.82,2.66,0.3,301.54,284.59,"extra_point_attempt",45046,"Harrison Butker","K","home",27,253,2021010306
"2021-01-03T21:31:30.500",32.28,22.51,0.6,0.09,0.06,270.14,106.41,"extra_point",45046,"Harrison Butker","K","home",46,253,2021010306
"2021-01-03T21:45:23.100",86.17,27.98,2.82,1.14,0.27,305.2,109.04,"extra_point_attempt",46342,"Michael Badgley","K","away",26,558,2021010306
"2021-01-03T21:45:24.900",87.45,27.91,0.95,0.83,0.09,293.27,229.67,"extra_point",46342,"Michael Badgley","K","away",44,558,2021010306
"2021-01-03T22:01:39.900",86.13,31.1,3.33,0.69,0.33,139.14,112.48,"extra_point_attempt",45046,"Harrison Butker","K","home",25,948,2021010306
"2021-01-03T22:01:41.900",87.83,31.18,0.49,0.73,0.05,70.51,288.23,"extra_point",45046,"Harrison Butker","K","home",45,948,2021010306
"2021-01-03T22:12:32.300",33.7,26.19,2.8,1.28,0.28,139.64,289.97,"extra_point_attempt",46342,"Michael Badgley","K","away",26,1210,2021010306
"2021-01-03T22:12:34.100",32.79,26.08,0.72,1,0.07,118.46,47.41,"extra_point",46342,"Michael Badgley","K","away",44,1210,2021010306
"2021-01-03T23:41:10.000",86.34,27.49,2.44,2.34,0.25,279.64,103.71,"extra_point_attempt",46342,"Michael Badgley","K","away",27,2803,2021010306
"2021-01-03T23:41:11.900",86.85,27.49,0.85,1.09,0.08,306.38,208.09,"extra_point",46342,"Michael Badgley","K","away",46,2803,2021010306
"2021-01-03T23:55:15.200",86.54,31.05,3.17,1.98,0.32,117.84,109.07,"extra_point_attempt",45046,"Harrison Butker","K","home",25,3085,2021010306
"2021-01-03T23:55:17.000",87.09,30.9,0.84,0.49,0.08,76.44,251.73,"extra_point",45046,"Harrison Butker","K","home",43,3085,2021010306
"2021-01-04T00:03:35.900",33.62,25.47,2.49,2.04,0.25,123.36,283.75,"extra_point_attempt",46342,"Michael Badgley","K","away",27,3258,2021010306
"2021-01-04T00:03:38.000",33.19,25.81,0.74,0.81,0.07,134.59,19.06,"extra_point",46342,"Michael Badgley","K","away",48,3258,2021010306
"2021-01-03T18:09:23.700",86.5,27.52,2.66,1.49,0.27,108.81,98.61,"extra_point_attempt",32371,"Nick Folk","K","home",26,283,2021010307
"2021-01-03T18:09:26.700",88.27,27.51,1.05,0.43,0.11,95.99,97.92,"extra_point",32371,"Nick Folk","K","home",56,283,2021010307
"2021-01-03T19:49:01.900",33.77,22.4,3.32,0.62,0.32,128.68,298.78,"extra_point_attempt",48488,"Chase McLaughlin","K","away",25,2254,2021010307
"2021-01-03T19:49:04.500",31.87,22.88,0.64,0.77,0.06,173.81,15.85,"extra_point",48488,"Chase McLaughlin","K","away",51,2254,2021010307
"2021-01-03T20:11:06.100",86.37,27.68,2.61,1.96,0.27,114.27,95.76,"extra_point_attempt",32371,"Nick Folk","K","home",26,2796,2021010307
"2021-01-03T20:11:09.100",87.93,27.77,0.99,0.34,0.1,92.16,83.53,"extra_point",32371,"Nick Folk","K","home",56,2796,2021010307
"2021-01-03T20:22:57.600",33.33,25.88,2.75,1.17,0.27,282.56,285.56,"extra_point_attempt",32371,"Nick Folk","K","home",26,3048,2021010307
"2021-01-03T20:23:00.100",32.05,25.71,0.63,0.81,0.06,286.68,283.51,"extra_point",32371,"Nick Folk","K","home",51,3048,2021010307
"2021-01-03T20:34:24.900",33.57,25.62,2.85,0.67,0.28,289.88,284.29,"extra_point_attempt",32371,"Nick Folk","K","home",26,3238,2021010307
"2021-01-03T20:34:27.100",32.38,25.48,0.21,0.84,0.02,295.55,353.59,"extra_point",32371,"Nick Folk","K","home",48,3238,2021010307
"2021-01-03T18:08:17.800",33.63,26.09,2.32,1.3,0.24,310.08,282.63,"extra_point_attempt",35102,"Graham Gano","K","home",27,201,2021010308
"2021-01-03T18:25:41.300",81.9,27.74,2.43,2.54,0.26,94.85,97.86,"field_goal_attempt",38701,"Greg Zuerlein","K","away",28,652,2021010308
"2021-01-03T18:25:44.100",82.76,27.61,0.93,0.1,0.09,171.99,237.52,"field_goal",38701,"Greg Zuerlein","K","away",56,652,2021010308
"2021-01-03T19:09:47.800",86.47,27.29,2.31,1.36,0.23,145.29,100.43,"extra_point_attempt",35102,"Graham Gano","K","home",27,1523,2021010308
"2021-01-03T19:09:50.000",87.38,27.29,0.78,0.44,0.08,116.72,188.96,"extra_point",35102,"Graham Gano","K","home",49,1523,2021010308
"2021-01-03T19:18:45.500",45.96,28.88,2.33,2.83,0.24,278.49,279.15,"field_goal_attempt",38701,"Greg Zuerlein","K","away",27,1784,2021010308
"2021-01-03T19:18:48.500",45.17,29.26,0.94,0.56,0.09,9.13,20.93,"field_goal",38701,"Greg Zuerlein","K","away",57,1784,2021010308
"2021-01-03T19:30:43.700",86.36,27.39,2.38,1.25,0.24,139.45,102.31,"extra_point_attempt",35102,"Graham Gano","K","home",27,2013,2021010308
"2021-01-03T19:30:46.100",87.28,27.25,0.74,0.48,0.08,146.52,197.32,"extra_point",35102,"Graham Gano","K","home",51,2013,2021010308
"2021-01-03T19:39:35.500",58.02,28.66,3.35,1,0.33,310.96,288.39,"field_goal_attempt",38701,"Greg Zuerlein","K","away",27,2312,2021010308
"2021-01-03T19:39:39.000",55.98,29.37,0.23,0.52,0.02,265.48,188.04,"field_goal",38701,"Greg Zuerlein","K","away",62,2312,2021010308
"2021-01-03T20:35:04.300",36.09,28.88,2.33,2.27,0.24,270.84,280.19,"field_goal_attempt",38701,"Greg Zuerlein","K","away",27,3373,2021010308
"2021-01-03T20:35:06.900",34.91,28.93,0.64,0.85,0.06,325.02,65.85,"field_goal",38701,"Greg Zuerlein","K","away",53,3373,2021010308
"2021-01-03T20:52:01.800",69.38,30.9,2.53,0.71,0.25,131.47,106.48,"field_goal_attempt",35102,"Graham Gano","K","home",27,3776,2021010308
"2021-01-03T20:52:05.000",69.9,29.88,0.42,1.57,0.05,142.58,199.81,"field_goal",35102,"Graham Gano","K","home",59,3776,2021010308
"2021-01-04T01:40:13.300",86.38,27.67,2.53,2.46,0.26,140.31,97.64,"extra_point_attempt",40125,"Dustin Hopkins","K","away",25,563,2021010309
"2021-01-04T01:40:15.100",87.26,27.63,0.4,0.38,0.04,86.48,244.22,"extra_point",40125,"Dustin Hopkins","K","away",43,563,2021010309
"2021-01-04T01:47:57.800",77.52,30.76,2.69,2.23,0.27,124.93,102.03,"field_goal_attempt",40125,"Dustin Hopkins","K","away",26,718,2021010309
"2021-01-04T01:48:00.100",77.87,31.38,1.05,0.6,0.1,280.09,329.25,"field_goal",40125,"Dustin Hopkins","K","away",49,718,2021010309
"2021-01-04T02:05:27.100",86.62,24.57,2.82,2.31,0.28,97.29,94.25,"extra_point_attempt",44966,"Jake Elliott","K","home",26,1109,2021010309
"2021-01-04T02:05:28.700",88.25,25.02,0.3,1,0.03,87.11,296.06,"extra_point",44966,"Jake Elliott","K","home",42,1109,2021010309
"2021-01-04T02:20:32.500",86.73,24.61,3.07,1.95,0.31,111.78,90.49,"extra_point_attempt",44966,"Jake Elliott","K","home",25,1427,2021010309
"2021-01-04T02:20:33.900",88.44,25.36,0.42,1.18,0.04,58.61,348.08,"extra_point",44966,"Jake Elliott","K","home",39,1427,2021010309
"2021-01-04T02:42:26.000",33.7,25.66,2.57,2.46,0.26,294.57,277.74,"extra_point_attempt",40125,"Dustin Hopkins","K","away",25,1966,2021010309
"2021-01-04T02:42:27.600",33.04,25.98,0.47,0.33,0.05,260.41,40.85,"extra_point",40125,"Dustin Hopkins","K","away",41,1966,2021010309
"2021-01-04T03:55:31.400",42.37,22.82,2.43,2.31,0.22,286.35,282.13,"field_goal_attempt",40125,"Dustin Hopkins","K","away",25,3285,2021010309
"2021-01-04T03:55:33.900",43.22,21.02,1.2,1.16,0.12,86.01,111.6,"field_goal",40125,"Dustin Hopkins","K","away",50,3285,2021010309
"2021-01-03T18:08:14.700",86.44,27.4,3.03,1.65,0.3,133.75,120.31,"extra_point_attempt",34707,"Ryan Succop","K","home",27,229,2021010310
"2021-01-03T18:08:15.400",87.74,27.1,1.16,2.82,0.12,55,66.49,"extra_point",34707,"Ryan Succop","K","home",34,229,2021010310
"2021-01-03T18:20:13.600",22.55,22.63,2.73,0.92,0.27,322.41,285.48,"field_goal_attempt",45576,"Younghoe Koo","K","away",26,567,2021010310
"2021-01-03T18:20:15.000",20.98,22.56,0.38,1.18,0.04,264.12,117.01,"field_goal",45576,"Younghoe Koo","K","away",40,567,2021010310
"2021-01-03T18:32:14.000",90.34,24.4,3.03,0.87,0.31,123.85,115.53,"field_goal_attempt",34707,"Ryan Succop","K","home",26,812,2021010310
"2021-01-03T18:32:14.900",91.72,24.27,0.85,2.03,0.09,39.74,38.49,"field_goal",34707,"Ryan Succop","K","home",35,812,2021010310
"2021-01-03T18:47:47.200",33.51,24.45,2.78,1.44,0.28,299.7,301.29,"extra_point_attempt",34707,"Ryan Succop","K","home",26,1115,2021010310
"2021-01-03T18:47:48.900",32.09,24.2,0.47,0.64,0.05,254.57,140.99,"extra_point",34707,"Ryan Succop","K","home",43,1115,2021010310
"2021-01-03T19:01:51.200",38.37,22.3,2.85,0.92,0.29,312.15,306.38,"field_goal_attempt",34707,"Ryan Succop","K","home",26,1394,2021010310
"2021-01-03T19:01:53.000",37.19,22.31,0.49,0.68,0.05,265.57,103.57,"field_goal",34707,"Ryan Succop","K","home",44,1394,2021010310
"2021-01-03T19:21:38.300",86.03,24.19,2.84,1.34,0.29,119.63,92.44,"extra_point_attempt",45576,"Younghoe Koo","K","away",26,1850,2021010310
"2021-01-03T19:21:39.100",87.52,24.48,0.94,2.26,0.1,9.71,59.07,"extra_point",45576,"Younghoe Koo","K","away",34,1850,2021010310
"2021-01-03T19:30:59.600",25.52,28.62,2.82,1.76,0.29,288.42,290.82,"field_goal_attempt",34707,"Ryan Succop","K","home",26,2164,2021010310
"2021-01-03T19:31:00.900",24.11,28.19,0.74,1.25,0.08,200.71,165.8,"field_goal",34707,"Ryan Succop","K","home",39,2164,2021010310
"2021-01-03T19:56:18.500",33.83,28.64,2.67,1.42,0.27,297.29,274.7,"extra_point_attempt",45576,"Younghoe Koo","K","away",25,2492,2021010310
"2021-01-03T19:56:20.100",32.7,27.95,0.53,1.26,0.05,278.26,63.93,"extra_point",45576,"Younghoe Koo","K","away",41,2492,2021010310
"2021-01-03T20:17:35.100",21.61,22.55,2.91,0.85,0.29,316.43,284.03,"field_goal_attempt",45576,"Younghoe Koo","K","away",25,3029,2021010310
"2021-01-03T20:17:36.400",19.76,22.43,0.31,1.7,0.03,294.39,179.72,"field_goal",45576,"Younghoe Koo","K","away",38,3029,2021010310
"2021-01-03T20:31:08.100",33.59,24.5,3.05,0.88,0.31,311.33,303.52,"extra_point_attempt",34707,"Ryan Succop","K","home",26,3340,2021010310
"2021-01-03T20:31:09.400",32.09,24.82,0.44,0.78,0.04,199.3,199.39,"extra_point",34707,"Ryan Succop","K","home",39,3340,2021010310
"2021-01-03T20:48:26.800",33.52,24.45,2.93,1.48,0.3,306.51,300.72,"extra_point_attempt",34707,"Ryan Succop","K","home",26,3717,2021010310
"2021-01-03T20:48:28.300",32.11,24.41,0.36,1.18,0.04,234.64,142.81,"extra_point",34707,"Ryan Succop","K","home",41,3717,2021010310
"2021-01-03T20:56:15.100",33.42,24.5,3.04,1.37,0.31,302.08,302.46,"extra_point_attempt",34707,"Ryan Succop","K","home",25,3939,2021010310
"2021-01-03T20:56:16.600",31.88,24.6,0.29,1.3,0.03,230.93,106.08,"extra_point",34707,"Ryan Succop","K","home",40,3939,2021010310
"2021-01-03T21:36:04.400",22.05,23.41,2.31,1.64,0.23,314.37,277.08,"field_goal_attempt",40276,"Brandon McManus","K","home",25,387,2021010311
"2021-01-03T21:36:06.600",21.62,23.51,0.73,0.39,0.07,327.09,42.8,"field_goal",40276,"Brandon McManus","K","home",47,387,2021010311
"2021-01-03T21:47:35.700",86.43,24.47,3.14,1.61,0.32,101.11,93.99,"field_goal_attempt",46236,"Daniel Carlson","K","away",25,680,2021010311
"2021-01-03T21:47:37.400",89.37,24.63,1.01,0.25,0.1,76.08,88.01,"field_goal",46236,"Daniel Carlson","K","away",42,680,2021010311
"2021-01-03T22:00:56.400",33.09,25.73,2.35,1.71,0.24,283.64,274.59,"extra_point_attempt",40276,"Brandon McManus","K","home",26,972,2021010311
"2021-01-03T22:00:59.100",32.41,26.16,0.7,1.1,0.07,302.28,280.55,"extra_point",40276,"Brandon McManus","K","home",53,972,2021010311
"2021-01-03T22:09:32.900",63.45,30.77,2.47,0.89,0.25,142.44,101.58,"field_goal_attempt",40276,"Brandon McManus","K","home",25,1148,2021010311
