"gameId","playId","snapDetail"
2018090901,4965,"H"
2018090901,5191,NA
2018090901,5480,NA
2018090902,36,NA
2018090902,394,NA
2018090902,413,NA
2018090902,757,NA
2018090902,776,NA
2018090902,1110,NA
2018090902,1126,NA
2018090902,1574,NA
2018090902,1593,NA
2018090902,1777,NA
2018090902,1793,NA
2018090902,2084,NA
2018090902,2103,NA
2018090902,2142,NA
2018090902,2228,"OK"
2018090902,2340,"OK"
2018090902,2634,NA
2018090902,2849,NA
2018090902,2866,NA
2018090902,3135,NA
2018090902,3440,NA
2018090902,3456,NA
2018090902,3547,"OK"
2018090902,3873,NA
2018090902,3892,NA
2018090902,4260,NA
2018090902,4276,NA
2018090903,36,NA
2018090903,240,NA
2018090903,259,NA
2018090903,407,"H"
2018090903,1094,NA
2018090903,1110,NA
2018090903,1257,"OK"
2018090903,1844,"OK"
2018090903,1907,NA
2018090903,1993,"OK"
2018090903,2094,"OK"
2018090903,2176,"L"
2018090903,2661,NA
2018090903,2680,NA
2018090903,2940,NA
2018090903,2956,NA
2018090903,2976,NA
2018090903,2992,NA
2018090903,3163,"OK"
2018090903,3284,NA
2018090903,3300,NA
2018090903,3334,NA
2018090903,3690,NA
2018090903,3713,NA
2018090903,3982,"OK"
2018090903,4143,NA
2018090903,4162,NA
2018090905,36,NA
2018090905,114,"OK"
2018090905,248,NA
2018090905,264,NA
2018090905,359,"OK"
2018090905,497,"OK"
2018090905,848,NA
2018090905,867,NA
2018090905,1158,NA
2018090905,1174,NA
2018090905,1378,NA
2018090905,1397,NA
2018090905,1555,"OK"
2018090905,1735,"OK"
2018090905,1992,">"
2018090905,2213,NA
2018090905,2229,NA
2018090905,2300,NA
2018090905,2393,"OK"
2018090905,2883,NA
2018090905,2902,NA
2018090905,3166,NA
2018090905,3182,NA
2018090905,3505,NA
2018090905,3524,NA
2018090905,3669,"OK"
2018090905,3749,"OK"
2018090905,3844,"OK"
2018090905,4073,NA
2018090905,4089,NA
2018090905,4311,"OK"
2018090906,36,NA
2018090906,240,NA
2018090906,256,NA
2018090906,383,NA
2018090906,399,NA
2018090906,673,NA
2018090906,830,NA
2018090906,846,NA
2018090906,992,NA
2018090906,1012,NA
2018090906,1270,NA
2018090906,1289,NA
2018090906,1373,"OK"
2018090906,1674,NA
2018090906,1694,NA
2018090906,1768,NA
2018090906,1784,NA
2018090906,2094,NA
2018090906,2110,NA
2018090906,2246,NA
2018090906,2539,NA
2018090906,2571,NA
2018090906,2681,"OK"
2018090906,2776,"OK"
2018090906,2947,"OK"
2018090906,3080,NA
2018090906,3096,NA
2018090906,3511,NA
2018090906,3527,NA
2018090906,3901,NA
2018090906,4096,NA
2018090906,4301,NA
2018090907,36,NA
2018090907,292,NA
2018090907,311,NA
2018090907,522,"OK"
2018090907,801,NA
2018090907,820,NA
2018090907,1201,NA
2018090907,1220,NA
2018090907,1340,"OK"
2018090907,1485,NA
2018090907,1501,NA
2018090907,1848,NA
2018090907,1867,NA
2018090907,1909,NA
2018090907,2248,NA
2018090907,2267,NA
2018090907,2357,"OK"
2018090907,2578,"OK"
2018090907,2708,"OK"
2018090907,2877,"OK"
2018090907,3105,"OK"
2018090907,3215,"OK"
2018090907,3301,NA
2018090907,3317,NA
2018090907,3392,NA
2018090907,3497,"OK"
2018090907,3618,"OK"
2018090907,3801,"OK"
2018090907,4113,"OK"
2018090909,36,NA
2018090909,309,"OK"
2018090909,501,"OK"
2018090909,835,NA
2018090909,918,"OK"
2018090909,1305,NA
2018090909,1336,NA
2018090909,1416,"OK"
2018090909,1800,NA
2018090909,1831,NA
2018090909,1884,NA
2018090909,1990,"OK"
2018090909,2106,"OK"
2018090909,2247,"OK"
2018090909,2663,"OK"
2018090909,3089,NA
2018090909,3123,NA
2018090909,3522,NA
2018090909,3706,"OK"
2018090910,36,NA
2018090910,172,"H"
2018090910,700,"H"
2018090910,966,"L"
2018090910,1047,"OK"
2018090910,1236,NA
2018090910,1252,NA
2018090910,1329,"H"
2018090910,1448,"OK"
2018090910,1582,"OK"
2018090910,2008,NA
2018090910,2038,NA
2018090910,2091,NA
2018090910,2269,"OK"
2018090910,2467,"OK"
2018090910,2550,"OK"
2018090910,2777,NA
2018090910,2976,NA
2018090910,2992,NA
2018090910,3294,NA
2018090910,3477,"OK"
2018090910,3866,"OK"
2018090912,36,NA
2018090912,170,"OK"
2018090912,443,NA
2018090912,459,NA
2018090912,583,"OK"
2018090912,836,NA
2018090912,855,NA
2018090912,943,"OK"
2018090912,1055,"OK"
2018090912,1149,"OK"
2018090912,1577,"OK"
2018090912,1746,NA
2018090912,1762,NA
2018090912,1822,NA
2018090912,2143,NA
2018090912,2162,NA
2018090912,2480,NA
2018090912,2562,"OK"
2018090912,2795,NA
2018090912,2811,NA
2018090912,2892,"OK"
2018090912,3050,NA
2018090912,3066,NA
2018090912,3486,NA
2018090912,3505,NA
2018090912,3584,NA
2018090912,3600,NA
2018091000,36,NA
2018091000,82,NA
2018091000,98,NA
2018091000,349,"OK"
2018091000,469,"OK"
2018091000,657,NA
2018091000,673,NA
2018091000,946,NA
2018091000,965,NA
2018091000,1234,NA
2018091000,1407,"OK"
2018091000,1545,"<"
2018091000,1692,NA
2018091000,1708,NA
2018091000,2009,NA
2018091000,2028,NA
2018091000,2085,NA
2018091000,2221,NA
2018091000,2237,NA
2018091000,2422,NA
2018091000,2438,NA
2018091000,2517,NA
2018091000,2533,NA
2018091000,2626,"OK"
2018091000,2651,NA
2018091000,2698,NA
2018091000,2825,NA
2018091000,2844,NA
2018091000,3038,NA
2018091000,3096,NA
2018091000,3112,NA
2018091000,3527,"OK"
2018091001,36,NA
2018091001,276,NA
2018091001,298,NA
2018091001,384,"OK"
2018091001,499,"OK"
2018091001,628,NA
2018091001,644,NA
2018091001,1110,NA
2018091001,1129,NA
2018091001,1331,NA
2018091001,1746,NA
2018091001,1765,NA
2018091001,2144,NA
2018091001,2163,NA
2018091001,2216,NA
2018091001,2438,NA
2018091001,2457,NA
2018091001,2597,"H"
2018091001,2761,"OK"
2018091001,2840,"<"
2018091001,2965,NA
2018091001,2996,NA
2018091001,3121,"H"
2018091001,3426,NA
2018091001,3870,NA
2018091001,3889,NA
2018091001,4002,NA
2018091001,4033,NA
2018091300,36,NA
2018091300,122,"OK"
2018091300,304,"OK"
2018091300,549,NA
2018091300,565,NA
2018091300,759,"OK"
2018091300,905,NA
2018091300,921,NA
2018091300,1023,"OK"
2018091300,1421,NA
2018091300,1437,NA
2018091300,1732,NA
2018091300,1748,NA
2018091300,2155,NA
2018091300,2171,NA
2018091300,2465,"OK"
2018091300,2752,NA
2018091300,2768,NA
2018091300,2811,NA
2018091300,2960,"OK"
2018091300,3081,NA
2018091300,3100,NA
2018091300,3261,"OK"
2018091300,3552,"OK"
2018091300,3854,"OK"
2018091300,4196,NA
2018091300,4460,NA
2018091300,4479,NA
2018091300,4707,NA
2018091300,4726,NA
2018091600,36,NA
2018091600,460,NA
2018091600,773,"OK"
2018091600,1427,NA
2018091600,1443,NA
2018091600,1638,"OK"
2018091600,1875,NA
2018091600,1891,NA
2018091600,1954,NA
2018091600,2116,"OK"
2018091600,2321,NA
2018091600,2337,NA
2018091600,2551,"OK"
2018091600,2741,"OK"
2018091600,3074,NA
2018091600,3090,NA
2018091600,3311,NA
2018091600,3327,NA
2018091600,3530,"OK"
2018091600,3682,NA
2018091600,3698,NA
2018091600,3830,"OK"
2018091601,36,NA
2018091601,121,"OK"
2018091601,205,"OK"
2018091601,315,NA
2018091601,335,NA
2018091601,426,"OK"
2018091601,602,NA
2018091601,618,NA
2018091601,1035,NA
2018091601,1184,NA
2018091601,1200,NA
2018091601,1289,"OK"
2018091601,1750,NA
2018091601,1766,NA
2018091601,1993,NA
2018091601,2012,NA
2018091601,2095,NA
2018091601,2328,NA
2018091601,2344,NA
2018091601,2485,"OK"
2018091601,2813,"OK"
2018091601,3005,"OK"
2018091601,3210,"OK"
2018091601,3533,"OK"
2018091601,3804,NA
2018091601,3823,NA
2018091601,4197,NA
2018091601,4214,NA
2018091602,36,NA
2018091602,223,"OK"
2018091602,365,"OK"
2018091602,388,NA
2018091602,404,NA
2018091602,605,NA
2018091602,621,NA
2018091602,937,NA
2018091602,953,NA
2018091602,1091,"OK"
2018091602,1198,"OK"
2018091602,1330,"OK"
2018091602,1446,"OK"
2018091602,1704,NA
2018091602,1861,NA
2018091602,1895,NA
2018091602,2311,NA
2018091602,2330,NA
2018091602,2412,"OK"
2018091602,2502,"OK"
2018091602,2747,NA
2018091602,2763,NA
2018091602,3066,NA
2018091602,3085,NA
2018091602,3142,NA
2018091602,3158,NA
2018091602,3483,NA
2018091602,3502,NA
2018091602,3648,NA
2018091602,3667,NA
2018091602,3959,NA
2018091602,4088,NA
2018091602,4130,NA
2018091602,4317,NA
2018091602,4457,"<"
2018091602,4709,NA
2018091603,37,NA
2018091603,129,"OK"
2018091603,401,NA
2018091603,755,NA
2018091603,774,NA
2018091603,971,"OK"
2018091603,1787,NA
2018091603,1814,NA
2018091603,1907,"OK"
2018091603,2019,NA
2018091603,2107,"OK"
2018091603,2481,NA
2018091603,2497,NA
2018091603,2658,"OK"
2018091603,2927,NA
2018091603,3204,NA
2018091603,3220,NA
2018091603,3326,"OK"
2018091603,3415,"OK"
2018091603,3642,NA
2018091603,3849,NA
2018091603,3865,NA
2018091603,4023,NA
2018091603,4042,NA
2018091603,4131,NA
2018091604,36,NA
2018091604,138,"OK"
2018091604,303,"OK"
2018091604,423,"L"
2018091604,695,NA
2018091604,711,NA
2018091604,815,"OK"
2018091604,909,"OK"
2018091604,1017,"OK"
2018091604,1206,"OK"
2018091604,1453,NA
2018091604,1469,NA
2018091604,1549,"OK"
2018091604,1844,NA
2018091604,1860,NA
2018091604,2059,NA
2018091604,2252,NA
2018091604,2280,NA
2018091604,2528,"OK"
2018091604,2659,"OK"
2018091604,3196,NA
2018091604,3215,NA
2018091604,3295,"<"
2018091604,3565,NA
2018091604,3584,NA
2018091605,36,NA
2018091605,145,"OK"
2018091605,257,NA
2018091605,273,NA
2018091605,373,"OK"
2018091605,546,NA
2018091605,562,NA
2018091605,1031,NA
2018091605,1047,NA
2018091605,1317,NA
2018091605,1333,NA
2018091605,1452,"OK"
2018091605,1774,NA
2018091605,1790,NA
2018091605,1943,"OK"
2018091605,2362,NA
2018091605,2415,NA
2018091605,2573,NA
2018091605,2589,NA
2018091605,2938,NA
2018091605,2981,NA
2018091605,3216,NA
2018091605,3232,NA
2018091605,3318,"OK"
2018091605,3585,NA
2018091605,3601,NA
2018091605,3712,"OK"
2018091605,3810,NA
2018091605,4008,"OK"
2018091605,4447,NA
2018091605,4463,NA
2018091606,36,NA
2018091606,71,NA
2018091606,87,NA
2018091606,182,"OK"
2018091606,340,"OK"
2018091606,593,"OK"
2018091606,741,"OK"
2018091606,1028,"OK"
2018091606,1210,"OK"
2018091606,1592,NA
2018091606,1608,NA
2018091606,1660,NA
2018091606,1676,NA
2018091606,1757,"OK"
2018091606,1964,NA
2018091606,1980,NA
2018091606,2205,NA
2018091606,2263,NA
2018091606,2549,NA
2018091606,2565,NA
2018091606,2649,"OK"
2018091606,2807,"OK"
2018091606,3046,NA
2018091606,3062,NA
2018091606,3523,"OK"
2018091606,3773,NA
2018091606,3789,NA
2018091606,4125,"OK"
2018091607,373,NA
2018091607,597,NA
2018091607,843,NA
2018091607,859,NA
2018091607,1227,"OK"
2018091607,1334,"OK"
2018091607,1567,"OK"
2018091607,1868,NA
2018091607,1884,NA
2018091607,2013,NA
2018091607,2092,"OK"
2018091607,2357,"OK"
2018091607,2458,"OK"
2018091607,2668,NA
2018091607,2687,NA
2018091607,2794,"OK"
2018091607,2943,NA
2018091607,2959,NA
2018091607,3159,NA
2018091607,3178,NA
2018091607,3329,"OK"
2018091607,3741,NA
2018091607,3760,NA
2018091608,64,NA
2018091608,329,NA
2018091608,345,NA
2018091608,454,"OK"
2018091608,541,"OK"
2018091608,726,"OK"
2018091608,1147,NA
2018091608,1166,NA
2018091608,1419,NA
2018091608,1435,NA
2018091608,1534,"OK"
2018091608,1636,"OK"
2018091608,1960,"OK"
2018091608,2073,"OK"
2018091608,2229,NA
2018091608,2296,NA
2018091608,2536,"L"
2018091608,2776,NA
2018091608,2795,NA
2018091608,2884,"OK"
2018091608,3144,NA
2018091608,3163,NA
2018091608,3494,NA
2018091608,3510,NA
2018091608,3900,"OK"
2018091609,54,NA
2018091609,280,"OK"
2018091609,460,"OK"
2018091609,669,"OK"
2018091609,783,"OK"
2018091609,969,NA
2018091609,1057,"OK"
2018091609,1322,NA
2018091609,1341,NA
2018091609,1552,"OK"
2018091609,1936,NA
2018091609,2032,"OK"
2018091609,2352,"OK"
2018091609,2527,NA
2018091609,2691,"OK"
2018091609,2928,"OK"
2018091609,3392,NA
2018091610,36,NA
2018091610,249,"OK"
2018091610,473,NA
2018091610,492,NA
2018091610,698,NA
2018091610,714,NA
2018091610,1187,NA
2018091610,1220,NA
2018091610,1306,"OK"
2018091610,1440,"OK"
2018091610,1610,NA
2018091610,1629,NA
2018091610,1855,"OK"
2018091610,1960,"OK"
2018091610,2252,NA
2018091610,2277,NA
2018091610,2325,NA
2018091610,2451,NA
2018091610,2467,NA
2018091610,2704,NA
2018091610,2723,NA
2018091610,2919,"OK"
2018091610,3136,"OK"
2018091610,3226,NA
2018091610,3242,NA
2018091610,3362,"OK"
2018091610,3534,NA
2018091610,3553,NA
2018091610,3766,NA
2018091610,3782,NA
2018091610,3871,"OK"
2018091610,4294,NA
2018091610,4310,NA
2018091610,4585,"OK"
2018091611,36,NA
2018091611,280,NA
2018091611,299,NA
2018091611,378,"OK"
2018091611,510,"OK"
2018091611,595,"OK"
2018091611,698,"OK"
2018091611,797,"OK"
2018091611,1047,NA
2018091611,1066,NA
2018091611,1273,"OK"
2018091611,1355,"OK"
2018091611,1690,NA
2018091611,1706,NA
2018091611,1865,NA
2018091611,2336,NA
2018091611,2358,NA
2018091611,2375,NA
2018091611,2395,NA
2018091611,2727,NA
2018091611,2752,NA
2018091611,3373,NA
2018091611,3395,NA
2018091611,3747,"OK"
2018091611,4030,NA
2018091611,4049,NA
2018091612,49,NA
2018091612,219,NA
2018091612,466,NA
2018091612,482,NA
2018091612,568,"OK"
2018091612,784,NA
2018091612,800,NA
2018091612,963,"OK"
2018091612,1138,"H"
2018091612,1549,NA
2018091612,1568,NA
2018091612,1936,NA
2018091612,1952,NA
2018091612,2012,NA
2018091612,2164,NA
2018091612,2450,"OK"
2018091612,2508,NA
2018091612,2774,NA
2018091612,2807,NA
2018091612,2899,"OK"
2018091612,3040,NA
2018091612,3062,NA
2018091612,3372,"OK"
2018091612,3460,"OK"
2018091612,3534,NA
2018091612,3561,NA
2018091612,3753,NA
2018091612,3780,NA
2018091613,36,NA
2018091613,121,NA
2018091613,137,NA
2018091613,300,"OK"
2018091613,473,NA
2018091613,492,NA
2018091613,611,"OK"
2018091613,778,"OK"
2018091613,915,"OK"
2018091613,1035,"OK"
2018091613,1339,"OK"
2018091613,1575,"OK"
2018091613,1811,"OK"
2018091613,1872,NA
2018091613,2116,NA
2018091613,2135,NA
2018091613,2438,NA
2018091613,2457,NA
2018091613,2608,"OK"
2018091613,2715,"OK"
2018091613,3070,NA
2018091613,3086,NA
2018091613,3448,NA
2018091613,3464,NA
2018091613,3731,NA
2018091700,35,NA
2018091700,227,"OK"
2018091700,597,NA
2018091700,623,NA
2018091700,735,"OK"
2018091700,949,"OK"
2018091700,1108,"OK"
2018091700,1238,"OK"
2018091700,1507,"H"
2018091700,1854,NA
2018091700,1873,NA
2018091700,2113,NA
2018091700,2147,NA
2018091700,2286,"OK"
2018091700,2401,"OK"
2018091700,2606,"OK"
2018091700,2742,"OK"
2018091700,3044,NA
2018091700,3075,NA
2018091700,3355,NA
2018091700,3399,NA
2018091700,3513,"OK"
2018091700,3659,NA
2018091700,3675,NA
2018091700,3889,"OK"
2018091700,4199,NA
2018091700,4233,NA
2018092000,36,NA
2018092000,116,"OK"
2018092000,202,"OK"
2018092000,370,"OK"
2018092000,453,"OK"
2018092000,542,"OK"
2018092000,680,"OK"
2018092000,801,"OK"
2018092000,968,NA
2018092000,984,NA
2018092000,1061,"OK"
2018092000,1348,NA
2018092000,1364,NA
2018092000,1722,"OK"
2018092000,1849,"OK"
2018092000,2037,NA
2018092000,2056,NA
2018092000,2139,"OK"
2018092000,2195,NA
2018092000,2359,"OK"
2018092000,2608,"OK"
2018092000,2798,NA
2018092000,2817,NA
2018092000,2943,"OK"
2018092000,3198,NA
2018092000,3508,NA
2018092000,3527,NA
2018092000,3926,NA
2018092000,4219,"OK"
2018092300,45,NA
2018092300,228,NA
2018092300,244,NA
2018092300,382,"OK"
2018092300,477,"OK"
2018092300,811,NA
2018092300,827,NA
2018092300,1022,"OK"
2018092300,1127,"OK"
2018092300,1308,NA
2018092300,1331,NA
2018092300,1435,"OK"
2018092300,1715,NA
2018092300,1735,NA
2018092300,1808,NA
2018092300,1824,NA
2018092300,1976,"OK"
2018092300,2075,"OK"
2018092300,2159,NA
2018092300,2178,NA
2018092300,2231,NA
2018092300,2474,NA
2018092300,2490,NA
2018092300,2602,"OK"
2018092300,2749,"OK"
2018092300,2898,NA
2018092300,2914,NA
2018092300,3344,NA
2018092300,3571,NA
2018092300,3587,NA
2018092300,3836,NA
2018092300,4135,NA
2018092300,4151,NA
2018092300,4324,"OK"
2018092300,4381,NA
2018092301,36,NA
2018092301,120,"H"
2018092301,169,NA
2018092301,185,NA
2018092301,369,NA
2018092301,385,NA
2018092301,621,NA
2018092301,637,NA
2018092301,836,NA
2018092301,855,NA
2018092301,968,">"
2018092301,1121,"OK"
2018092301,1207,"OK"
2018092301,1476,NA
2018092301,1492,NA
2018092301,1577,"OK"
2018092301,1721,NA
2018092301,1907,"OK"
2018092301,2126,"OK"
2018092301,2247,"OK"
2018092301,2352,NA
2018092301,2386,NA
2018092301,2495,"OK"
2018092301,2889,NA
2018092301,2905,NA
2018092301,3243,"OK"
2018092301,3423,"OK"
2018092301,3819,"OK"
2018092302,36,NA
2018092302,123,"OK"
2018092302,490,NA
2018092302,506,NA
2018092302,718,NA
2018092302,734,NA
2018092302,1123,NA
2018092302,1139,NA
2018092302,1498,NA
2018092302,1514,NA
2018092302,1681,NA
2018092302,1697,NA
2018092302,1884,"OK"
2018092302,2000,NA
2018092302,2105,"OK"
2018092302,2237,"OK"
2018092302,2498,NA
2018092302,2520,NA
2018092302,2647,NA
2018092302,2663,NA
2018092302,2932,"OK"
2018092302,3100,"OK"
2018092302,3292,NA
2018092302,3437,"OK"
2018092302,3722,NA
2018092302,3741,NA
2018092303,36,NA
2018092303,340,NA
2018092303,359,NA
2018092303,621,NA
2018092303,637,NA
2018092303,755,"OK"
2018092303,1060,NA
2018092303,1079,NA
2018092303,1215,"OK"
2018092303,1467,NA
2018092303,1486,NA
2018092303,1565,"L"
2018092303,1741,NA
2018092303,1757,NA
2018092303,2001,NA
2018092303,2041,NA
2018092303,2178,"OK"
2018092303,2331,NA
2018092303,2350,NA
2018092303,2467,"OK"
2018092303,2722,"OK"
2018092303,3026,"OK"
2018092303,3316,NA
2018092303,3604,NA
2018092303,3620,NA
2018092303,3959,NA
2018092303,3993,NA
2018092304,40,NA
2018092304,222,"OK"
2018092304,301,"OK"
2018092304,391,NA
2018092304,713,NA
2018092304,881,"OK"
2018092304,1035,"OK"
2018092304,1326,NA
2018092304,1350,NA
2018092304,1431,"OK"
2018092304,1562,"OK"
2018092304,1670,"OK"
2018092304,1755,"OK"
2018092304,1996,NA
2018092304,2033,NA
2018092304,2328,NA
2018092304,2347,NA
2018092304,2500,"OK"
2018092304,2716,"OK"
2018092304,3131,NA
2018092304,3150,NA
2018092304,3429,NA
2018092304,3448,NA
2018092304,3542,"OK"
2018092304,3785,"L"
2018092305,36,NA
2018092305,144,"OK"
2018092305,463,NA
2018092305,479,NA
2018092305,612,"OK"
2018092305,875,NA
2018092305,891,NA
2018092305,1211,NA
2018092305,1227,NA
2018092305,1363,NA
2018092305,1379,NA
2018092305,1467,"OK"
2018092305,1754,NA
2018092305,1955,"OK"
2018092305,2310,NA
2018092305,2326,NA
2018092305,2533,NA
2018092305,2567,NA
2018092305,2775,"OK"
2018092305,2986,NA
2018092305,3011,NA
2018092305,3119,"OK"
2018092305,3456,NA
2018092305,3776,NA
2018092305,3795,NA
2018092305,4231,NA
2018092305,4250,NA
2018092306,36,NA
2018092306,145,NA
2018092306,161,NA
2018092306,250,"OK"
2018092306,783,"OK"
2018092306,929,"OK"
2018092306,1038,">"
2018092306,1162,NA
2018092306,1178,NA
2018092306,1591,NA
2018092306,1610,NA
2018092306,1882,"OK"
2018092306,1960,NA
2018092306,2084,"OK"
2018092306,2524,NA
2018092306,2540,NA
2018092306,2660,NA
2018092306,2676,NA
2018092306,2776,"OK"
2018092306,2945,"L"
2018092306,3156,"OK"
2018092306,3216,NA
2018092306,3232,NA
2018092306,3589,NA
2018092306,3794,NA
2018092306,3813,NA
2018092306,3822,NA
2018092307,36,NA
2018092307,294,NA
2018092307,310,NA
2018092307,518,NA
2018092307,540,NA
2018092307,667,NA
2018092307,683,NA
2018092307,811,"OK"
2018092307,1227,NA
2018092307,1243,NA
2018092307,1345,"OK"
2018092307,1599,NA
2018092307,1618,NA
2018092307,1707,"OK"
2018092307,2036,"OK"
2018092307,2193,NA
2018092307,2371,"OK"
2018092307,2461,"OK"
2018092307,2812,"OK"
2018092307,2923,"OK"
2018092307,3014,"OK"
2018092307,3483,"OK"
2018092307,3933,NA
2018092307,4081,"OK"
2018092308,36,NA
2018092308,150,"L"
2018092308,467,NA
2018092308,569,"OK"
2018092308,786,NA
2018092308,975,NA
2018092308,991,NA
2018092308,1173,"OK"
2018092308,1329,"OK"
2018092308,1666,NA
2018092308,1685,NA
2018092308,1847,"OK"
2018092308,2043,NA
2018092308,2129,"OK"
2018092308,2332,NA
2018092308,2351,NA
2018092308,2493,NA
2018092308,2512,NA
2018092308,2795,NA
2018092308,2814,NA
2018092308,2966,"OK"
2018092308,3154,NA
2018092308,3173,NA
2018092308,3717,NA
2018092308,3733,NA
2018092308,4183,"OK"
2018092309,54,NA
2018092309,158,NA
2018092309,174,NA
2018092309,297,">"
2018092309,394,"OK"
2018092309,494,"OK"
2018092309,850,NA
2018092309,866,NA
2018092309,1145,NA
2018092309,1164,NA
2018092309,1381,"OK"
2018092309,1598,NA
2018092309,1614,NA
2018092309,1724,NA
2018092309,1740,NA
2018092309,1923,NA
2018092309,1939,NA
2018092309,2100,NA
2018092309,2161,NA
2018092309,2594,NA
2018092309,2610,NA
2018092309,2700,"OK"
2018092309,3111,"OK"
2018092309,3278,">"
2018092309,3402,"OK"
2018092309,3605,"L"
2018092309,3692,"OK"
2018092309,4045,NA
2018092309,4068,NA
2018092310,54,NA
2018092310,301,"OK"
2018092310,680,NA
2018092310,696,NA
2018092310,783,NA
2018092310,799,NA
2018092310,977,NA
2018092310,993,NA
2018092310,1095,"OK"
2018092310,1513,"OK"
2018092310,1541,NA
2018092310,1557,NA
2018092310,1817,NA
2018092310,1833,NA
2018092310,2170,NA
2018092310,2207,NA
2018092310,2397,NA
2018092310,2413,NA
2018092310,2622,NA
2018092310,2638,NA
2018092310,2965,NA
2018092310,2981,NA
2018092310,3313,NA
2018092310,3332,NA
2018092310,3559,"OK"
2018092311,36,NA
2018092311,161,NA
2018092311,192,NA
2018092311,460,NA
2018092311,561,"OK"
2018092311,743,NA
2018092311,774,NA
2018092311,1050,"OK"
2018092311,1239,"OK"
2018092311,1704,NA
2018092311,1738,NA
2018092311,1847,"OK"
2018092311,2025,"OK"
2018092311,2080,NA
2018092311,2159,"OK"
2018092311,2539,NA
2018092311,2570,NA
2018092311,2936,NA
2018092311,2975,NA
2018092311,3498,NA
2018092311,3532,NA
2018092311,3922,"OK"
2018092312,45,NA
2018092312,156,"OK"
2018092312,480,"OK"
2018092312,725,"OK"
2018092312,931,"OK"
2018092312,1035,"OK"
2018092312,1141,"OK"
2018092312,1418,NA
2018092312,1434,NA
2018092312,1669,NA
2018092312,1688,NA
2018092312,1911,NA
2018092312,1927,NA
2018092312,2052,"OK"
2018092312,2235,NA
2018092312,2296,NA
2018092312,2384,"OK"
2018092312,2512,"OK"
2018092312,2603,"OK"
2018092312,2831,NA
2018092312,2850,NA
2018092312,3154,NA
2018092312,3170,NA
2018092312,3440,"OK"
2018092312,3649,NA
2018092312,3665,NA
2018092312,3753,"OK"
2018092312,4215,"OK"
2018092313,36,NA
2018092313,124,"OK"
2018092313,422,NA
2018092313,441,NA
2018092313,541,"OK"
2018092313,880,NA
2018092313,906,NA
2018092313,991,"OK"
2018092313,1380,NA
2018092313,1399,NA
2018092313,1678,NA
2018092313,1697,NA
2018092313,1902,NA
2018092313,2205,NA
2018092313,2221,NA
2018092313,2474,NA
2018092313,2490,NA
2018092313,2625,"OK"
2018092313,2836,NA
2018092313,2855,NA
2018092313,2959,"OK"
2018092313,3059,"OK"
2018092313,3381,"OK"
2018092313,3625,NA
2018092313,3644,NA
2018092400,37,NA
2018092400,139,"OK"
2018092400,223,"OK"
2018092400,447,NA
2018092400,474,NA
2018092400,559,NA
2018092400,575,NA
2018092400,771,"<"
2018092400,1070,NA
2018092400,1089,NA
2018092400,1208,NA
2018092400,1224,NA
2018092400,1575,"OK"
2018092400,1727,"OK"
2018092400,1794,NA
2018092400,1810,NA
2018092400,1973,NA
2018092400,1992,NA
2018092400,2290,NA
2018092400,2306,NA
2018092400,2366,NA
2018092400,2779,NA
2018092400,2798,NA
2018092400,3064,NA
2018092400,3471,NA
2018092400,3487,NA
2018092400,3619,"OK"
2018092400,3854,NA
