"gameId","playId","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber"
2018091000,1692,2,"Extra Point","Kick Attempt Good",41175,15,"01:51:00",7,16,NA,95
2018091000,2009,2,"Field Goal","Kick Attempt Good",31446,3,"00:15:00",7,17,21,13
2018091000,2221,3,"Extra Point","Kick Attempt Good",31446,15,"13:10:00",16,17,NA,95
2018091000,2422,3,"Extra Point","Kick Attempt Good",41175,15,"09:36:00",17,23,NA,25
2018091000,2517,3,"Extra Point","Kick Attempt Good",41175,15,"08:07:00",17,30,NA,25
2018091000,2651,3,"Extra Point","Kick Attempt Good",41175,15,"07:00:00",17,37,NA,25
2018091000,2825,3,"Field Goal","Kick Attempt Good",41175,14,"05:19:00",17,38,32,24
2018091000,3038,3,"Field Goal","Kick Attempt No Good",31446,26,"01:51:00",17,41,44,84
2018091000,3096,3,"Extra Point","Kick Attempt Good",41175,15,"00:54:00",17,47,NA,25
2018091001,276,1,"Extra Point","Kick Attempt Good",29874,15,"10:23:00",6,0,NA,95
2018091001,628,1,"Extra Point","Kick Attempt Good",38701,15,"04:53:00",7,6,NA,25
2018091001,1110,2,"Field Goal","Kick Attempt Good",29874,6,"12:33:00",7,7,24,16
2018091001,1331,2,"Field Goal","Kick Attempt No Good",38701,28,"09:30:00",10,7,46,82
2018091001,1746,2,"Field Goal","Kick Attempt Good",38701,2,"02:43:00",10,7,20,108
2018091001,2144,2,"Field Goal","Kick Attempt Good",29874,30,"00:15:00",10,10,48,40
2018091001,2438,3,"Field Goal","Kick Attempt Good",38701,10,"09:07:00",13,10,28,20
2018091001,2965,3,"Extra Point","Kick Attempt Good",38701,15,"00:00:00",13,19,NA,25
2018091001,3870,4,"Field Goal","Kick Attempt Good",38701,2,"03:18:00",13,23,20,108
2018091001,4002,4,"Extra Point","Kick Attempt Good",38701,15,"01:59:00",13,32,NA,95
2018091300,549,1,"Extra Point","Kick Attempt Good",38691,15,"10:35:00",6,0,NA,25
2018091300,905,1,"Extra Point","Kick Attempt Good",38691,15,"06:26:00",13,0,NA,25
2018091300,1421,2,"Extra Point","Kick Attempt Good",38691,20,"13:02:00",20,0,NA,90
2018091300,1732,2,"Extra Point","Kick Attempt Good",39470,15,"08:20:00",21,6,NA,25
2018091300,2155,2,"Extra Point","Kick Attempt Good",38691,15,"02:58:00",27,7,NA,95
2018091300,2752,2,"Extra Point","Kick Attempt Good",39470,15,"00:08:00",28,13,NA,25
2018091300,3081,3,"Field Goal","Kick Attempt Good",39470,37,"12:35:00",28,14,55,73
2018091300,4460,4,"Field Goal","Kick Attempt Good",38691,10,"03:03:00",28,23,28,100
2018091300,4707,4,"Field Goal","Kick Attempt Good",38691,22,"02:29:00",31,23,40,88
2018091600,460,1,"Field Goal","Kick Attempt Good",27091,26,"05:46:00",0,3,44,84
2018091600,1427,2,"Extra Point","Kick Attempt Good",27091,15,"04:03:00",9,10,NA,25
2018091600,1875,2,"Extra Point","Kick Attempt Good",27091,15,"00:22:00",16,10,NA,25
2018091600,2321,3,"Extra Point","Kick Attempt Good",27091,15,"09:23:00",23,10,NA,25
2018091600,3074,4,"Extra Point","Kick Attempt Good",35102,15,"11:23:00",24,16,NA,25
2018091600,3311,4,"Extra Point","Kick Attempt Good",27091,15,"07:17:00",30,17,NA,95
2018091600,3682,4,"Extra Point","Kick Attempt Good",35102,15,"02:20:00",31,23,NA,25
2018091601,315,1,"Extra Point","Kick Attempt Good",40114,15,"09:26:00",0,6,NA,25
2018091601,602,1,"Extra Point","Kick Attempt Good",40114,15,"04:18:00",0,13,NA,25
2018091601,1184,2,"Extra Point","Kick Attempt Good",40114,15,"10:43:00",3,20,NA,95
2018091601,1750,2,"Extra Point","Kick Attempt Good",40114,15,"01:55:00",3,27,NA,95
2018091601,1993,2,"Field Goal","Kick Attempt Good",33469,23,"00:52:00",3,28,41,33
2018091601,2328,3,"Extra Point","Kick Attempt Good",33469,15,"11:06:00",12,28,NA,25
2018091601,3804,4,"Field Goal","Kick Attempt Good",40114,5,"03:52:00",13,28,24,15
2018091601,4197,4,"Extra Point","Kick Attempt Good",33469,15,"00:38:00",19,31,NA,95
2018091602,388,1,"Extra Point","Kick Attempt Good",32386,15,"07:28:00",6,0,NA,25
2018091602,605,1,"Extra Point","Kick Attempt Good",46236,15,"03:04:00",7,6,NA,95
2018091602,937,2,"Extra Point","Kick Attempt Good",32386,15,"12:28:00",13,7,NA,95
2018091602,1704,2,"Field Goal","Kick Attempt No Good",46236,30,"01:42:00",14,7,48,40
2018091602,1861,2,"Field Goal","Kick Attempt Good",32386,19,"00:02:00",14,7,37,91
2018091602,2311,3,"Field Goal","Kick Attempt Good",32386,22,"06:36:00",17,7,40,88
2018091602,2747,4,"Extra Point","Kick Attempt Good",46236,15,"14:17:00",20,13,NA,95
2018091602,3066,4,"Field Goal","Kick Attempt Good",32386,13,"07:38:00",20,14,31,23
2018091602,3142,4,"Extra Point","Kick Attempt Good",46236,15,"07:18:00",23,20,NA,95
2018091602,3483,4,"Field Goal","Kick Attempt Good",32386,30,"02:17:00",23,21,48,40
2018091602,3648,4,"Field Goal","Kick Attempt Good",32386,18,"01:49:00",26,21,36,28
2018091602,4088,4,"Field Goal","Kick Attempt No Good",32386,34,"00:03:00",29,29,52,44
2018091602,4317,5,"Field Goal","Kick Attempt No Good",46236,31,"07:36:00",29,29,49,41
2018091602,4709,5,"Field Goal","Kick Attempt No Good",46236,17,"00:04:00",29,29,35,27
2018091603,755,1,"Field Goal","Kick Attempt Good",43689,12,"02:52:00",0,3,31,98
2018091603,1787,2,"Field Goal","Kick Attempt Good",45037,21,"02:00:00",3,3,39,89
2018091603,2481,3,"Extra Point","Kick Attempt No Good",45037,15,"06:43:00",3,12,NA,95
2018091603,2927,4,"Field Goal","Kick Attempt No Good",45037,26,"14:21:00",3,12,44,36
2018091603,3204,4,"Extra Point","Kick Attempt Good",43689,15,"08:41:00",9,12,NA,95
2018091603,3849,4,"Extra Point","Kick Attempt No Good",45037,15,"01:16:00",18,18,NA,25
2018091603,4023,4,"Field Goal","Kick Attempt Good",43689,26,"00:26:00",18,18,44,84
2018091603,4131,4,"Field Goal","Kick Attempt No Good",45037,34,"00:08:00",21,18,52,44
2018091604,695,1,"Extra Point","Kick Attempt Good",46298,15,"01:12:00",0,6,NA,25
2018091604,1453,2,"Extra Point","Kick Attempt Good",46298,15,"04:10:00",0,13,NA,95
2018091604,1844,2,"Extra Point","Kick Attempt No Good",46298,15,"00:42:00",0,20,NA,95
2018091604,2252,3,"Extra Point","Kick Attempt No Good",41175,15,"11:51:00",6,20,NA,95
2018091604,3196,4,"Field Goal","Kick Attempt Good",41175,37,"10:11:00",6,20,55,47
2018091604,3565,4,"Field Goal","Kick Attempt Good",41175,23,"06:00:00",9,20,41,33
2018091605,257,1,"Extra Point","Kick Attempt Good",45046,15,"13:05:00",0,6,NA,25
2018091605,546,1,"Extra Point","Kick Attempt Good",45046,15,"09:08:00",0,13,NA,25
2018091605,1031,1,"Extra Point","Kick Attempt Good",45046,15,"02:24:00",0,20,NA,25
2018091605,1317,2,"Extra Point","Kick Attempt Good",41953,15,"14:20:00",6,21,NA,25
2018091605,1774,2,"Extra Point","Kick Attempt No Good",41953,15,"06:27:00",13,21,NA,25
2018091605,2573,3,"Extra Point","Kick Attempt Good",45046,15,"12:42:00",21,27,NA,25
2018091605,2938,3,"Extra Point","Kick Attempt Good",41953,15,"07:12:00",27,28,NA,95
2018091605,3216,3,"Extra Point","Kick Attempt Good",45046,15,"03:15:00",28,34,NA,25
2018091605,3585,4,"Extra Point","Kick Attempt Good",45046,15,"13:42:00",28,41,NA,95
2018091605,4447,4,"Extra Point","Kick Attempt Good",41953,15,"01:59:00",36,42,NA,25
2018091606,71,1,"Extra Point","Kick Attempt Good",41736,15,"14:49:00",6,0,NA,25
2018091606,1592,2,"Extra Point","Kick Attempt Good",44966,15,"04:51:00",7,6,NA,25
2018091606,1660,2,"Extra Point","Kick Attempt No Good",41736,15,"04:39:00",13,7,NA,95
2018091606,1964,2,"Extra Point","Kick Attempt Good",41736,15,"00:42:00",19,7,NA,95
2018091606,2205,2,"Field Goal","Kick Attempt No Good",44966,24,"00:07:00",20,7,42,34
2018091606,2549,3,"Extra Point","Kick Attempt Good",41736,15,"09:19:00",26,7,NA,25
2018091606,3046,3,"Extra Point","Kick Attempt Good",44966,15,"00:09:00",27,13,NA,95
2018091606,3773,4,"Extra Point","Kick Attempt Good",44966,15,"02:46:00",27,20,NA,25
2018091607,597,1,"Field Goal","Kick Attempt No Good",43846,36,"05:16:00",7,0,54,46
2018091607,843,1,"Extra Point","Kick Attempt Good",34707,15,"00:35:00",13,0,NA,95
2018091607,1868,2,"Extra Point","Kick Attempt Good",43846,15,"00:58:00",14,6,NA,95
2018091607,2668,3,"Field Goal","Kick Attempt Good",43846,16,"02:44:00",14,7,34,26
2018091607,2943,4,"Extra Point","Kick Attempt Good",43846,15,"13:25:00",14,16,NA,95
2018091607,3159,4,"Field Goal","Kick Attempt Good",34707,24,"09:48:00",14,17,42,34
2018091607,3741,4,"Field Goal","Kick Attempt Good",34707,13,"01:05:00",17,17,31,23
2018091608,329,1,"Extra Point","Kick Attempt Good",21213,15,"09:25:00",0,6,NA,25
2018091608,1147,2,"Field Goal","Kick Attempt Good",40125,31,"11:16:00",0,7,49,41
2018091608,1419,2,"Extra Point","Kick Attempt Good",21213,15,"06:51:00",3,13,NA,95
2018091608,2229,2,"Field Goal","Kick Attempt No Good",40125,31,"00:05:00",3,14,49,41
2018091608,2776,3,"Field Goal","Kick Attempt Good",40125,9,"05:43:00",3,14,27,19
2018091608,3144,4,"Field Goal","Kick Attempt Good",40125,31,"13:33:00",6,14,49,79
2018091608,3494,4,"Extra Point","Kick Attempt Good",21213,15,"07:32:00",9,20,NA,25
2018091609,1322,2,"Field Goal","Kick Attempt Good",38815,2,"08:11:00",8,0,20,108
2018091610,473,1,"Field Goal","Kick Attempt Good",30403,27,"06:22:00",0,0,45,37
2018091610,698,1,"Extra Point","Kick Attempt Good",31446,15,"02:45:00",3,6,NA,95
2018091610,1187,2,"Extra Point","Kick Attempt Good",30403,15,"12:07:00",9,7,NA,95
2018091610,1610,2,"Field Goal","Kick Attempt Good",30403,24,"05:00:00",10,7,42,86
2018091610,2252,2,"Field Goal","Kick Attempt Good",31446,9,"00:06:00",13,7,27,19
2018091610,2451,3,"Extra Point","Kick Attempt Good",30403,15,"13:17:00",19,10,NA,25
2018091610,2704,3,"Field Goal","Kick Attempt Good",31446,25,"08:50:00",20,10,43,85
2018091610,3226,3,"Extra Point","Kick Attempt Good",30403,15,"00:52:00",26,13,NA,25
2018091610,3534,4,"Field Goal","Kick Attempt Good",30403,18,"11:25:00",27,13,36,92
2018091610,3766,4,"Extra Point","Kick Attempt Good",31446,15,"08:36:00",30,19,NA,25
2018091610,4294,4,"Extra Point","Kick Attempt Good",31446,15,"03:27:00",30,26,NA,25
2018091611,280,1,"Field Goal","Kick Attempt Good",29874,8,"09:36:00",0,0,26,102
2018091611,1047,2,"Field Goal","Kick Attempt Good",29874,28,"11:52:00",0,3,46,38
2018091611,1690,2,"Extra Point","Blocked Kick Attempt",29874,15,"00:35:00",0,12,NA,25
2018091611,2336,3,"Extra Point","Kick Attempt Good",29874,15,"05:25:00",7,18,NA,95
2018091611,2358,3,"Extra Point","Kick Attempt Good",40276,15,"09:06:00",6,12,NA,25
2018091611,2727,3,"Field Goal","Kick Attempt Good",40276,21,"02:47:00",7,19,39,31
2018091611,3373,4,"Extra Point","Kick Attempt Good",40276,15,"05:58:00",16,19,NA,95
2018091611,4030,4,"Field Goal","Kick Attempt Good",40276,18,"00:10:00",17,19,36,92
2018091612,219,1,"Field Goal","Kick Attempt No Good",30932,36,"11:49:00",0,0,54,46
2018091612,466,1,"Extra Point","Kick Attempt Good",43068,15,"07:46:00",6,0,NA,95
2018091612,784,1,"Extra Point","Kick Attempt Good",43068,15,"02:10:00",13,0,NA,95
2018091612,1549,2,"Field Goal","Kick Attempt Good",30932,11,"02:49:00",14,0,29,99
2018091612,1936,2,"Extra Point","Kick Attempt Good",43068,15,"00:09:00",20,3,NA,25
2018091612,2508,3,"Field Goal","Kick Attempt Good",43068,10,"07:54:00",21,3,28,100
2018091612,2774,3,"Extra Point","Kick Attempt Good",30932,15,"01:42:00",24,9,NA,25
2018091612,3040,4,"Field Goal","Kick Attempt Good",30932,28,"14:16:00",24,10,46,82
2018091612,3534,4,"Extra Point","Kick Attempt Good",43068,15,"07:35:00",30,13,NA,25
2018091612,3753,4,"Extra Point","Kick Attempt Good",30932,15,"03:40:00",31,19,NA,95
2018091613,121,1,"Extra Point","Kick Attempt Good",40775,15,"13:26:00",6,0,NA,25
2018091613,473,1,"Field Goal","Kick Attempt Good",40775,19,"06:06:00",7,0,37,29
2018091613,2116,3,"Field Goal","Kick Attempt Good",40775,11,"10:47:00",10,0,29,99
2018091613,2438,3,"Field Goal","Kick Attempt Good",43937,10,"04:34:00",13,0,28,20
2018091613,3070,4,"Extra Point","Kick Attempt Good",40775,15,"05:45:00",19,3,NA,25
2018091613,3448,4,"Extra Point","Kick Attempt Good",43937,15,"01:27:00",20,9,NA,95
2018091700,597,1,"Extra Point","Kick Attempt Good",41688,20,"04:55:00",6,0,NA,30
2018091700,1854,2,"Field Goal","Kick Attempt Good",41688,7,"01:11:00",7,0,25,103
2018091700,2113,2,"Field Goal","Kick Attempt Good",25326,38,"00:02:00",10,0,56,48
2018091700,3044,4,"Extra Point","Kick Attempt Good",41688,15,"14:15:00",16,3,NA,95
2018091700,3355,4,"Extra Point","Kick Attempt Good",25326,15,"10:13:00",17,9,NA,25
2018091700,3659,4,"Extra Point","Kick Attempt Good",41688,15,"06:37:00",23,10,NA,95
2018091700,4199,4,"Extra Point","Kick Attempt Good",25326,15,"00:14:00",24,16,NA,25
2018092000,968,2,"Extra Point","Kick Attempt Good",41175,15,"14:56:00",0,6,NA,95
2018092000,1348,2,"Extra Point","Kick Attempt Good",41175,15,"07:54:00",0,13,NA,95
2018092000,2037,2,"Field Goal","Kick Attempt Good",46634,27,"00:27:00",0,14,45,37
2018092000,2798,3,"Field Goal","Kick Attempt Good",46634,8,"05:24:00",3,14,27,102
2018092000,3508,4,"Field Goal","Kick Attempt Good",41175,10,"08:58:00",14,14,28,100
2018092300,228,1,"Extra Point","Kick Attempt Good",43689,15,"11:45:00",0,6,NA,25
2018092300,811,1,"Extra Point","Kick Attempt Good",27091,15,"02:45:00",6,7,NA,95
2018092300,1308,2,"Field Goal","Kick Attempt Good",43689,31,"09:43:00",7,7,49,79
2018092300,1715,2,"Field Goal","Kick Attempt Good",43689,3,"03:09:00",7,10,21,107
2018092300,1808,2,"Extra Point","Kick Attempt Good",27091,15,"02:12:00",13,13,NA,25
2018092300,2159,2,"Field Goal","Kick Attempt Good",43689,27,"00:10:00",14,13,45,83
2018092300,2474,3,"Extra Point","Kick Attempt Good",27091,15,"12:00:00",20,16,NA,25
2018092300,2898,3,"Extra Point","Kick Attempt Good",43689,15,"06:07:00",21,22,NA,95
2018092300,3571,4,"Extra Point","Kick Attempt Good",43689,15,"09:59:00",29,29,NA,25
2018092300,4135,4,"Extra Point","Kick Attempt Good",43689,15,"01:15:00",37,36,NA,25
2018092301,169,1,"Extra Point","Kick Attempt Good",40276,15,"13:29:00",0,6,NA,25
2018092301,369,1,"Extra Point","Kick Attempt Good",39470,15,"10:57:00",6,7,NA,95
2018092301,621,1,"Extra Point","Kick Attempt Good",40276,15,"07:02:00",7,13,NA,25
2018092301,836,1,"Field Goal","Kick Attempt Good",39470,34,"03:43:00",7,14,52,76
2018092301,1476,2,"Extra Point","Kick Attempt Good",39470,15,"08:26:00",16,14,NA,25
2018092301,1721,2,"Field Goal","Blocked Kick Attempt",39470,25,"04:45:00",17,14,NA,35
2018092301,2352,2,"Field Goal","Kick Attempt Good",39470,34,"00:04:00",17,14,52,44
2018092301,2889,3,"Extra Point","Kick Attempt Good",39470,15,"07:26:00",26,14,NA,25
2018092302,490,1,"Extra Point","Kick Attempt Good",38691,15,"07:40:00",0,6,NA,95
2018092302,718,1,"Extra Point","Kick Attempt Good",35102,15,"03:02:00",6,7,NA,25
2018092302,1123,2,"Extra Point","Kick Attempt Good",35102,15,"12:03:00",13,7,NA,95
2018092302,1498,2,"Extra Point","Kick Attempt Good",38691,15,"06:59:00",14,13,NA,25
2018092302,1681,2,"Extra Point","Kick Attempt Good",35102,15,"02:47:00",20,14,NA,95
2018092302,2498,3,"Extra Point","Kick Attempt Good",35102,15,"05:34:00",27,14,NA,95
2018092302,2647,3,"Extra Point","Kick Attempt Good",38691,15,"02:53:00",28,20,NA,25
2018092302,3292,4,"Field Goal","Kick Attempt No Good",38691,35,"07:19:00",28,21,53,75
2018092302,3722,4,"Field Goal","Kick Attempt Good",35102,22,"01:16:00",28,21,40,32
2018092303,340,1,"Field Goal","Kick Attempt Good",43846,5,"10:13:00",0,0,23,105
2018092303,621,1,"Extra Point","Kick Attempt Good",43937,15,"04:10:00",3,6,NA,25
2018092303,1060,2,"Field Goal","Kick Attempt Good",43937,26,"11:53:00",3,7,44,84
2018092303,1467,2,"Field Goal","Kick Attempt Good",43937,12,"04:38:00",3,10,30,98
2018092303,1741,2,"Extra Point","Kick Attempt Good",43937,15,"01:20:00",3,19,NA,95
2018092303,2001,2,"Field Goal","Kick Attempt Good",43846,10,"00:04:00",3,20,28,20
2018092303,2331,3,"Field Goal","Kick Attempt Good",43846,35,"08:46:00",6,20,54,75
2018092303,3604,4,"Extra Point","Kick Attempt Good",43937,15,"02:08:00",15,26,NA,95
2018092303,3959,4,"Extra Point","Kick Attempt Good",43846,15,"00:01:00",21,27,NA,25
2018092304,1326,2,"Field Goal","Kick Attempt Good",43068,28,"08:59:00",0,3,46,82
2018092304,1996,2,"Field Goal","Kick Attempt No Good",34707,30,"00:02:00",3,3,48,40
2018092304,2328,3,"Field Goal","Kick Attempt Good",34707,18,"10:05:00",3,3,36,28
2018092304,3131,4,"Field Goal","Kick Attempt Good",43068,20,"11:31:00",3,6,38,30
2018092304,3429,4,"Field Goal","Kick Attempt Good",34707,10,"04:13:00",6,6,28,100
2018092305,463,1,"Extra Point","Kick Attempt Good",45046,15,"08:24:00",6,0,NA,25
2018092305,875,1,"Extra Point","Kick Attempt Good",45046,15,"02:20:00",13,0,NA,25
2018092305,1211,2,"Extra Point","Kick Attempt Good",30403,15,"11:52:00",14,6,NA,25
2018092305,1363,2,"Extra Point","Kick Attempt Good",45046,15,"08:54:00",20,7,NA,95
2018092305,2310,2,"Extra Point","Kick Attempt Good",45046,15,"00:34:00",34,7,NA,95
2018092305,2533,2,"Field Goal","Kick Attempt Good",30403,21,"00:04:00",35,7,39,31
2018092305,2986,3,"Extra Point","Kick Attempt No Good",30403,15,"08:59:00",35,16,NA,25
2018092305,3776,4,"Field Goal","Kick Attempt Good",45046,19,"13:51:00",35,24,37,29
2018092305,4231,4,"Field Goal","Kick Attempt Good",30403,17,"05:21:00",38,24,35,93
2018092306,145,1,"Extra Point","Kick Attempt Good",29874,15,"13:34:00",0,6,NA,25
