"gameId","season","week","homeTeamAbbr","visitorTeamAbbr","gameTimeEastern"
2018111810,2018,11,"JAX","PIT","13:00:00"
2018111900,2018,11,"LA","KC","20:15:00"
2018112200,2018,12,"DET","CHI","12:30:00"
2018112201,2018,12,"DAL","WAS","16:30:00"
2018112202,2018,12,"NO","ATL","20:20:00"
2018112500,2018,12,"BAL","OAK","13:00:00"
2018112501,2018,12,"BUF","JAX","13:00:00"
2018112502,2018,12,"CAR","SEA","13:00:00"
2018112503,2018,12,"CIN","CLE","13:00:00"
2018112504,2018,12,"IND","MIA","16:25:00"
2018112505,2018,12,"NYJ","NE","13:00:00"
2018112506,2018,12,"PHI","NYG","13:00:00"
2018112507,2018,12,"TB","SF","13:00:00"
2018112508,2018,12,"LAC","ARI","16:05:00"
2018112509,2018,12,"DEN","PIT","16:25:00"
2018112510,2018,12,"MIN","GB","20:20:00"
2018112600,2018,12,"HOU","TEN","20:15:00"
2018112900,2018,13,"DAL","NO","20:20:00"
2018120200,2018,13,"ATL","BAL","13:00:00"
2018120201,2018,13,"CIN","DEN","13:00:00"
2018120202,2018,13,"DET","LA","13:00:00"
2018120203,2018,13,"GB","ARI","13:00:00"
2018120204,2018,13,"HOU","CLE","13:00:00"
2018120205,2018,13,"JAX","IND","13:00:00"
2018120206,2018,13,"MIA","BUF","13:00:00"
2018120207,2018,13,"NYG","CHI","13:00:00"
2018120208,2018,13,"PIT","LAC","20:20:00"
2018120209,2018,13,"TB","CAR","13:00:00"
2018120210,2018,13,"OAK","KC","16:05:00"
2018120211,2018,13,"TEN","NYJ","16:05:00"
2018120212,2018,13,"NE","MIN","16:25:00"
2018120213,2018,13,"SEA","SF","16:25:00"
2018120300,2018,13,"PHI","WAS","20:15:00"
2018120600,2018,14,"TEN","JAX","20:20:00"
2018120900,2018,14,"BUF","NYJ","13:00:00"
2018120901,2018,14,"CHI","LA","20:20:00"
2018120902,2018,14,"CLE","CAR","13:00:00"
2018120903,2018,14,"GB","ATL","13:00:00"
2018120904,2018,14,"HOU","IND","13:00:00"
2018120905,2018,14,"KC","BAL","13:00:00"
2018120906,2018,14,"MIA","NE","13:00:00"
2018120907,2018,14,"TB","NO","13:00:00"
2018120908,2018,14,"WAS","NYG","13:00:00"
2018120909,2018,14,"LAC","CIN","16:05:00"
2018120910,2018,14,"SF","DEN","16:05:00"
2018120911,2018,14,"ARI","DET","16:25:00"
2018120912,2018,14,"DAL","PHI","16:25:00"
2018120913,2018,14,"OAK","PIT","16:25:00"
2018121000,2018,14,"SEA","MIN","20:15:00"
2018121300,2018,15,"KC","LAC","20:20:00"
2018121500,2018,15,"NYJ","HOU","16:30:00"
2018121501,2018,15,"DEN","CLE","20:20:00"
2018121600,2018,15,"ATL","ARI","13:00:00"
2018121601,2018,15,"BAL","TB","13:00:00"
2018121602,2018,15,"BUF","DET","13:00:00"
2018121603,2018,15,"CHI","GB","13:00:00"
2018121604,2018,15,"CIN","OAK","13:00:00"
2018121605,2018,15,"IND","DAL","13:00:00"
2018121606,2018,15,"JAX","WAS","13:00:00"
2018121607,2018,15,"MIN","MIA","13:00:00"
2018121608,2018,15,"NYG","TEN","13:00:00"
2018121609,2018,15,"SF","SEA","16:05:00"
2018121610,2018,15,"PIT","NE","16:25:00"
2018121611,2018,15,"LA","PHI","20:20:00"
2018121700,2018,15,"CAR","NO","20:15:00"
2018122200,2018,16,"TEN","WAS","16:30:00"
2018122201,2018,16,"LAC","BAL","20:20:00"
2018122300,2018,16,"IND","NYG","13:00:00"
2018122302,2018,16,"MIA","JAX","13:00:00"
2018122304,2018,16,"CAR","ATL","13:00:00"
2018122305,2018,16,"CLE","CIN","13:00:00"
2018122306,2018,16,"DAL","TB","13:00:00"
2018122307,2018,16,"DET","MIN","13:00:00"
2018122308,2018,16,"NE","BUF","13:00:00"
2018122309,2018,16,"NYJ","GB","13:00:00"
2018122310,2018,16,"PHI","HOU","13:00:00"
2018122311,2018,16,"ARI","LA","16:05:00"
2018122312,2018,16,"SF","CHI","16:05:00"
2018122313,2018,16,"NO","PIT","16:25:00"
2018122314,2018,16,"SEA","KC","20:20:00"
2018122400,2018,16,"OAK","DEN","20:15:00"
2018123000,2018,17,"BAL","CLE","16:25:00"
2018123001,2018,17,"BUF","MIA","13:00:00"
2018123002,2018,17,"GB","DET","13:00:00"
2018123003,2018,17,"HOU","JAX","13:00:00"
2018123004,2018,17,"KC","OAK","16:25:00"
2018123005,2018,17,"MIN","CHI","16:25:00"
2018123006,2018,17,"NE","NYJ","13:00:00"
2018123007,2018,17,"NO","CAR","13:00:00"
2018123008,2018,17,"NYG","DAL","13:00:00"
2018123009,2018,17,"PIT","CIN","16:25:00"
2018123010,2018,17,"TB","ATL","13:00:00"
2018123011,2018,17,"TEN","IND","20:20:00"
2018123012,2018,17,"WAS","PHI","16:25:00"
2018123013,2018,17,"DEN","LAC","16:25:00"
2018123014,2018,17,"LA","SF","16:25:00"
2018123015,2018,17,"SEA","ARI","16:25:00"
2019090500,2019,1,"CHI","GB","20:20:00"
2019090800,2019,1,"CAR","LA","13:00:00"
2019090801,2019,1,"CLE","TEN","13:00:00"
2019090802,2019,1,"JAX","KC","13:00:00"
2019090803,2019,1,"MIA","BAL","13:00:00"
2019090804,2019,1,"MIN","ATL","13:00:00"
2019090805,2019,1,"NYJ","BUF","13:00:00"
2019090806,2019,1,"PHI","WAS","13:00:00"
2019090807,2019,1,"LAC","IND","16:05:00"
2019090808,2019,1,"SEA","CIN","16:05:00"
2019090809,2019,1,"ARI","DET","16:25:00"
2019090810,2019,1,"DAL","NYG","16:25:00"
2019090811,2019,1,"TB","SF","16:25:00"
2019090812,2019,1,"NE","PIT","20:20:00"
2019090900,2019,1,"NO","HOU","19:10:00"
2019090901,2019,1,"OAK","DEN","22:20:00"
2019091200,2019,2,"CAR","TB","20:20:00"
2019091500,2019,2,"BAL","ARI","13:00:00"
2019091501,2019,2,"CIN","SF","13:00:00"
2019091502,2019,2,"DET","LAC","13:00:00"
2019091503,2019,2,"GB","MIN","13:00:00"
2019091504,2019,2,"HOU","JAX","13:00:00"
2019091505,2019,2,"MIA","NE","13:00:00"
2019091506,2019,2,"NYG","BUF","13:00:00"
2019091507,2019,2,"PIT","SEA","13:00:00"
2019091508,2019,2,"TEN","IND","13:00:00"
2019091509,2019,2,"WAS","DAL","13:00:00"
2019091510,2019,2,"OAK","KC","16:05:00"
2019091511,2019,2,"DEN","CHI","16:25:00"
2019091512,2019,2,"LA","NO","16:25:00"
2019091513,2019,2,"ATL","PHI","20:20:00"
2019091600,2019,2,"NYJ","CLE","20:15:00"
2019091900,2019,3,"JAX","TEN","20:20:00"
2019092200,2019,3,"BUF","CIN","13:00:00"
2019092201,2019,3,"DAL","MIA","13:00:00"
2019092202,2019,3,"GB","DEN","13:00:00"
2019092203,2019,3,"IND","ATL","13:00:00"
2019092204,2019,3,"KC","BAL","13:00:00"
2019092205,2019,3,"MIN","OAK","13:00:00"
2019092206,2019,3,"NE","NYJ","13:00:00"
2019092207,2019,3,"PHI","DET","13:00:00"
2019092208,2019,3,"ARI","CAR","16:05:00"
2019092209,2019,3,"TB","NYG","16:05:00"
2019092210,2019,3,"LAC","HOU","16:25:00"
2019092211,2019,3,"SEA","NO","16:25:00"
2019092212,2019,3,"SF","PIT","16:25:00"
2019092213,2019,3,"CLE","LA","20:20:00"
2019092300,2019,3,"WAS","CHI","20:15:00"
2019092600,2019,4,"GB","PHI","20:20:00"
2019092900,2019,4,"ATL","TEN","13:00:00"
2019092901,2019,4,"BAL","CLE","13:00:00"
2019092902,2019,4,"BUF","NE","13:00:00"
2019092903,2019,4,"DET","KC","13:00:00"
2019092904,2019,4,"HOU","CAR","13:00:00"
2019092905,2019,4,"IND","OAK","13:00:00"
2019092906,2019,4,"MIA","LAC","13:00:00"
2019092907,2019,4,"NYG","WAS","13:00:00"
2019092908,2019,4,"ARI","SEA","16:05:00"
2019092909,2019,4,"LA","TB","16:05:00"
2019092911,2019,4,"DEN","JAX","16:25:00"
2019092912,2019,4,"NO","DAL","20:20:00"
2019093000,2019,4,"PIT","CIN","20:15:00"
2019100300,2019,5,"SEA","LA","20:20:00"
2019100600,2019,5,"CAR","JAX","13:00:00"
2019100601,2019,5,"CIN","ARI","13:00:00"
2019100602,2019,5,"HOU","ATL","13:00:00"
2019100603,2019,5,"NO","TB","13:00:00"
2019100604,2019,5,"NYG","MIN","13:00:00"
2019100605,2019,5,"OAK","CHI","13:00:00"
2019100606,2019,5,"PHI","NYJ","13:00:00"
2019100607,2019,5,"PIT","BAL","13:00:00"
2019100608,2019,5,"TEN","BUF","13:00:00"
2019100609,2019,5,"WAS","NE","13:00:00"
2019100610,2019,5,"LAC","DEN","16:05:00"
2019100611,2019,5,"DAL","GB","16:25:00"
2019100612,2019,5,"KC","IND","20:20:00"
2019100700,2019,5,"SF","CLE","20:15:00"
2019101000,2019,6,"NE","NYG","20:20:00"
2019101300,2019,6,"TB","CAR","09:30:00"
2019101301,2019,6,"BAL","CIN","13:00:00"
2019101302,2019,6,"CLE","SEA","13:00:00"
2019101303,2019,6,"JAX","NO","13:00:00"
2019101304,2019,6,"KC","HOU","13:00:00"
2019101305,2019,6,"MIA","WAS","13:00:00"
2019101306,2019,6,"MIN","PHI","13:00:00"
2019101307,2019,6,"ARI","ATL","16:05:00"
2019101308,2019,6,"LA","SF","16:05:00"
2019101309,2019,6,"DEN","TEN","16:25:00"
2019101310,2019,6,"NYJ","DAL","16:25:00"
2019101311,2019,6,"LAC","PIT","20:20:00"
2019101400,2019,6,"GB","DET","20:15:00"
2019101700,2019,7,"DEN","KC","20:20:00"
2019102000,2019,7,"ATL","LA","13:00:00"
2019102001,2019,7,"BUF","MIA","13:00:00"
2019102002,2019,7,"CIN","JAX","13:00:00"
2019102003,2019,7,"DET","MIN","13:00:00"
2019102004,2019,7,"GB","OAK","13:00:00"
2019102005,2019,7,"IND","HOU","13:00:00"
2019102006,2019,7,"NYG","ARI","13:00:00"
2019102007,2019,7,"WAS","SF","13:00:00"
2019102008,2019,7,"TEN","LAC","16:05:00"
2019102009,2019,7,"CHI","NO","16:25:00"
2019102010,2019,7,"SEA","BAL","16:25:00"
2019102011,2019,7,"DAL","PHI","20:20:00"
2019102100,2019,7,"NYJ","NE","20:15:00"
2019102400,2019,8,"MIN","WAS","20:20:00"
2019102700,2019,8,"ATL","SEA","13:00:00"
2019102701,2019,8,"BUF","PHI","13:00:00"
2019102702,2019,8,"CHI","LAC","13:00:00"
2019102703,2019,8,"DET","NYG","13:00:00"
2019102704,2019,8,"HOU","OAK","16:25:00"
2019102705,2019,8,"JAX","NYJ","13:00:00"
2019102706,2019,8,"LA","CIN","13:00:00"
2019102707,2019,8,"NO","ARI","13:00:00"
2019102708,2019,8,"TEN","TB","13:00:00"
2019102709,2019,8,"SF","CAR","16:05:00"
2019102710,2019,8,"IND","DEN","13:00:00"
2019102711,2019,8,"NE","CLE","16:25:00"
2019102712,2019,8,"KC","GB","20:20:00"
2019102800,2019,8,"PIT","MIA","20:15:00"
2019103100,2019,9,"ARI","SF","20:20:00"
2019110300,2019,9,"JAX","HOU","09:30:00"
2019110301,2019,9,"BUF","WAS","13:00:00"
2019110302,2019,9,"CAR","TEN","13:00:00"
2019110303,2019,9,"KC","MIN","13:00:00"
2019110304,2019,9,"MIA","NYJ","13:00:00"
2019110305,2019,9,"PHI","CHI","13:00:00"
2019110306,2019,9,"PIT","IND","13:00:00"
2019110307,2019,9,"OAK","DET","16:05:00"
2019110308,2019,9,"SEA","TB","16:05:00"
2019110309,2019,9,"DEN","CLE","16:25:00"
2019110310,2019,9,"LAC","GB","16:25:00"
2019110311,2019,9,"BAL","NE","20:20:00"
2019110400,2019,9,"NYG","DAL","20:15:00"
2019110700,2019,10,"OAK","LAC","20:20:00"
2019111000,2019,10,"CHI","DET","13:00:00"
2019111001,2019,10,"CIN","BAL","13:00:00"
2019111002,2019,10,"CLE","BUF","13:00:00"
2019111003,2019,10,"GB","CAR","16:25:00"
2019111004,2019,10,"NO","ATL","13:00:00"
2019111005,2019,10,"NYJ","NYG","13:00:00"
2019111006,2019,10,"TB","ARI","13:00:00"
2019111007,2019,10,"TEN","KC","13:00:00"
2019111008,2019,10,"IND","MIA","16:05:00"
2019111009,2019,10,"PIT","LA","16:25:00"
2019111010,2019,10,"DAL","MIN","20:20:00"
2019111100,2019,10,"SF","SEA","20:15:00"
2019111400,2019,11,"CLE","PIT","20:20:00"
2019111700,2019,11,"BAL","HOU","13:00:00"
2019111701,2019,11,"CAR","ATL","13:00:00"
2019111702,2019,11,"DET","DAL","13:00:00"
2019111703,2019,11,"IND","JAX","13:00:00"
2019111704,2019,11,"MIA","BUF","13:00:00"
2019111705,2019,11,"MIN","DEN","13:00:00"
2019111706,2019,11,"TB","NO","13:00:00"
2019111707,2019,11,"WAS","NYJ","13:00:00"
2019111708,2019,11,"SF","ARI","16:05:00"
2019111709,2019,11,"OAK","CIN","16:25:00"
2019111710,2019,11,"PHI","NE","16:25:00"
2019111711,2019,11,"LA","CHI","20:20:00"
2019111800,2019,11,"LAC","KC","20:15:00"
2019112100,2019,12,"HOU","IND","20:20:00"
2019112400,2019,12,"ATL","TB","13:00:00"
2019112401,2019,12,"BUF","DEN","13:00:00"
2019112402,2019,12,"CHI","NYG","13:00:00"
2019112403,2019,12,"CIN","PIT","13:00:00"
2019112404,2019,12,"CLE","MIA","13:00:00"
2019112405,2019,12,"NO","CAR","13:00:00"
2019112406,2019,12,"NYJ","OAK","13:00:00"
2019112407,2019,12,"WAS","DET","13:00:00"
2019112408,2019,12,"TEN","JAX","16:05:00"
2019112409,2019,12,"NE","DAL","16:25:00"
2019112410,2019,12,"SF","GB","20:20:00"
2019112411,2019,12,"PHI","SEA","13:00:00"
2019112500,2019,12,"LA","BAL","20:15:00"
2019112800,2019,13,"DET","CHI","12:30:00"
2019112801,2019,13,"DAL","BUF","16:30:00"
2019112802,2019,13,"ATL","NO","20:20:00"
2019120100,2019,13,"BAL","SF","13:00:00"
2019120101,2019,13,"CAR","WAS","13:00:00"
2019120102,2019,13,"CIN","NYJ","13:00:00"
2019120103,2019,13,"IND","TEN","13:00:00"
2019120104,2019,13,"JAX","TB","13:00:00"
2019120105,2019,13,"KC","OAK","16:25:00"
2019120106,2019,13,"MIA","PHI","13:00:00"
2019120107,2019,13,"NYG","GB","13:00:00"
2019120108,2019,13,"ARI","LA","16:05:00"
2019120109,2019,13,"DEN","LAC","16:25:00"
2019120110,2019,13,"PIT","CLE","13:00:00"
2019120111,2019,13,"HOU","NE","20:20:00"
2019120200,2019,13,"SEA","MIN","20:15:00"
2019120500,2019,14,"CHI","DAL","20:20:00"
2019120800,2019,14,"ATL","CAR","13:00:00"
2019120801,2019,14,"BUF","BAL","13:00:00"
2019120802,2019,14,"CLE","CIN","13:00:00"
2019120803,2019,14,"GB","WAS","13:00:00"
2019120804,2019,14,"HOU","DEN","13:00:00"
2019120805,2019,14,"MIN","DET","13:00:00"
2019120806,2019,14,"NO","SF","13:00:00"
2019120807,2019,14,"NYJ","MIA","13:00:00"
2019120808,2019,14,"TB","IND","13:00:00"
2019120809,2019,14,"JAX","LAC","16:05:00"
2019120810,2019,14,"ARI","PIT","16:25:00"
2019120811,2019,14,"NE","KC","16:25:00"
2019120812,2019,14,"OAK","TEN","16:25:00"
2019120813,2019,14,"LA","SEA","20:20:00"
2019120900,2019,14,"PHI","NYG","20:15:00"
2019121200,2019,15,"BAL","NYJ","20:20:00"
2019121500,2019,15,"CAR","SEA","13:00:00"
2019121501,2019,15,"CIN","NE","13:00:00"
2019121502,2019,15,"DET","TB","13:00:00"
2019121503,2019,15,"GB","CHI","13:00:00"
2019121504,2019,15,"KC","DEN","13:00:00"
2019121505,2019,15,"NYG","MIA","13:00:00"
2019121506,2019,15,"PIT","BUF","20:20:00"
2019121507,2019,15,"TEN","HOU","13:00:00"
2019121508,2019,15,"WAS","PHI","13:00:00"
2019121509,2019,15,"ARI","CLE","16:05:00"
2019121510,2019,15,"OAK","JAX","16:05:00"
2019121511,2019,15,"DAL","LA","16:25:00"
2019121512,2019,15,"SF","ATL","16:25:00"
2019121513,2019,15,"LAC","MIN","16:05:00"
2019121600,2019,15,"NO","IND","20:15:00"
2019122100,2019,16,"TB","HOU","13:00:00"
2019122101,2019,16,"NE","BUF","16:30:00"
2019122102,2019,16,"SF","LA","20:15:00"
2019122200,2019,16,"DEN","DET","16:05:00"
2019122201,2019,16,"LAC","OAK","16:05:00"
2019122205,2019,16,"ATL","JAX","13:00:00"
2019122206,2019,16,"CLE","BAL","13:00:00"
2019122207,2019,16,"IND","CAR","13:00:00"
2019122208,2019,16,"MIA","CIN","13:00:00"
2019122209,2019,16,"NYJ","PIT","13:00:00"
2019122210,2019,16,"TEN","NO","13:00:00"
2019122211,2019,16,"WAS","NYG","13:00:00"
2019122212,2019,16,"PHI","DAL","16:25:00"
2019122213,2019,16,"SEA","ARI","16:25:00"
2019122214,2019,16,"CHI","KC","20:20:00"
2019122300,2019,16,"MIN","GB","20:15:00"
2019122900,2019,17,"BAL","PIT","16:25:00"
2019122901,2019,17,"BUF","NYJ","13:00:00"
2019122902,2019,17,"CAR","NO","13:00:00"
2019122903,2019,17,"CIN","CLE","13:00:00"
2019122904,2019,17,"DAL","WAS","16:25:00"
2019122905,2019,17,"DET","GB","13:00:00"
2019122906,2019,17,"HOU","TEN","16:25:00"
2019122907,2019,17,"JAX","IND","16:25:00"
2019122908,2019,17,"KC","LAC","13:00:00"
2019122909,2019,17,"MIN","CHI","13:00:00"
2019122910,2019,17,"NE","MIA","13:00:00"
2019122911,2019,17,"NYG","PHI","16:25:00"
2019122912,2019,17,"TB","ATL","13:00:00"
2019122913,2019,17,"DEN","OAK","16:25:00"
2019122914,2019,17,"LA","ARI","16:25:00"
2019122915,2019,17,"SEA","SF","20:20:00"
2020091000,2020,1,"KC","HOU","20:20:00"
2020091300,2020,1,"ATL","SEA","13:00:00"
2020091301,2020,1,"BAL","CLE","13:00:00"
2020091302,2020,1,"BUF","NYJ","13:00:00"
2020091303,2020,1,"CAR","LV","13:00:00"
2020091304,2020,1,"DET","CHI","13:00:00"
2020091305,2020,1,"JAX","IND","13:00:00"
2020091306,2020,1,"MIN","GB","13:00:00"
2020091307,2020,1,"NE","MIA","13:00:00"
2020091308,2020,1,"WAS","PHI","13:00:00"
2020091309,2020,1,"CIN","LAC","16:05:00"
2020091310,2020,1,"NO","TB","16:25:00"
2020091311,2020,1,"SF","ARI","16:25:00"
2020091312,2020,1,"LA","DAL","20:20:00"
2020091400,2020,1,"NYG","PIT","19:10:00"
2020091401,2020,1,"DEN","TEN","22:20:00"
2020091700,2020,2,"CLE","CIN","20:20:00"
2020092000,2020,2,"CHI","NYG","13:00:00"
2020092001,2020,2,"DAL","ATL","13:00:00"
2020092002,2020,2,"GB","DET","13:00:00"
2020092003,2020,2,"IND","MIN","13:00:00"
2020092004,2020,2,"MIA","BUF","13:00:00"
2020092005,2020,2,"NYJ","SF","13:00:00"
2020092006,2020,2,"PHI","LA","13:00:00"
2020092007,2020,2,"PIT","DEN","13:00:00"
2020092008,2020,2,"TB","CAR","13:00:00"
2020092009,2020,2,"TEN","JAX","13:00:00"
2020092010,2020,2,"ARI","WAS","16:05:00"
2020092011,2020,2,"HOU","BAL","16:25:00"
2020092012,2020,2,"LAC","KC","16:25:00"
2020092013,2020,2,"SEA","NE","20:20:00"
2020092100,2020,2,"LV","NO","20:15:00"
2020092400,2020,3,"JAX","MIA","20:20:00"
2020092700,2020,3,"ATL","CHI","13:00:00"
2020092701,2020,3,"BUF","LA","13:00:00"
2020092702,2020,3,"CLE","WAS","13:00:00"
2020092703,2020,3,"MIN","TEN","13:00:00"
