"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength","year"
"2019-11-24T18:55:58.700",0.23,26.91,18.09,8.05,1.85,"None",43937,"Aldrick Rosas",31,1517,2019112402,44.96,33.98,65,0,12.74,250,29.7131,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-24T20:47:53.600",120.47,24.05,14.22,18.69,1.58,"extra_point",43937,"Aldrick Rosas",44,4123,2019112402,44.96,33.98,65,0,12.74,250,29.7131,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-01T18:27:09.700",122.1,27.61,15.23,7.03,1.56,"None",43937,"Aldrick Rosas",43,686,2019120107,30.92,23.9,75,0.02,8.08,50,29.8932,"Light Snow","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-10T01:56:56.500",-2.18,26.67,16.13,7.46,1.71,"None",43937,"Aldrick Rosas",42,932,2019120900,50,48.38,94,NA,9.32,200,29.8164,NA,"Extra Point","Kick Attempt Good",15,33,2019
"2019-12-10T02:39:19.600",-1.64,28.84,13.08,16.69,1.98,"None",43937,"Aldrick Rosas",43,1947,2019120900,50,48.38,94,NA,9.32,200,29.8164,NA,"Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T18:51:06.700",121.26,29,14.18,6.4,1.47,"None",43937,"Aldrick Rosas",39,1284,2019121505,48.02,28.22,46,0,20.82,270,29.7662,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T19:44:31.700",-1.64,25.81,17.89,6.05,1.84,"None",43937,"Aldrick Rosas",38,2252,2019121505,48.02,28.22,46,0,20.82,270,29.7662,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T20:17:34.600",-2.64,26.5,17.78,5.4,1.92,"None",43937,"Aldrick Rosas",36,2879,2019121505,48.02,28.22,46,0,20.82,270,29.7662,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T20:31:26.200",121.38,24.57,11.54,0.23,1.17,"None",43937,"Aldrick Rosas",38,3217,2019121505,48.02,28.22,46,0,20.82,270,29.7662,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T20:58:44.800",121.41,30.21,13.06,6.96,1.37,"None",43937,"Aldrick Rosas",35,3841,2019121505,48.02,28.22,46,0,20.82,270,29.7662,"Clear","Extra Point","Kick Attempt No Good",15,33,2019
"2019-12-22T18:06:59.600",122.54,24.72,16.97,8.78,1.74,"None",43937,"Aldrick Rosas",41,302,2019122211,42.26,24.98,50,0,0,NA,30.407,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T18:22:19.100",121.17,24.72,14.89,6.09,1.52,"None",43937,"Aldrick Rosas",43,434,2019122211,42.26,24.98,50,0,0,NA,30.407,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T18:51:56.400",-2.52,26,14.66,9.93,1.44,"None",43937,"Aldrick Rosas",39,1326,2019122211,42.26,24.98,50,0,0,NA,30.407,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T19:23:43.000",-2.74,25.76,15.23,13.74,1.57,"None",43937,"Aldrick Rosas",39,2043,2019122211,42.26,24.98,50,0,0,NA,30.407,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T20:16:19.800",-2.34,27.4,16.29,10.22,1.64,"None",43937,"Aldrick Rosas",40,2898,2019122211,42.26,24.98,50,0,0,NA,30.407,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-29T23:16:35.300",120.8,25.92,13.09,2.68,1.66,"None",43937,"Aldrick Rosas",41,2611,2019122911,42.98,30.92,62,0.016,5.84,100,30.1353,"Light Rain","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-29T23:41:19.900",121.27,27.45,13.1,8.77,1.44,"None",43937,"Aldrick Rosas",42,3187,2019122911,42.98,30.92,62,0.016,5.84,100,30.1353,"Light Rain","Extra Point","Kick Attempt Good",15,33,2019
"2020-10-04T17:39:47.900",119.75,26.04,11.09,13.1,1.18,"None",43937,"Aldrick Rosas",41,970,2020100402,62.78,47.84,58,0,10.56,200,30.091,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-11-29T19:02:34.300",-0.5,27.32,24.05,27.21,2.48,"None",43937,"Aldrick Rosas",40,1403,2020112904,69.44,65.66,88,0,4.35,249,30.0408,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-20T19:46:04.600",0.71,23.99,19.83,8.9,2.03,"extra_point",43937,"Aldrick Rosas",37,2302,2020122006,42.62,37.04,80,0,9.94,187,30.1029,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-20T20:54:30.500",120.58,27.23,16.89,7.85,1.72,"None",43937,"Aldrick Rosas",39,3769,2020122006,42.62,37.04,80,0,9.94,187,30.1029,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-27T18:50:44.700",0.17,26.27,13.99,18.3,1.74,"None",43937,"Aldrick Rosas",38,1246,2020122707,56.48,38.66,51,0,9.32,35,30.2859,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2021-01-03T22:43:13.500",120.98,29.4,19.64,11.49,1.38,"None",43937,"Aldrick Rosas",28,1835,2021010313,33.26,30.02,88,0,10.56,250,30.029,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2021-01-03T23:17:13.400",-0.37,28.55,20.79,12.85,2.13,"None",43937,"Aldrick Rosas",37,2432,2021010313,33.26,30.02,88,0,10.56,250,30.029,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2019-11-24T19:20:51.300",120.89,26.24,20.38,7.91,2.08,"None",47953,"Austin Seibert",42,2041,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-24T20:59:09.100",120.38,25.73,18.55,5.3,1.93,"None",47953,"Austin Seibert",42,4215,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-01T18:52:59.900",-1.97,28.95,17.42,11.12,1.75,"None",47953,"Austin Seibert",42,1139,2019120110,44.96,44.24,97,0.012,8.08,110,29.4266,"Light Rain","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T18:25:31.200",122.27,24.99,20.33,11.6,2.04,"None",47953,"Austin Seibert",40,578,2019120802,48.02,33.08,56,0,13.86,190,30.091,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T19:03:03.200",-3.03,28.28,19.94,9.22,2.02,"None",47953,"Austin Seibert",40,1487,2019120802,48.02,33.08,56,0,13.86,190,30.091,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T19:54:20.200",121.17,25.67,15.21,8.38,1.57,"None",47953,"Austin Seibert",40,2469,2019120802,48.02,33.08,56,0,13.86,190,30.091,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T21:58:06.400",121.85,28.48,17.77,6.52,1.82,"None",47953,"Austin Seibert",41,1359,2019121509,64.4,22.46,20,0,12.74,220,29.8371,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-15T22:48:32.000",121.46,27.55,18.04,8.61,1.84,"None",47953,"Austin Seibert",40,2338,2019121509,64.4,22.46,20,0,12.74,220,29.8371,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-16T00:01:27.800",-2.29,23.93,13.21,12.73,1.39,"None",47953,"Austin Seibert",41,4186,2019121509,64.4,22.46,20,0,12.74,220,29.8371,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T18:53:26.300",122.17,31.21,19.51,6.72,2.03,"None",47953,"Austin Seibert",40,1181,2019122206,50,22.64,34,0,11.43,210,30.2948,"Clear","Extra Point","Kick Attempt No Good",15,33,2019
"2019-12-29T18:05:28.500",121.77,26.96,17.06,9.47,1.76,"None",47953,"Austin Seibert",44,125,2019122903,60.08,59,96,0.079,5.84,210,29.8312,"Light Rain","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-29T19:22:17.500",-1.33,22.55,18.22,9.03,1.87,"None",47953,"Austin Seibert",42,1778,2019122903,60.08,59,96,0.079,5.84,210,29.8312,"Light Rain","Extra Point","Kick Attempt No Good",15,33,2019
"2019-12-29T20:40:16.600",-2.47,26.69,16.98,7.75,1.74,"None",47953,"Austin Seibert",42,3277,2019122903,60.08,59,96,0.079,5.84,210,29.8312,"Light Rain","Extra Point","Kick Attempt Good",15,33,2019
"2020-09-13T17:35:48.900",120.99,32.65,10.4,23.3,1.02,"None",47953,"Austin Seibert",42,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33,2020
"2020-12-13T19:12:01.500",-0.5,28.61,8.44,14.61,0.88,"None",47953,"Austin Seibert",44,1782,2020121302,43.88,33.98,68,0,0,NA,30.1708,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-22T02:07:21.200",-0.97,27.93,16.48,7.14,1.71,"None",47953,"Austin Seibert",44,1138,2020122100,45.86,31.82,58,0,10.56,210,29.8371,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-27T18:11:44.700",119.77,26.5,16.12,7.84,1.68,"None",47953,"Austin Seibert",42,331,2020122706,67.82,55.4,65,0,13.05,176,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-27T19:44:31.800",119.65,27.45,16.05,6.36,1.71,"None",47953,"Austin Seibert",42,2077,2020122706,67.82,55.4,65,0,13.05,176,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-27T20:02:21.200",120.62,27.86,15.28,6.4,1.62,"None",47953,"Austin Seibert",43,2446,2020122706,67.82,55.4,65,0,13.05,176,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-12-27T20:52:52.700",-0.56,25.99,15.99,7.95,1.66,"None",47953,"Austin Seibert",42,3588,2020122706,67.82,55.4,65,0,13.05,176,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2019-11-03T22:10:13.500",0.01,26.43,17.49,21.7,2.24,"None",40276,"Brandon McManus",39,1002,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-03T23:45:29.200",120.93,27.71,17.71,14.9,2.01,"None",40276,"Brandon McManus",39,2864,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-17T18:32:13.000",-0.24,25.79,16.79,6.94,1.72,"None",40276,"Brandon McManus",36,684,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-17T18:52:00.200",119.62,25.67,16.54,7.58,1.7,"None",40276,"Brandon McManus",37,1169,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-01T21:46:45.400",122.21,26.25,15.1,8.4,1.54,"None",40276,"Brandon McManus",40,560,2019120109,34.88,6.62,30,0,9.2,27,30.1708,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-01T21:57:05.000",122.09,25.63,17.1,7.72,1.74,"None",40276,"Brandon McManus",40,796,2019120109,34.88,6.62,30,0,9.2,27,30.1708,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T18:22:59.600",-2.34,25.97,15.9,6.73,1.83,"None",40276,"Brandon McManus",42,504,2019120804,68.18,59.18,73,0,6.96,120,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T18:32:06.200",-2.21,27.66,15.21,8.73,1.49,"None",40276,"Brandon McManus",42,726,2019120804,68.18,59.18,73,0,6.96,120,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T18:50:46.900",122.55,28.5,14.49,6.76,1.49,"None",40276,"Brandon McManus",43,1165,2019120804,68.18,59.18,73,0,6.96,120,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T19:26:51.400",121.96,25.41,13.16,4.64,1.37,"None",40276,"Brandon McManus",34,2003,2019120804,68.18,59.18,73,0,6.96,120,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-08T19:53:30.900",-1.03,27.16,14.75,7.11,1.57,"None",40276,"Brandon McManus",42,2466,2019120804,68.18,59.18,73,0,6.96,120,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T22:04:10.900",-1.76,28.84,18.37,8.72,1.85,"None",40276,"Brandon McManus",40,1439,2019122200,50.54,5.9,16,0,3.42,183,30.0527,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T23:14:22.600",122.35,27.18,18.64,9.18,1.82,"None",40276,"Brandon McManus",38,2781,2019122200,50.54,5.9,16,0,3.42,183,30.0527,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-22T23:34:01.700",121.9,27.4,15.68,10.33,1.61,"None",40276,"Brandon McManus",41,3163,2019122200,50.54,5.9,16,0,3.42,183,30.0527,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-12-29T22:45:48.000",-2.19,25.33,15.22,8.2,1.47,"None",40276,"Brandon McManus",41,1928,2019122913,24.8,5,42,0,9.2,327,29.9818,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2020-09-15T02:53:05.400",120.31,25.54,21.05,7.15,2.22,"None",40276,"Brandon McManus",40,886,2020091401,71.06,34.52,27,0,5.59,124,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-09-15T04:48:51.900",-0.22,29.45,18.36,9.49,2.4,"None",40276,"Brandon McManus",42,3391,2020091401,71.06,34.52,27,0,5.59,124,30.0881,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-09-20T19:55:33.600",0.39,28.29,14.04,14.28,1.67,"None",40276,"Brandon McManus",40,3935,2020092007,61.16,32,33,0,6.84,120,30.5192,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-09-27T21:52:20.100",119.7,24.83,21.74,10.88,2.17,"None",40276,"Brandon McManus",30,2072,2020092711,56.48,30.38,37,0,12.43,143,30.0438,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-10-02T01:48:09.400",119.35,28.37,18.89,7.42,1.96,"extra_point",40276,"Brandon McManus",41,1960,2020100100,66.02,48.92,54,0,8.08,240,29.9257,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-10-02T02:36:06.700",-0.2,27.29,19.08,8.64,1.95,"None",40276,"Brandon McManus",40,3003,2020100100,66.02,48.92,54,0,8.08,240,29.9257,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-10-02T03:40:11.900",120.94,26.86,18.63,7.95,1.91,"extra_point",40276,"Brandon McManus",39,4380,2020100100,66.02,48.92,54,0,8.08,240,29.9257,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-10-25T20:49:22.400",-1.1,22.46,19.88,6.48,2.01,"None",40276,"Brandon McManus",41,641,2020102509,16.16,11.12,80,0.031,14.91,255,30.2771,"Light Snow","Extra Point","Kick Attempt No Good",15,33,2020
"2020-10-25T23:02:44.900",0.48,26.55,23.31,5.15,2.3,"None",40276,"Brandon McManus",37,3405,2020102509,16.16,11.12,80,0.031,14.91,255,30.2771,"Light Snow","Extra Point","Kick Attempt Good",15,33,2020
"2020-11-01T23:14:04.300",120.48,24.95,20.1,8.28,2.02,"None",40276,"Brandon McManus",36,2862,2020110112,61.16,26.96,27,0,7.46,251,30.3302,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-11-01T23:40:59.800",0.43,26.68,20.53,6.35,2.09,"None",40276,"Brandon McManus",38,3490,2020110112,61.16,26.96,27,0,7.46,251,30.3302,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-11-01T23:59:52.300",-0.73,27.44,18.99,6.07,1.93,"None",40276,"Brandon McManus",38,3816,2020110112,61.16,26.96,27,0,7.46,251,30.3302,"Clear","Extra Point","Kick Attempt Good",15,33,2020
"2020-11-02T00:31:25.600",-1.02,27.02,21.28,7.69,2.3,"None",40276,"Brandon McManus",39,4733,2020110112,61.16,26.96,27,0,7.46,251,30.3302,"Clear","Extra Point","Kick Attempt Good",15,33,2020
