"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength","year"
"2018-11-13T03:23:15.200",-0.58,25.08,14.02,7.2,1.68,"None",43937,"Aldrick Rosas",39,2902,2018111200,62.96,28.4,27,0,0,NA,30.2859,"Clear","Field Goal","Kick Attempt Good",13,31,2018
"2018-11-18T19:53:44.900",0.16,24.71,12.28,3.86,1.37,"None",43937,"Aldrick Rosas",52,2440,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Field Goal","Kick Attempt Good",33,52,2018
"2018-11-25T18:27:40.800",-0.18,25.82,19.43,6.86,2.14,"None",43937,"Aldrick Rosas",36,741,2018112506,55.94,42.26,60,0,12.74,310,29.8666,"Clear","Field Goal","Kick Attempt Good",7,25,2018
"2018-11-25T18:54:42.500",121.02,25.43,7.78,9.24,1,"None",43937,"Aldrick Rosas",54,1348,2018112506,55.94,42.26,60,0,12.74,310,29.8666,"Clear","Field Goal","Kick Attempt Good",33,51,2018
"2018-11-25T20:48:03.000",119.95,26.06,13.13,21.15,2.52,"None",43937,"Aldrick Rosas",38,3699,2018112506,55.94,42.26,60,0,12.74,310,29.8666,"Clear","Field Goal","Kick Attempt Good",11,29,2018
"2018-12-02T19:28:26.400",-0.2,28.16,9.99,3.65,1.13,"None",43937,"Aldrick Rosas",55,2287,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Field Goal","Kick Attempt Good",39,57,2018
"2018-12-02T20:59:11.000",119.98,27.91,13.18,7.46,1.59,"None",43937,"Aldrick Rosas",39,4150,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Field Goal","Kick Attempt Good",19,37,2018
"2018-12-02T21:28:42.000",120.68,27.61,10.38,8.46,1.36,"field_goal",43937,"Aldrick Rosas",46,5010,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Field Goal","Kick Attempt Good",26,44,2018
"2018-12-09T18:52:46.800",0.32,27.39,10.25,5.5,1.25,"None",43937,"Aldrick Rosas",47,1364,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Field Goal","Kick Attempt Good",17,35,2018
"2019-09-17T00:38:52.000",120.74,28.92,14.31,4.14,1.46,"None",47953,"Austin Seibert",52,581,2019091600,73.94,60.08,62,0,3.36,40,30.0084,"Clear","Field Goal","Kick Attempt Good",30,48,2019
"2019-09-23T01:04:38.700",119.69,26.06,21.67,8.19,2.22,"None",47953,"Austin Seibert",32,1068,2019092213,84.02,53.42,35,0,11.43,200,29.908,"Clear","Field Goal","Kick Attempt Good",5,23,2019
"2019-09-23T01:43:15.900",119.82,26.63,17.11,5.92,1.77,"None",47953,"Austin Seibert",40,2017,2019092213,84.02,53.42,35,0,11.43,200,29.908,"Clear","Field Goal","Kick Attempt Good",17,35,2019
"2019-09-29T18:21:35.600",-0.31,26.97,20.96,10.06,2.12,"None",47953,"Austin Seibert",35,1866,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Field Goal","Kick Attempt Good",6,24,2019
"2019-09-29T19:43:44.500",120.57,27.98,16.91,5.15,1.72,"field_goal",47953,"Austin Seibert",45,3515,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Field Goal","Kick Attempt Good",25,43,2019
"2019-10-27T22:16:33.800",120.06,26.77,12.81,9.55,1.33,"None",47953,"Austin Seibert",43,2524,2019102711,44.6,44.6,100,NA,11.81,80,29.8223,NA,"Field Goal","Kick Attempt Good",20,38,2019
"2019-10-27T23:24:00.900",-0.28,25.54,17.16,3.85,1.81,"None",47953,"Austin Seibert",46,3967,2019102711,44.6,44.6,100,NA,11.81,80,29.8223,NA,"Field Goal","Kick Attempt Good",29,47,2019
"2019-11-03T22:05:33.100",119.71,28.98,19.45,12.25,2.01,"None",47953,"Austin Seibert",39,943,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Field Goal","Kick Attempt Good",21,39,2019
"2019-11-03T22:19:57.700",120.96,27.56,20.7,26.47,2.42,"None",47953,"Austin Seibert",36,1231,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Field Goal","Kick Attempt Good",12,30,2019
"2019-11-03T22:31:09.900",120.2,26.26,23.07,8.55,2.38,"None",47953,"Austin Seibert",36,1501,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Field Goal","Kick Attempt Good",9,27,2019
"2019-11-03T22:56:22.000",121.31,27.32,22.07,6.3,2.3,"None",47953,"Austin Seibert",39,2097,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Field Goal","Kick Attempt Good",12,30,2019
"2019-11-10T19:05:34.200",119.28,26.31,21.53,10.38,2.23,"None",47953,"Austin Seibert",36,1635,2019111002,48.92,33.08,54,0,10.31,270,29.9877,"Clear","Field Goal","Kick Attempt Good",8,27,2019
"2019-11-10T20:07:14.200",0.48,25.61,13.75,3.45,1.4,"None",47953,"Austin Seibert",50,2828,2019111002,48.92,33.08,54,0,10.31,270,29.9877,"Clear","Field Goal","Kick Attempt Good",29,47,2019
"2019-11-15T02:42:09.900",0.25,33.01,10.25,2,1.05,"None",47953,"Austin Seibert",54,2016,2019111400,35.96,24.26,62,0,12.74,230,30.2623,"Clear","Field Goal","Kick Attempt No Good",27,45,2019
"2019-11-15T03:50:03.400",5.76,33.22,8.6,0.94,0.92,"None",47953,"Austin Seibert",56,3393,2019111400,35.96,24.26,62,0,12.74,230,30.2623,"Clear","Field Goal","Kick Attempt No Good",31,50,2019
"2019-11-24T20:06:27.200",0.14,30.46,13.2,4.68,1.33,"None",47953,"Austin Seibert",51,2961,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Field Goal","Kick Attempt No Good",27,46,2019
"2019-11-24T20:30:13.200",120.58,26.53,16.93,3.3,1.77,"None",47953,"Austin Seibert",47,3571,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Field Goal","Kick Attempt Good",21,40,2019
"2018-09-16T22:32:39.500",-0.96,24.35,20.46,8.15,2.32,"None",40276,"Brandon McManus",40,2727,2018091611,88.7,33.44,14,0,6.9,45,29.8164,"Clear","Field Goal","Kick Attempt Good",21,39,2018
"2018-09-16T23:29:44.400",118.04,23.49,23.6,23.72,0.87,"None",40276,"Brandon McManus",53,4030,2018091611,88.7,33.44,14,0,6.9,45,29.8164,"Clear","Field Goal","Kick Attempt Good",18,36,2018
"2018-10-02T00:19:58.100",-0.6,26.2,15.89,7.26,1.81,"None",40276,"Brandon McManus",42,188,2018100100,65.12,42.62,44,0,6.9,50,29.9464,"Clear","Field Goal","Kick Attempt Good",24,42,2018
"2018-10-02T01:34:48.500",120.63,27.4,15.43,16.06,2.02,"None",40276,"Brandon McManus",38,2016,2018100100,65.12,42.62,44,0,6.9,50,29.9464,"Clear","Field Goal","Kick Attempt Good",16,34,2018
"2018-10-02T02:33:38.400",0.55,27.18,14.56,16.32,1.87,"None",40276,"Brandon McManus",45,3150,2018100100,65.12,42.62,44,0,6.9,50,29.9464,"Clear","Field Goal","Kick Attempt Good",28,46,2018
"2018-10-07T18:13:22.900",119.39,25.82,15.38,8.11,1.84,"None",40276,"Brandon McManus",42,1693,2018100706,75.02,69.8,84,0,8.08,220,30.1796,"Clear","Field Goal","Kick Attempt Good",12,30,2018
"2018-10-14T20:42:15.100",119.87,25.93,16.63,10.1,2.35,"None",40276,"Brandon McManus",36,922,2018101409,22.46,18.68,85,0.012,11.5,17,30.3539,"Light Snow","Field Goal","Kick Attempt Good",10,28,2018
"2018-10-14T22:49:22.100",0.08,25.26,22.17,10.02,2.58,"None",40276,"Brandon McManus",35,3490,2018101409,22.46,18.68,85,0.012,11.5,17,30.3539,"Light Snow","Field Goal","Kick Attempt Good",6,24,2018
"2018-10-28T17:46:57.600",0.23,31.68,12.81,3.09,1.45,"None",40276,"Brandon McManus",53,1228,2018102805,57.92,39.92,51,0,9.2,310,30.0999,"Clear","Field Goal","Kick Attempt No Good",37,55,2018
"2018-10-28T20:02:17.100",-0.02,26.02,17.68,4.54,1.93,"None",40276,"Brandon McManus",41,4100,2018102805,57.92,39.92,51,0,9.2,310,30.0999,"Clear","Field Goal","Kick Attempt Good",18,36,2018
"2018-11-04T21:30:23.900",120.14,25.21,12.66,4.78,1.48,"None",40276,"Brandon McManus",47,634,2018110407,50.36,26.24,39,0,13.79,245,29.7042,"Clear","Field Goal","Kick Attempt Good",26,44,2018
"2018-11-05T00:09:51.800",-0.84,32.52,13.79,4.14,1.55,"field_goal_missed",40276,"Brandon McManus",50,4022,2018110407,50.36,26.24,39,0,13.79,245,29.7042,"Clear","Field Goal","Kick Attempt No Good",33,51,2018
"2018-11-19T00:09:53.200",120.22,29.16,13.29,12.63,1.2,"None",40276,"Brandon McManus",40,4332,2018111808,69.98,53.06,55,0,6.96,250,30.0143,"Clear","Field Goal","Kick Attempt Good",16,34,2018
"2018-11-25T21:45:00.200",120.1,24.67,13.04,6.42,1.92,"None",40276,"Brandon McManus",44,679,2018112509,35.24,16.52,46,0,6.9,100,30.2092,"Clear","Field Goal","Kick Attempt Good",23,41,2018
"2018-12-02T21:12:41.200",0.01,25.13,13.17,9.31,1.68,"None",40276,"Brandon McManus",37,4269,2018120201,62.06,48.02,60,0,19.7,190,29.4886,"Clear","Field Goal","Kick Attempt Good",11,29,2018
"2018-12-16T02:11:12.100",-0.29,27.97,15.87,5.96,1.81,"None",40276,"Brandon McManus",45,1378,2018121501,43.88,17.24,34,0,6.9,196,30.1088,"Clear","Field Goal","Kick Attempt Good",26,44,2018
"2018-12-16T03:23:48.600",112.17,26.47,13.76,9.99,3.31,"None",40276,"Brandon McManus",57,3081,2018121501,43.88,17.24,34,0,6.9,196,30.1088,"Clear","Field Goal","Kick Attempt Good",24,42,2018
"2018-12-16T04:04:01.200",-0.04,24.45,23.97,8.96,2.7,"None",40276,"Brandon McManus",35,3904,2018121501,43.88,17.24,34,0,6.9,196,30.1088,"Clear","Field Goal","Kick Attempt Good",11,29,2018
"2018-12-25T02:39:35.600",0.08,25.5,7.89,3.77,0.91,"None",40276,"Brandon McManus",63,2115,2018122400,55.4,50,82,NA,14.91,290,29.9419,NA,"Field Goal","Kick Attempt No Good",40,58,2018
"2018-12-30T22:49:53.100",0.43,24.56,22.93,9.03,2.59,"None",40276,"Brandon McManus",34,2185,2018123013,45.86,14.54,28,0,9.2,342,29.5713,"Clear","Field Goal","Kick Attempt Good",10,28,2018
"2019-09-10T03:35:58.900",0.53,25.82,7.96,2.81,0,"None",40276,"Brandon McManus",63,1840,2019090901,66.2,57.38,73,NA,16.16,260,29.8873,NA,"Field Goal","Kick Attempt No Good",46,64,2019
"2019-09-10T04:23:24.600",-1.19,28.69,14.39,25.04,1.59,"None",40276,"Brandon McManus",39,2583,2019090901,66.2,57.38,73,NA,16.16,260,29.8873,NA,"Field Goal","Kick Attempt Good",8,26,2019
"2019-09-10T04:46:11.400",120.9,28.47,12.66,16.92,1.47,"None",40276,"Brandon McManus",48,3157,2019090901,66.2,57.38,73,NA,16.16,260,29.8873,NA,"Field Goal","Kick Attempt Good",21,39,2019
"2019-09-15T20:31:28.100",119.45,26.82,8.76,10.59,0.9,"None",40276,"Brandon McManus",44,267,2019091511,81.5,33.98,18,0,9.2,181,29.908,"Clear","Field Goal","Kick Attempt Good",25,43,2019
"2019-09-15T22:37:12.900",0.09,26.16,23.81,5.74,2.4,"None",40276,"Brandon McManus",42,3062,2019091511,81.5,33.98,18,0,9.2,181,29.908,"Clear","Field Goal","Kick Attempt Good",14,32,2019
"2019-09-22T18:07:31.600",-0.6,27.31,15.45,5.78,1.77,"None",40276,"Brandon McManus",40,1542,2019092202,69.08,66.02,90,0.039,8.08,200,29.7898,"Light Rain","Field Goal","Kick Attempt Good",12,30,2019
"2019-09-29T21:35:24.200",-1.24,25.8,17.48,13.78,1.82,"None",40276,"Brandon McManus",39,1696,2019092911,76.82,33.98,21,0,19.57,210,29.5064,"Clear","Field Goal","Kick Attempt Good",15,33,2019
"2019-10-06T21:07:09.200",120.12,24.78,12.4,7.31,1.6,"None",40276,"Brandon McManus",47,1538,2019100610,84.02,57.2,40,0,8.08,270,29.9877,"Clear","Field Goal","Kick Attempt Good",22,40,2019
"2019-10-06T23:00:27.700",120.29,27.87,11.5,2.29,1.39,"None",40276,"Brandon McManus",51,3925,2019100610,84.02,57.2,40,0,8.08,270,29.9877,"Clear","Field Goal","Kick Attempt Good",28,46,2019
"2019-10-13T20:36:10.100",0.13,27.82,16.25,16.01,2,"None",40276,"Brandon McManus",38,299,2019101309,59.54,10.22,14,0,4.6,203,29.8843,"Clear","Field Goal","Kick Attempt Good",13,31,2019
"2019-10-13T21:26:53.000",120.84,26.44,18.36,2.72,1.86,"None",40276,"Brandon McManus",46,1538,2019101309,59.54,10.22,14,0,4.6,203,29.8843,"Clear","Field Goal","Kick Attempt Good",35,53,2019
"2019-10-13T23:06:52.300",120.15,28.62,18.13,9.69,2.02,"None",40276,"Brandon McManus",43,3627,2019101309,59.54,10.22,14,0,4.6,203,29.8843,"Clear","Field Goal","Kick Attempt Good",30,48,2019
"2019-10-27T17:41:33.200",119.68,25.66,22.53,13.29,2.2,"None",40276,"Brandon McManus",28,930,2019102710,55.04,43.88,66,0,11.43,250,29.9788,"Clear","Field Goal","Kick Attempt Good",3,21,2019
"2019-10-27T18:03:37.000",121.13,25.22,17.95,9.16,1.92,"None",40276,"Brandon McManus",38,1406,2019102710,55.04,43.88,66,0,11.43,250,29.9788,"Clear","Field Goal","Kick Attempt Good",11,29,2019
"2019-11-03T22:42:41.100",-0.24,28.28,15.84,7.77,1.65,"None",40276,"Brandon McManus",45,1662,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Field Goal","Kick Attempt Good",25,43,2019
"2019-11-17T18:07:52.700",0.11,24.48,13,4.14,1.32,"None",40276,"Brandon McManus",48,199,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Field Goal","Kick Attempt Good",29,47,2019
"2019-11-17T19:24:43.900",120.91,26.57,19.04,9.3,1.84,"None",40276,"Brandon McManus",36,1890,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Field Goal","Kick Attempt Good",11,29,2019
"2019-11-17T20:07:48.200",120.12,28.32,15.88,9.07,1.77,"None",40276,"Brandon McManus",42,2737,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Field Goal","Kick Attempt Good",23,41,2019
"2019-11-17T20:45:25.500",0.3,32.17,14.15,4.44,1.47,"None",40276,"Brandon McManus",45,3609,2019111705,37.94,32,79,0,10.31,310,29.9109,"Clear","Field Goal","Kick Attempt No Good",25,43,2019
"2019-11-24T19:54:15.800",-0.31,29.68,10.02,4.11,1.02,"None",40276,"Brandon McManus",52,2601,2019112401,39.02,30.74,72,0,23.05,250,29.5654,"Clear","Field Goal","Kick Attempt Good",27,45,2019
"2019-12-01T22:24:21.100",0.48,25.77,21.81,15.62,2.25,"None",40276,"Brandon McManus",36,1438,2019120109,34.88,6.62,30,0,9.2,27,30.1708,"Clear","Field Goal","Kick Attempt Good",13,31,2019
"2018-09-09T22:42:07.600",0.46,29.93,14.6,7.52,2.02,"None",40775,"Brett Maher",46,2777,2018090910,80.6,71.6,74,0,8.08,10,29.846,"Clear","Field Goal","Kick Attempt No Good",29,47,2018
"2018-09-17T00:42:52.400",-0.05,26.81,14.6,4.36,1.7,"None",40775,"Brett Maher",41,473,2018091613,87.8,69.62,55,0,4.72,80,29.8784,"Clear","Field Goal","Kick Attempt Good",19,37,2018
"2018-09-17T01:58:48.600",121.17,27.19,15.91,7.83,1.87,"None",40775,"Brett Maher",36,2116,2018091613,87.8,69.62,55,0,4.72,80,29.8784,"Clear","Field Goal","Kick Attempt Good",11,29,2018
"2018-09-23T21:30:11.100",-0.52,29.6,11.47,3.25,1.21,"None",40775,"Brett Maher",55,1669,2018092312,60.8,50.18,68,NA,6.4,NA,30.1737,NA,"Field Goal","Kick Attempt Good",31,50,2018
"2018-09-23T22:29:09.100",-0.8,28.6,15.13,7.82,1.69,"None",40775,"Brett Maher",41,2831,2018092312,60.8,50.18,68,NA,6.4,NA,30.1737,NA,"Field Goal","Kick Attempt Good",17,35,2018
"2018-09-30T17:28:38.800",-1.52,26.41,15.49,10.37,1.94,"None",40775,"Brett Maher",39,581,2018093002,75.2,69.62,83,0,5.84,100,30.1265,"Clear","Field Goal","Kick Attempt Good",14,32,2018
"2018-09-30T17:57:28.400",119.88,27.86,13.39,4.29,1.53,"None",40775,"Brett Maher",47,1226,2018093002,75.2,69.62,83,0,5.84,100,30.1265,"Clear","Field Goal","Kick Attempt Good",25,43,2018
"2018-09-30T19:37:59.700",120.95,27.1,18.75,9.76,2.22,"None",40775,"Brett Maher",34,3319,2018093002,75.2,69.62,83,0,5.84,100,30.1265,"Clear","Field Goal","Kick Attempt Good",4,22,2018
"2018-09-30T19:59:23.500",119.36,26.19,14.57,5.4,1.66,"None",40775,"Brett Maher",42,3786,2018093002,75.2,69.62,83,0,5.84,100,30.1265,"Clear","Field Goal","Kick Attempt Good",20,38,2018
"2018-10-08T00:28:56.200",120.88,24.46,15.06,7.93,1.86,"None",40775,"Brett Maher",38,232,2018100712,80.24,74.66,83,0,4.72,140,29.9021,"Clear","Field Goal","Kick Attempt Good",9,27,2018
"2018-10-08T00:42:55.900",120.22,27.2,12.44,6.06,1.48,"None",40775,"Brett Maher",48,542,2018100712,80.24,74.66,83,0,4.72,140,29.9021,"Clear","Field Goal","Kick Attempt Good",25,43,2018
"2018-10-08T03:05:05.600",-0.95,24.48,13.41,5.71,1.57,"None",40775,"Brett Maher",49,3513,2018100712,80.24,74.66,83,0,4.72,140,29.9021,"Clear","Field Goal","Kick Attempt Good",30,48,2018
"2018-10-14T20:33:57.700",0.62,26.44,13.32,3.97,1.5,"None",40775,"Brett Maher",48,355,2018101410,78.8,69.8,74,0,9.2,160,29.7898,"Clear","Field Goal","Kick Attempt Good",32,50,2018
