"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength","year"
"2018-10-14T17:11:18.800",119.92,28.75,14.99,6.95,1.74,"extra_point",21213,"Adam Vinatieri",41,298,2018101406,57.02,41.9,57,0,4.72,180,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-14T18:56:05.100",120.16,28.31,16.71,7.06,1.96,"None",21213,"Adam Vinatieri",39,2590,2018101406,57.02,41.9,57,0,4.72,180,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-14T19:22:09.300",-0.27,26.6,15.71,6.58,1.85,"extra_point",21213,"Adam Vinatieri",41,3278,2018101406,57.02,41.9,57,0,4.72,180,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-14T20:07:42.500",-0.78,26.2,15.93,6.91,1.8,"None",21213,"Adam Vinatieri",40,4412,2018101406,57.02,41.9,57,0,4.72,180,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-21T17:42:34.900",0.35,31.41,16.67,11.4,1.46,"None",21213,"Adam Vinatieri",45,941,2018102103,42.98,26.06,51,0,0,NA,30.3952,"Clear","Extra Point","Kick Attempt No Good",15,33,2018
"2018-10-21T18:16:36.200",-0.58,24.7,14.67,11.12,2.03,"None",21213,"Adam Vinatieri",39,1743,2018102103,42.98,26.06,51,0,0,NA,30.3952,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-21T19:20:36.700",120.69,28.43,13.51,8.92,1.67,"None",21213,"Adam Vinatieri",40,2984,2018102103,42.98,26.06,51,0,0,NA,30.3952,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T20:15:21.500",-0.25,27.29,14.34,7.93,1.7,"None",21213,"Adam Vinatieri",39,321,2018102808,71.6,57.38,61,NA,6.84,270,30.1442,NA,"Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T22:29:52.500",-0.32,25.15,15.83,10.03,1.92,"None",21213,"Adam Vinatieri",37,3267,2018102808,71.6,57.38,61,NA,6.84,270,30.1442,NA,"Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T22:44:53.100",-0.54,28.43,12.91,6.58,1.54,"None",21213,"Adam Vinatieri",40,3609,2018102808,71.6,57.38,61,NA,6.84,270,30.1442,NA,"Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T22:55:03.400",-0.86,26.7,13.59,10.9,1.73,"None",21213,"Adam Vinatieri",37,3811,2018102808,71.6,57.38,61,NA,6.84,270,30.1442,NA,"Extra Point","Kick Attempt Good",15,33,2018
"2018-11-11T18:08:00.200",119.82,24.14,19.66,10.58,2.38,"None",21213,"Adam Vinatieri",38,221,2018111104,37.94,16.88,42,0,11.43,180,30.3391,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-11T18:37:02.800",120.49,24.73,20.88,5.08,2.18,"None",21213,"Adam Vinatieri",41,867,2018111104,37.94,16.88,42,0,11.43,180,30.3391,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-11T18:51:40.900",-0.44,27.75,19.78,9.92,2.3,"None",21213,"Adam Vinatieri",38,1220,2018111104,37.94,16.88,42,0,11.43,180,30.3391,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T18:30:57.200",-0.1,27.02,14.1,9.32,1.71,"None",21213,"Adam Vinatieri",39,817,2018111804,42.08,35.96,79,0,8.08,0,30.2121,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T19:00:53.600",120.88,26.81,16.64,9.05,2.06,"None",21213,"Adam Vinatieri",38,1468,2018111804,42.08,35.96,79,0,8.08,0,30.2121,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T19:10:54.900",120.1,26.56,16.29,9,1.9,"None",21213,"Adam Vinatieri",38,1775,2018111804,42.08,35.96,79,0,8.08,0,30.2121,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T19:56:36.200",-0.83,25.95,15.85,14.39,2.09,"None",21213,"Adam Vinatieri",38,2607,2018111804,42.08,35.96,79,0,8.08,0,30.2121,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T20:24:06.700",121.62,26.8,18.54,7.96,2.09,"None",21213,"Adam Vinatieri",38,3289,2018111804,42.08,35.96,79,0,8.08,0,30.2121,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T21:39:29.300",121.02,24.9,18.33,13.8,1.77,"None",21213,"Adam Vinatieri",37,389,2018112504,57.02,46.22,67,0,17.21,140,29.6599,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T22:41:06.800",0.56,23.68,15.58,10.84,1.72,"None",21213,"Adam Vinatieri",39,1964,2018112504,57.02,46.22,67,0,17.21,140,29.6599,"Clear","Extra Point","Kick Attempt Good",20,38,2018
"2018-11-26T00:04:07.300",119.86,26.99,15.35,11.12,1.85,"None",21213,"Adam Vinatieri",37,3846,2018112504,57.02,46.22,67,0,17.21,140,29.6599,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T19:09:13.600",119.86,24.75,15.03,7.68,1.79,"None",21213,"Adam Vinatieri",41,1779,2018120904,44.96,40.1,83,0,9.2,320,30.3155,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T19:21:11.800",121.33,28.17,15.33,8.8,1.86,"None",21213,"Adam Vinatieri",40,2062,2018120904,44.96,40.1,83,0,9.2,320,30.3155,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T20:16:38.400",120.64,29.3,13.49,7.44,1.61,"None",21213,"Adam Vinatieri",40,3213,2018120904,44.96,40.1,83,0,9.2,320,30.3155,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-16T18:20:28.000",-1.09,26.56,17.83,8.9,1.97,"None",21213,"Adam Vinatieri",40,550,2018121605,46.94,39.74,76,0,8.08,270,30.1147,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-17T03:01:48.900",119.77,26.7,14.99,4.45,1.69,"extra_point",43937,"Aldrick Rosas",39,3448,2018091613,87.8,69.62,55,0,4.72,80,29.8784,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-23T17:22:31.300",0.13,26.53,13.18,8.03,1.64,"None",43937,"Aldrick Rosas",37,621,2018092303,77,71.06,82,0,3.36,210,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-23T18:15:15.500",119.95,26.17,12.56,7.44,1.57,"None",43937,"Aldrick Rosas",40,1741,2018092303,77,71.06,82,0,3.36,210,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-23T19:44:50.200",119.97,27.79,12.24,8.85,1.59,"None",43937,"Aldrick Rosas",41,3604,2018092303,77,71.06,82,0,3.36,210,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-30T20:37:21.700",-0.53,24.88,12.52,5.2,1.45,"None",43937,"Aldrick Rosas",39,441,2018093011,71.06,54.14,55,0,8.08,190,30.283,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-07T18:10:40.100",-0.64,24.42,10.68,10.88,1.48,"None",43937,"Aldrick Rosas",42,1488,2018100701,77,71.42,83,0,0,NA,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-07T20:16:58.600",120.04,26.89,13.67,6.65,1.61,"None",43937,"Aldrick Rosas",41,4057,2018100701,77,71.42,83,0,0,NA,30.2446,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-12T02:35:37.200",-0.17,25.08,12.24,10.73,1.58,"None",43937,"Aldrick Rosas",43,2875,2018101100,71.06,69.8,96,0.031,3.36,190,29.5772,"Light Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T20:13:06.300",120.22,25.96,12.91,6.8,1.56,"None",43937,"Aldrick Rosas",39,4236,2018102806,51.08,43.16,74,0,10.31,240,29.7751,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-13T01:39:35.100",119.99,25.48,19.27,4.55,1.67,"None",43937,"Aldrick Rosas",42,723,2018111200,62.96,28.4,27,0,0,NA,30.2859,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-13T03:10:23.500",7.71,26.38,25.54,5.59,2.64,"None",43937,"Aldrick Rosas",44,2630,2018111200,62.96,28.4,27,0,0,NA,30.2859,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-13T04:13:32.100",119.83,25.88,21.16,2.95,2,"extra_point",43937,"Aldrick Rosas",37,4134,2018111200,62.96,28.4,27,0,0,NA,30.2859,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T18:07:24.800",119.97,25.25,12.98,7.99,1.73,"None",43937,"Aldrick Rosas",42,200,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T18:33:13.200",-0.26,27.17,13.06,10.31,1.09,"None",43937,"Aldrick Rosas",43,825,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T19:37:01.300",-0.05,26.27,12.63,10.25,1.63,"None",43937,"Aldrick Rosas",41,2015,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T20:15:02.900",119.83,25.92,12.73,6.39,1,"None",43937,"Aldrick Rosas",40,2952,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T20:47:06.600",120.06,27.85,12.1,6.61,1.47,"None",43937,"Aldrick Rosas",41,3738,2018111805,42.98,26.96,53,0,0,NA,30.348,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T19:09:12.600",120.36,25.13,24.35,21.12,2.5,"None",43937,"Aldrick Rosas",45,1648,2018112506,55.94,42.26,60,0,12.74,310,29.8666,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-02T18:05:14.800",119.49,25.36,13.16,8.03,1.62,"None",43937,"Aldrick Rosas",37,125,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-02T19:45:55.000",-0.42,29.31,11.97,15.72,1.76,"None",43937,"Aldrick Rosas",39,2435,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-02T20:03:59.200",0.24,28.28,13.84,10.31,2.15,"None",43937,"Aldrick Rosas",37,2941,2018120207,51.98,51.98,100,0.012,4.72,0,29.6924,"Light Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T18:37:34.900",120.51,23.86,12.12,3.85,1.26,"None",43937,"Aldrick Rosas",44,940,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T19:02:19.300",-0.41,28.64,13.48,6.41,1.59,"None",43937,"Aldrick Rosas",40,1517,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T19:10:10.100",-0.21,28.98,12.88,6.58,1.53,"extra_point",43937,"Aldrick Rosas",42,1709,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T19:21:53.800",-0.11,26.67,10.98,3.96,1.28,"None",43937,"Aldrick Rosas",41,2019,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T20:01:28.300",0.07,30.72,13.32,6.95,1.58,"None",43937,"Aldrick Rosas",43,2765,2018120908,31.82,19.94,61,0,9.2,30,30.3804,"Clear","Extra Point","Kick Attempt No Good",15,33,2018
"2018-12-23T18:13:14.100",121.16,25.3,17.69,8.75,2.1,"None",43937,"Aldrick Rosas",34,453,2018122300,33.08,28.22,82,0,11.43,330,30.1353,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-23T18:31:08.500",120.73,28.22,17.1,11.34,2.14,"None",43937,"Aldrick Rosas",37,912,2018122300,33.08,28.22,82,0,11.43,330,30.1353,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-23T20:03:37.700",119.78,26.08,19.2,8.65,2.15,"None",43937,"Aldrick Rosas",38,2799,2018122300,33.08,28.22,82,0,11.43,330,30.1353,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-30T19:19:20.300",119.16,24.85,9.53,11.2,0.98,"None",43937,"Aldrick Rosas",46,2164,2018123008,35.06,26.96,72,0,0,NA,30.2003,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-30T20:22:02.700",-0.24,26.02,14.72,9.98,1.8,"None",43937,"Aldrick Rosas",32,3376,2018123008,35.06,26.96,72,0,0,NA,30.2003,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-30T20:44:15.800",-0.59,26.97,11.85,5.73,1.43,"None",43937,"Aldrick Rosas",42,3906,2018123008,35.06,26.96,72,0,0,NA,30.2003,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2019-09-08T23:12:36.300",-0.69,26.12,20.67,10.53,2.14,"None",43937,"Aldrick Rosas",44,3868,2019090810,98.6,56.66,25,0,9.2,160,29.8962,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-15T19:27:55.900",120.17,27.93,26.34,1.31,2.57,"None",43937,"Aldrick Rosas",39,3203,2019091506,78.08,60.08,54,0,4.72,350,30.1413,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-22T22:14:57.000",120.33,29.62,9.89,13.69,1.06,"None",43937,"Aldrick Rosas",40,2776,2019092209,89.96,63.14,41,0,12.74,110,30.032,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-22T23:17:29.000",-0.82,26.89,14.72,9.5,1.4,"None",43937,"Aldrick Rosas",40,4219,2019092209,89.96,63.14,41,0,12.74,110,30.032,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-08T17:11:25.300",-0.13,30.95,16.78,5.92,1.81,"None",47953,"Austin Seibert",40,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear","Extra Point","Kick Attempt No Good",15,33,2019
"2019-09-08T19:19:58.700",0.08,27.03,15.36,6.56,1.69,"None",47953,"Austin Seibert",43,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-17T01:08:38.800",0.25,27.53,18.04,13.52,1.87,"None",47953,"Austin Seibert",43,1282,2019091600,73.94,60.08,62,0,3.36,40,30.0084,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-23T02:19:39.000",0.4,25.72,16.84,6.77,1.74,"None",47953,"Austin Seibert",38,2672,2019092213,84.02,53.42,35,0,11.43,200,29.908,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-29T17:23:32.500",119.86,27.87,15.01,6.33,1.57,"None",47953,"Austin Seibert",41,576,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-29T18:49:37.000",-0.9,28.32,17.7,29.47,2.02,"None",47953,"Austin Seibert",40,2240,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-29T19:10:08.100",0.54,27.55,17.42,7.07,1.78,"None",47953,"Austin Seibert",40,2737,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-09-29T19:58:39.600",121.06,27.13,17.55,9.28,1.8,"None",47953,"Austin Seibert",40,3968,2019092901,82.94,66.2,57,0,9.2,60,30.2328,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-10-13T17:06:55.600",120.46,27.86,23.28,9.93,2.36,"extra_point",47953,"Austin Seibert",42,181,2019101302,60.08,30.2,32,0,16.09,180,29.9375,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-10-13T17:26:32.000",120.24,26.97,18.48,7.4,1.93,"None",47953,"Austin Seibert",41,669,2019101302,60.08,30.2,32,0,16.09,180,29.9375,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-10-13T17:43:02.300",-1.11,22.17,16.09,9.08,1.57,"extra_point_missed",47953,"Austin Seibert",42,975,2019101302,60.08,30.2,32,0,16.09,180,29.9375,"Clear","Extra Point","Kick Attempt No Good",15,33,2019
"2019-10-27T21:28:05.900",0.47,28.69,15.06,5.99,1.54,"None",47953,"Austin Seibert",40,1556,2019102711,44.6,44.6,100,NA,11.81,80,29.8223,NA,"Extra Point","Kick Attempt Good",15,33,2019
"2019-11-04T00:00:40.000",120.35,25.35,15.01,10.5,1.38,"None",47953,"Austin Seibert",40,3176,2019110309,52.52,17.6,25,0,9.2,309,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-10T18:09:13.900",-0.42,31.87,11.14,4.04,1.15,"None",47953,"Austin Seibert",55,216,2019111002,48.92,33.08,54,0,10.31,270,29.9877,"Clear","Extra Point","Kick Attempt No Good",30,48,2019
"2019-11-10T21:08:12.400",119.88,27.96,16.72,8.08,1.75,"None",47953,"Austin Seibert",40,4172,2019111002,48.92,33.08,54,0,10.31,270,29.9877,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-15T02:19:43.900",0.29,26.05,11.2,4.35,1.24,"None",47953,"Austin Seibert",46,1478,2019111400,35.96,24.26,62,0,12.74,230,30.2623,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-15T04:19:33.800",120.97,28.95,17.31,7.71,1.79,"None",47953,"Austin Seibert",42,4049,2019111400,35.96,24.26,62,0,12.74,230,30.2623,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-24T18:13:05.600",0.2,28.23,16.69,8.65,1.73,"None",47953,"Austin Seibert",42,364,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-24T18:38:40.000",-0.71,27.02,15.56,5.59,1.66,"None",47953,"Austin Seibert",40,1018,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2019-11-24T18:55:36.200",121.07,25.62,19.58,9.48,2.03,"None",47953,"Austin Seibert",42,1438,2019112404,39.02,30.74,72,0,14.98,230,29.6717,"Clear","Extra Point","Kick Attempt Good",15,33,2019
"2018-09-16T22:07:48.000",0.1,24.6,23.77,5.19,2.24,"None",40276,"Brandon McManus",43,2358,2018091611,88.7,33.44,14,0,6.9,45,29.8164,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-16T23:02:18.100",120.46,27.16,11.21,20.56,1.91,"None",40276,"Brandon McManus",37,3373,2018091611,88.7,33.44,14,0,6.9,45,29.8164,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-23T17:06:36.300",0.17,24.25,16.32,9.69,2.01,"None",40276,"Brandon McManus",41,169,2018092301,62.06,60.08,93,0.13,8.08,50,30.2328,"Moderate Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-09-23T17:24:59.400",0.36,27.77,11.43,8.73,1.46,"None",40276,"Brandon McManus",40,621,2018092301,62.06,60.08,93,0.13,8.08,50,30.2328,"Moderate Rain","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-02T01:06:48.000",121.76,27.65,18.71,8.3,2.15,"None",40276,"Brandon McManus",36,1300,2018100100,65.12,42.62,44,0,6.9,50,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-02T02:21:06.400",121.23,25.87,18.27,9.14,2.16,"None",40276,"Brandon McManus",37,2894,2018100100,65.12,42.62,44,0,6.9,50,29.9464,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-07T17:15:28.600",-0.02,28.09,13.7,6.7,1.64,"None",40276,"Brandon McManus",38,364,2018100706,75.02,69.8,84,0,8.08,220,30.1796,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-14T22:27:44.800",119.74,28.83,18.32,8.65,2.13,"None",40276,"Brandon McManus",38,3048,2018101409,22.46,18.68,85,0.012,11.5,17,30.3539,"Light Snow","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-14T23:17:28.600",0.3,26.85,16.61,8.66,2,"None",40276,"Brandon McManus",38,4233,2018101409,22.46,18.68,85,0.012,11.5,17,30.3539,"Light Snow","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T00:29:20.000",-0.85,25.43,15.23,8.7,1.85,"penalty_flag",40276,"Brandon McManus",41,166,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T00:42:05.800",-0.31,24.33,14.61,8.74,1.8,"None",40276,"Brandon McManus",40,503,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T01:01:35.600",-0.36,24.76,14.27,8.1,1.68,"None",40276,"Brandon McManus",40,989,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T01:11:25.000",119.47,27.81,18.83,22.8,1.88,"extra_point",40276,"Brandon McManus",32,1188,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T01:52:34.200",119.9,29.67,18.32,10.27,2.21,"extra_point",40276,"Brandon McManus",38,2288,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-19T02:44:18.600",0.01,24.8,17.52,10.07,2.13,"None",40276,"Brandon McManus",38,3138,2018101800,80.6,44.42,28,0,3.36,20,29.9345,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T17:16:29.300",120.11,26.15,14.69,7.61,1.88,"None",40276,"Brandon McManus",40,431,2018102805,57.92,39.92,51,0,9.2,310,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-10-28T18:22:59.900",-0.5,27.57,15.8,20.47,1.98,"None",40276,"Brandon McManus",40,1998,2018102805,57.92,39.92,51,0,9.2,310,30.0999,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-04T22:11:37.100",-1.38,27.28,17.8,6.64,2.02,"None",40276,"Brandon McManus",39,1522,2018110407,50.36,26.24,39,0,13.79,245,29.7042,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-04T23:08:41.500",119.62,27.65,17.86,9.7,2.11,"None",40276,"Brandon McManus",37,2624,2018110407,50.36,26.24,39,0,13.79,245,29.7042,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-18T23:14:34.900",0.35,26.26,13.39,14.94,1.34,"None",40276,"Brandon McManus",41,2977,2018111808,69.98,53.06,55,0,6.96,250,30.0143,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T22:29:32.600",0.53,29.37,18.07,8.02,2.13,"None",40276,"Brandon McManus",39,1731,2018112509,35.24,16.52,46,0,6.9,100,30.2092,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T23:29:01.300",119.57,28.43,21.26,8.15,2.15,"None",40276,"Brandon McManus",39,2854,2018112509,35.24,16.52,46,0,6.9,100,30.2092,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-11-25T23:57:39.600",0.3,26.83,20.88,9.37,2.43,"extra_point",40276,"Brandon McManus",37,3663,2018112509,35.24,16.52,46,0,6.9,100,30.2092,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-02T19:16:57.700",-0.25,26.75,15.25,6.87,1.8,"None",40276,"Brandon McManus",39,1793,2018120201,62.06,48.02,60,0,19.7,190,29.4886,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-02T20:05:00.800",121.22,26.57,12.04,23.81,1.9,"None",40276,"Brandon McManus",37,2653,2018120201,62.06,48.02,60,0,19.7,190,29.4886,"Clear","Extra Point","Kick Attempt Good",10,28,2018
"2018-12-02T20:17:45.900",119.74,27.02,15.83,23.43,1.76,"None",40276,"Brandon McManus",32,2925,2018120201,62.06,48.02,60,0,19.7,190,29.4886,"Clear","Extra Point","Kick Attempt Good",15,33,2018
"2018-12-09T23:12:33.600",120.75,24.27,17.28,6,1.9,"None",40276,"Brandon McManus",40,3229,2018120910,53.6,44.78,72,NA,8.08,20,30.2978,NA,"Extra Point","Kick Attempt Good",15,33,2018
"2018-12-10T00:04:34.200",-1.27,27.68,13.12,9.51,1.68,"None",40276,"Brandon McManus",38,4497,2018120910,53.6,44.78,72,NA,8.08,20,30.2978,NA,"Extra Point","Kick Attempt Good",15,33,2018
