"gameId","playId","time","x","y","s","a","dis","o","dir","nflId","displayName","position","team","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber","FG_success","XP_success","real_angle","deviation_distance","year"
2018090900,2899,"2018-09-09T19:11:18.098",31.65,24.47,0.86,1.04,0.08,344.63,61.53,39470,"Justin Tucker","K","home","2018-09-09T08:00:00.000",62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain",3,"Extra Point","Kick Attempt Good",39470,15,"11:22:00",39,0,33,25,NA,1,0.441490296375212,1.1933605157388,2018
2018090900,3461,"2018-09-09T19:34:33.000",85.36,30.36,0.87,0.27,0.09,97.88,107.84,33469,"Stephen Hauschka","K","away","2018-09-09T08:00:00.000",62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain",3,"Field Goal","Kick Attempt Good",33469,17,"02:42:00",40,0,35,93,1,NA,1.87755967771609,1.882660112956,2018
2018090900,4220,"2018-09-09T20:06:24.700",87.31,26.75,0.75,0.6,0.08,142.65,204.84,39470,"Justin Tucker","K","home","2018-09-09T08:00:00.000",62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain",4,"Extra Point","Kick Attempt Good",39470,15,"03:52:00",46,3,33,95,NA,1,5.6149073251739,1.9037836520359,2018
2018090901,1254,"2018-09-09T17:51:59.200",31.22,26.01,0.32,1.23,0.03,203.67,180.68,41953,"Chris Boswell","K","away","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",2,"Extra Point","Kick Attempt Good",41953,15,"11:16:00",0,6,33,25,NA,1,4.83940873026563,1.5711039753185,2018
2018090901,2286,"2018-09-09T18:46:33.400",31.83,26.7,0.6,0.88,0.06,295.93,102.18,45037,"Zane Gonzalez","K","home","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",3,"Extra Point","Kick Attempt Good",45037,15,"10:05:00",6,7,33,25,NA,1,4.07840455242592,1.2486010702581,2018
2018090901,2473,"2018-09-09T18:55:11.598",88.96,28.73,1.68,1.2,0.2,357.54,58.54,41953,"Chris Boswell","K","away","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",3,"Extra Point","Kick Attempt Good",41953,15,"08:24:00",7,13,33,95,NA,1,5.58804014422549,3.0738318196292,2018
2018090901,2708,"2018-09-09T19:07:37.700",88.02,28.59,0.71,1.64,0.08,8.19,336.6,41953,"Chris Boswell","K","away","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",3,"Extra Point","Kick Attempt Good",41953,15,"05:23:00",7,20,33,95,NA,1,4.57741595676707,2.380501195805,2018
2018090901,3799,"2018-09-09T19:55:49.098",87.44,27.35,0.84,0.85,0.08,116.74,249.34,45037,"Zane Gonzalez","K","home","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",4,"Extra Point","Kick Attempt Good",45037,15,"07:32:00",13,21,33,95,NA,1,2.58013039844491,2.2467757386885,2018
2018090901,4214,"2018-09-09T20:10:03.299",87.6,27.38,0.42,0.31,0.04,118.2,318.26,45037,"Zane Gonzalez","K","home","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",4,"Extra Point","Kick Attempt Good",45037,15,"01:58:00",20,21,33,95,NA,1,1.5884455806651,0.162600732600701,2018
2018090901,5191,"2018-09-09T20:45:25.400",41.68,28.8,0.44,1.1,0.04,158.61,68.12,41953,"Chris Boswell","K","away","2018-09-09T08:00:00.000",59,53.78,83,0.012,10.31,70,30.0231,"Light Rain",5,"Field Goal","Kick Attempt No Good",41953,24,"01:47:00",21,21,42,34,0,NA,10.4851631329653,4.7185930764313,2018
2018090902,394,"2018-09-09T17:15:37.500",78.64,23.78,0.51,0.99,0.05,127.87,57.89,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",1,"Field Goal","Kick Attempt Good",38691,24,"08:25:00",0,0,42,86,1,NA,0.775935559015518,3.4115835363742,2018
2018090902,757,"2018-09-09T17:30:31.000",20.28,22.46,0.82,2.23,0.09,251.79,245.5,21213,"Adam Vinatieri","K","home","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",1,"Field Goal","Kick Attempt Good",21213,3,"01:27:00",0,3,21,13,1,NA,0.518897695814079,2.9419824744443,2018
2018090902,1110,"2018-09-09T17:46:43.500",87.67,27.75,0.58,1.13,0.05,126.18,220.64,21213,"Adam Vinatieri","K","home","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",21213,15,"12:02:00",9,3,33,95,NA,1,0.9607673682339,1.1765754495877,2018
2018090902,1574,"2018-09-09T18:05:08.098",82.57,24.47,0.47,1.02,0.04,115.65,246.97,21213,"Adam Vinatieri","K","home","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",2,"Field Goal","Kick Attempt Good",21213,20,"03:06:00",10,3,38,90,1,NA,1.78854712508031,2.2525293737845,2018
2018090902,1777,"2018-09-09T18:14:53.799",32.6,26.27,0.42,2.31,0.04,265.64,46.82,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",38691,15,"01:44:00",13,9,33,25,NA,1,2.8328450373701,1.3692617529386,2018
2018090902,2084,"2018-09-09T18:24:25.400",68.69,24.66,0.64,0.47,0.07,99.03,248.91,21213,"Adam Vinatieri","K","home","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",2,"Field Goal","Kick Attempt Good",21213,33,"00:06:00",13,10,51,77,1,NA,4.96607926905073,1.592323346974,2018
2018090902,2849,"2018-09-09T19:07:35.098",87.53,26.88,0.35,0.81,0.03,125.55,300.16,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",3,"Extra Point","Kick Attempt Good",38691,15,"04:09:00",23,16,33,95,NA,1,1.43113223982743,1.1171724079476,2018
2018090902,3135,"2018-09-09T19:18:41.900",54.64,28.24,0.37,0.34,0.04,247.78,152.43,21213,"Adam Vinatieri","K","home","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",3,"Field Goal","Kick Attempt No Good",21213,37,"00:17:00",23,17,55,47,0,NA,2.61415277370542,0.652603137396703,2018
2018090902,3440,"2018-09-09T19:32:23.500",32.59,26.41,0.22,1.67,0.03,270.31,236.83,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",4,"Extra Point","Kick Attempt Good",38691,15,"11:07:00",23,23,33,25,NA,1,0.120721546493924,0.828148317787402,2018
2018090902,3873,"2018-09-09T19:51:13.400",38.61,29.48,0.19,0.31,0.02,0.97,77.71,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",4,"Field Goal","Kick Attempt Good",38691,21,"04:01:00",23,24,39,31,1,NA,0.591224752368961,2.5304315550433,2018
2018090902,4260,"2018-09-09T20:03:22.500",32.61,26.16,0.29,2.24,0.04,268.21,244.39,38691,"Randy Bullock","K","away","2018-09-09T08:00:00.000",60.08,57.2,90,0,11.43,50,29.9109,"Clear",4,"Extra Point","Kick Attempt Good",38691,15,"00:24:00",23,33,33,25,NA,1,2.61263924010906,1.6458935418144,2018
2018090903,240,"2018-09-09T17:08:42.299",72.36,25.19,0.84,0.53,0.09,108.05,245.69,34707,"Ryan Succop","K","away","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",1,"Field Goal","Kick Attempt Good",34707,28,"10:22:00",0,0,47,82,1,NA,5.01210275060405,1.1416184725484,2018
2018090903,1094,"2018-09-09T17:46:41.299",88.03,27.86,0.44,0.8,0.04,138.44,291.64,46298,"Jason Sanders","K","home","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",2,"Extra Point","Kick Attempt Good",46298,15,"11:21:00",6,3,33,95,NA,1,3.13424128484625,1.8325885157155,2018
2018090903,2661,"2018-09-09T23:01:37.900",26.19,28.57,0.56,0.82,0.05,264.32,137.36,46298,"Jason Sanders","K","home","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",3,"Field Goal","Kick Attempt Good",46298,9,"04:09:00",7,3,27,19,1,NA,6.79679262357179,0.00732664751610201,2018
2018090903,2940,"2018-09-09T23:13:40.000",32.27,25.29,0.57,0.8,0.06,271.09,114.06,34707,"Ryan Succop","K","away","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",4,"Extra Point","Kick Attempt Good",34707,15,"14:17:00",10,9,33,25,NA,1,0.231341657219761,0.141359019538701,2018
2018090903,2976,"2018-09-09T23:16:07.700",87.66,27.27,0.76,0.5,0.08,118.32,241.61,46298,"Jason Sanders","K","home","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",4,"Extra Point","Kick Attempt Good",46298,15,"14:04:00",16,10,33,95,NA,1,2.23804614265517,1.5314709897318,2018
2018090903,3284,"2018-09-09T23:30:48.400",88.29,28.28,0.51,0.87,0.05,58.48,16.34,46298,"Jason Sanders","K","home","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",4,"Extra Point","Kick Attempt Good",46298,15,"10:22:00",23,10,33,95,NA,1,5.53193424265744,3.2376051291866,2018
2018090903,3690,"2018-09-09T23:47:54.598",91.16,30.97,0.43,0.7,0.05,128.9,293.71,46298,"Jason Sanders","K","home","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",4,"Field Goal","Kick Attempt Good",46298,12,"03:53:00",24,17,30,98,1,NA,7.52098088838197,0.757691729323298,2018
2018090903,4143,"2018-09-10T00:08:29.400",53.44,28.48,0.72,0.17,0.07,304.59,73.29,34707,"Ryan Succop","K","away","2018-09-09T08:00:00.000",89.96,73.76,59,0,8.08,280,29.9729,"Clear",4,"Field Goal","Kick Attempt Good",34707,35,"00:16:00",27,17,53,45,1,NA,3.9521220033677,0.290120835526597,2018
2018090905,248,"2018-09-09T17:10:01.299",90.23,25.68,1.5,0.86,0.15,51.39,120.12,30932,"Stephen Gostkowski","K","home","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",1,"Extra Point","Kick Attempt Good",30932,15,"11:50:00",6,0,33,95,NA,1,0.805683665920307,0.554914832793997,2018
2018090905,848,"2018-09-09T17:40:52.098",41.41,22.98,0.52,0.92,0.05,345.75,21.29,43846,"Ka'imi Fairbairn","K","away","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",1,"Field Goal","Kick Attempt Good",43846,24,"02:37:00",7,0,42,34,1,NA,4.79241638002633,0.685360362398203,2018
2018090905,1158,"2018-09-09T17:53:45.400",29.89,26.62,1.46,0.55,0.15,279.42,266.94,30932,"Stephen Gostkowski","K","home","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",2,"Extra Point","Kick Attempt Good",30932,15,"12:38:00",13,3,33,25,NA,1,0.706361876352368,0.0626374555555032,2018
2018090905,1378,"2018-09-09T18:02:18.500",84.08,28.25,0.62,0.96,0.06,149.73,212.94,43846,"Ka'imi Fairbairn","K","away","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",2,"Field Goal","Kick Attempt Good",43846,19,"09:03:00",14,3,36,91,1,NA,6.42361576149328,3.6113477406697,2018
2018090905,2213,"2018-09-09T18:32:16.700",29.91,27.16,2.01,0.97,0.21,236.93,277.03,30932,"Stephen Gostkowski","K","home","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",2,"Extra Point","Kick Attempt Good",30932,15,"00:14:00",20,6,33,25,NA,1,0.321601346325468,0.584712845816,2018
2018090905,2883,"2018-09-09T19:11:17.000",84,29.13,0.93,0.49,0.09,92.43,114.14,30932,"Stephen Gostkowski","K","home","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",3,"Field Goal","Kick Attempt Good",30932,20,"06:05:00",21,6,39,90,1,NA,1.75854200763424,2.0327103666231,2018
2018090905,3166,"2018-09-09T19:20:31.900",32.12,25.9,0.57,0.8,0.06,277.96,79.19,43846,"Ka'imi Fairbairn","K","away","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",3,"Extra Point","Kick Attempt Good",43846,15,"01:52:00",24,12,33,25,NA,1,2.43415673758723,1.234336266421,2018
2018090905,3505,"2018-09-09T19:35:01.200",32,23.9,0.06,1.98,0.01,336.42,41.27,30932,"Stephen Gostkowski","K","home","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",4,"Field Goal","Kick Attempt Good",30932,17,"09:53:00",24,13,35,27,1,NA,5.98772488078759,0.866026108786301,2018
2018090905,4073,"2018-09-09T19:59:23.098",87.32,27.88,0.59,0.87,0.06,138.86,249.27,43846,"Ka'imi Fairbairn","K","away","2018-09-09T08:00:00.000",64.04,49.82,60,0,10.31,50,30.2919,"Clear",4,"Extra Point","Kick Attempt Good",43846,15,"02:08:00",27,19,33,95,NA,1,0.328813658725243,0.0479749346300977,2018
2018090906,240,"2018-09-09T17:07:50.900",31.53,25.86,0.82,0.61,0.09,236.74,238.92,43689,"Wil Lutz","K","home","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",1,"Extra Point","Kick Attempt Good",43689,15,"11:41:00",6,0,33,25,NA,1,2.4162929592751,0.688919908872098,2018
2018090906,383,"2018-09-09T17:14:11.299",87.74,26.84,0.47,1.99,0.04,73.97,319.82,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",1,"Extra Point","Kick Attempt Good",41736,15,"09:41:00",7,6,33,95,NA,1,2.71695504825704,0.421213480086003,2018
2018090906,830,"2018-09-09T17:31:40.200",87.91,26.82,0.29,0.71,0.03,48.1,345.78,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",1,"Extra Point","Kick Attempt Good",41736,15,"01:58:00",10,13,33,95,NA,1,2.17383396706084,0.1334792186538,2018
2018090906,992,"2018-09-09T17:41:08.799",87.59,27.17,0.39,0.72,0.04,49.2,53.39,43689,"Wil Lutz","K","home","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",43689,15,"14:54:00",16,14,33,95,NA,1,2.74899768821545,1.2752552291398,2018
2018090906,1270,"2018-09-09T17:50:08.098",32.07,23.12,0.77,0.56,0.07,1.15,64.7,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",2,"Field Goal","Kick Attempt Good",41736,15,"11:17:00",17,14,33,25,1,NA,1.3747490569753,1.9150127100986,2018
2018090906,1674,"2018-09-09T18:07:15.000",32.3,26.27,0.62,1.27,0.06,292.94,78.22,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",41736,15,"04:42:00",17,23,33,25,NA,1,0.697422828001376,0.931963525990302,2018
2018090906,1768,"2018-09-09T18:12:53.598",32.2,26.91,0.68,1.19,0.06,281.85,65.33,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",41736,15,"04:27:00",17,30,33,25,NA,1,1.68510171671772,0.369171152228802,2018
2018090906,2094,"2018-09-09T18:26:16.700",87.78,27.63,0.33,1.15,0.04,69.84,108.55,43689,"Wil Lutz","K","home","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",2,"Extra Point","Kick Attempt Good",43689,15,"00:55:00",23,31,33,95,NA,1,2.3330617783035,1.4078261298074,2018
2018090906,2539,"2018-09-09T18:53:30.299",35.72,22.41,1.26,0.55,0.13,280.54,111.12,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",3,"Field Goal","Kick Attempt Good",41736,18,"11:29:00",24,31,36,28,1,NA,7.3783428214644,1.8302308849089,2018
2018090906,3080,"2018-09-09T19:18:10.700",32.1,27.1,0.6,0.71,0.06,227.15,52.19,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",3,"Extra Point","Kick Attempt Good",41736,15,"02:58:00",24,40,33,25,NA,1,0.576229823771038,1.1968830441338,2018
2018090906,3511,"2018-09-09T19:33:07.900",87.8,27.08,0.51,1.53,0.04,53.04,301.57,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",4,"Extra Point","Kick Attempt Good",41736,15,"12:19:00",24,47,33,95,NA,1,0.194596622074291,1.0418762574257,2018
2018090906,4096,"2018-09-09T20:02:02.598",76.53,30.79,1.11,1.05,0.1,31.08,273.45,41736,"Chandler Catanzaro","K","away","2018-09-09T06:00:00.000",84.2,75.02,74,0,0,NA,29.9109,"Clear",4,"Field Goal","Kick Attempt No Good",41736,26,"04:57:00",32,48,44,84,0,NA,9.43207808861692,3.9193993561326,2018
2018090907,292,"2018-09-09T17:10:28.900",38.1,22.8,0.93,1.31,0.09,341.35,50.64,43068,"Josh Lambo","K","away","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",1,"Field Goal","Kick Attempt Good",43068,21,"10:17:00",0,0,39,31,1,NA,3.88556356903283,0.0703244133144985,2018
2018090907,801,"2018-09-09T17:33:10.098",93.64,31.52,0.13,1.13,0.01,82.58,188.99,43937,"Aldrick Rosas","K","home","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",1,"Field Goal","Kick Attempt Good",43937,9,"00:26:00",0,3,27,101,1,NA,1.81788302632093,2.2811509117265,2018
2018090907,1201,"2018-09-09T17:49:44.098",81.03,24.88,0.58,0.67,0.06,138.76,231.09,43068,"Josh Lambo","K","away","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",2,"Field Goal","Kick Attempt Good",43068,21,"07:22:00",3,3,39,89,1,NA,4.54006920608462,0.0673588480829999,2018
2018090907,1485,"2018-09-09T18:05:33.500",87.58,30.22,1.51,1.21,0.15,164.22,144.89,43068,"Josh Lambo","K","away","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",2,"Extra Point","Kick Attempt Good",43068,15,"02:42:00",3,12,33,95,NA,1,3.56106930539573,0.960274167989201,2018
2018090907,1848,"2018-09-09T18:17:58.400",29.39,21.89,0.99,0.67,0.1,306.66,9.51,43937,"Aldrick Rosas","K","home","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",2,"Field Goal","Kick Attempt Good",43937,13,"00:07:00",3,13,31,23,1,NA,7.20391421809698,1.1727138220178,2018
2018090907,2248,"2018-09-09T18:43:52.299",76.47,31.41,0.82,0.55,0.08,148.39,204.61,43937,"Aldrick Rosas","K","home","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",3,"Field Goal","Kick Attempt Good",43937,26,"09:23:00",6,13,44,84,1,NA,4.50244797572923,0.373505592989599,2018
2018090907,3301,"2018-09-09T19:34:31.900",82.02,30.73,0.54,0.45,0.06,93.32,264.27,43068,"Josh Lambo","K","away","2018-09-09T08:00:00.000",59,53.24,81,0.02,6.96,40,30.2269,"Light Rain",4,"Extra Point","Kick Attempt Good",43068,20,"11:24:00",9,19,38,90,NA,1,4.46641520558041,0.0163488642475969,2018
2018090909,1305,"2018-09-09T21:18:29.700",86.89,27.92,0.68,1.2,0.06,75.86,268.15,40125,"Dustin Hopkins","K","away","2018-09-09T06:00:00.000",100.22,58.1,25,0,6.96,200,29.7515,"Clear",2,"Extra Point","Kick Attempt Good",40125,15,"04:10:00",0,13,33,95,NA,1,3.27555143329689,1.7972249239746,2018
2018090909,1800,"2018-09-09T21:40:45.200",87.16,28.19,0.52,1.28,0.05,80.36,289.48,40125,"Dustin Hopkins","K","away","2018-09-09T06:00:00.000",100.22,58.1,25,0,6.96,200,29.7515,"Clear",2,"Extra Point","Kick Attempt Good",40125,15,"00:08:00",0,20,33,95,NA,1,4.66402809649721,3.0043126955532,2018
2018090909,3089,"2018-09-09T22:44:56.598",30.99,28.48,0.49,0.97,0.05,256.34,94.36,40125,"Dustin Hopkins","K","away","2018-09-09T06:00:00.000",100.22,58.1,25,0,6.96,200,29.7515,"Clear",4,"Field Goal","Kick Attempt Good",40125,13,"12:16:00",0,21,31,23,1,NA,9.76666006015042,1.7499906739266,2018
2018090910,1236,"2018-09-09T21:24:03.700",87.09,24.63,0.36,0.55,0.03,98.53,217.49,35102,"Graham Gano","K","home","2018-09-09T12:00:00.000",80.6,71.6,74,0,8.08,10,29.846,"Clear",2,"Extra Point","Kick Attempt Good",35102,15,"08:50:00",6,0,33,95,NA,1,4.91159911190745,0.519494933467797,2018
2018090910,2008,"2018-09-09T21:56:20.299",93.4,25.16,0.63,1.05,0.06,94.27,226.47,35102,"Graham Gano","K","home","2018-09-09T12:00:00.000",80.6,71.6,74,0,8.08,10,29.846,"Clear",2,"Field Goal","Kick Attempt Good",35102,9,"00:07:00",7,0,27,101,1,NA,9.86668655134451,1.3365222248686,2018
2018090910,2777,"2018-09-09T22:42:08.000",46.26,28.81,0.4,0.18,0.04,288.74,121.66,40775,"Brett Maher","K","away","2018-09-09T12:00:00.000",80.6,71.6,74,0,8.08,10,29.846,"Clear",3,"Field Goal","Kick Attempt No Good",40775,29,"02:44:00",10,0,47,39,0,NA,0.418993849869809,3.3093209999653,2018
2018090912,443,"2018-09-10T00:38:16.700",32.05,25.54,0.71,1.33,0.07,304.8,64.19,41688,"Cody Parkey","K","away","2018-09-09T14:00:00.000",60.98,48.74,64,0,8.08,50,30.1147,"Clear",1,"Extra Point","Kick Attempt Good",41688,15,"07:11:00",0,6,33,25,NA,1,2.1887140210182,0.9778457228858,2018
2018090912,836,"2018-09-10T00:59:40.799",94.93,30.34,0.52,1.29,0.05,62.17,276.92,41688,"Cody Parkey","K","away","2018-09-09T14:00:00.000",60.98,48.74,64,0,8.08,50,30.1147,"Clear",2,"Field Goal","Kick Attempt Good",41688,8,"15:00:00",0,7,26,102,1,NA,4.40077371166151,0.811298544531201,2018
2018090912,1746,"2018-09-10T01:41:08.000",88.33,27.7,0.33,1.64,0.03,105.15,15.5,41688,"Cody Parkey","K","away","2018-09-09T14:00:00.000",60.98,48.74,64,0,8.08,50,30.1147,"Clear",2,"Extra Point","Kick Attempt Good",41688,15,"00:39:00",0,16,33,95,NA,1,0.797742280594719,0.9276861251772,2018
