"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","playDirection"
2018-09-07 03:45:11.3,-0.02,29.06,3.74,15.04,0.32,"None",27091,"Matt Bryant",46,3553,2018090600,"left"
2018-09-07 03:45:11.4,0.28,28.72,4.78,11.87,0.45,"None",27091,"Matt Bryant",47,3553,2018090600,"left"
2018-09-09 17:13:35.8,87.42,25.59,2.77,2.86,0.27,"None",39470,"Justin Tucker",22,380,2018090900,"right"
2018-09-09 17:13:35.9,87.17,25.58,2.52,2.81,0.25,"None",39470,"Justin Tucker",23,380,2018090900,"right"
2018-09-09 17:13:36,86.93,25.56,2.26,2.64,0.24,"None",39470,"Justin Tucker",24,380,2018090900,"right"
2018-09-09 17:13:36.1,86.72,25.54,2.02,2.36,0.21,"None",39470,"Justin Tucker",25,380,2018090900,"right"
2018-09-09 17:13:36.2,86.53,25.53,1.79,2.1,0.19,"extra_point_attempt",39470,"Justin Tucker",26,380,2018090900,"right"
2018-09-09 17:39:04.6,84.69,25.72,4.73,18.44,0.67,"None",39470,"Justin Tucker",18,972,2018090900,"right"
2018-09-09 17:39:04.7,84.4,25.72,3.37,20.55,0.3,"None",39470,"Justin Tucker",19,972,2018090900,"right"
2018-09-09 17:39:04.8,84.6,25.71,1.36,13.6,0.21,"None",39470,"Justin Tucker",20,972,2018090900,"right"
2018-09-09 17:39:04.9,84.81,25.7,0.08,8.17,0.2,"None",39470,"Justin Tucker",21,972,2018090900,"right"
2018-09-09 17:39:05,84.78,25.7,0.43,5.39,0.02,"None",39470,"Justin Tucker",22,972,2018090900,"right"
2018-09-09 17:50:21.1,3.04,28.83,12.48,16.39,2.16,"None",39470,"Justin Tucker",45,1226,2018090900,"left"
2018-09-09 17:50:21.2,2,29.04,10.57,13.05,1.06,"None",39470,"Justin Tucker",46,1226,2018090900,"left"
2018-09-09 17:50:21.3,0.12,29.34,11.98,5.48,1.91,"None",39470,"Justin Tucker",47,1226,2018090900,"left"
2018-09-09 17:50:21.4,-0.95,29.5,11.64,2.61,1.08,"None",39470,"Justin Tucker",48,1226,2018090900,"left"
2018-09-09 17:50:21.5,-2.05,29.65,11.34,2.57,1.11,"None",39470,"Justin Tucker",49,1226,2018090900,"left"
2018-09-09 18:08:02.1,67.77,26.82,2.27,0.75,8.48,"None",33469,"Stephen Hauschka",17,1613,2018090900,"right"
2018-09-09 18:08:02.2,67.87,26.82,1.94,2.76,0.11,"None",33469,"Stephen Hauschka",18,1613,2018090900,"right"
2018-09-09 18:08:02.3,68.03,26.83,1.55,3.35,0.16,"None",33469,"Stephen Hauschka",19,1613,2018090900,"right"
2018-09-09 18:08:02.4,68.16,26.84,1.15,3.74,0.14,"None",33469,"Stephen Hauschka",20,1613,2018090900,"right"
2018-09-09 18:08:02.5,68.26,26.86,0.75,4.31,0.1,"None",33469,"Stephen Hauschka",21,1613,2018090900,"right"
2018-09-09 18:22:14.4,2.87,28.28,14.57,4.23,1.66,"None",39470,"Justin Tucker",43,1973,2018090900,"left"
2018-09-09 18:22:14.5,1.26,28.34,14.51,3.76,1.6,"None",39470,"Justin Tucker",44,1973,2018090900,"left"
2018-09-09 18:22:14.6,-0.3,28.41,14.21,3.9,1.56,"None",39470,"Justin Tucker",45,1973,2018090900,"left"
2018-09-09 18:22:14.7,-1.83,28.46,13.86,4.1,1.53,"None",39470,"Justin Tucker",46,1973,2018090900,"left"
2018-09-09 18:22:14.8,-3.34,28.49,13.21,4.8,1.51,"None",39470,"Justin Tucker",47,1973,2018090900,"left"
2018-09-09 19:00:42.3,1.89,26.85,23.15,2.38,2.32,"None",39470,"Justin Tucker",44,2757,2018090900,"left"
2018-09-09 19:00:42.4,0.78,26.9,21.07,0.96,1.11,"None",39470,"Justin Tucker",45,2757,2018090900,"left"
2018-09-09 19:00:42.5,-0.52,26.98,18.01,5.83,1.3,"None",39470,"Justin Tucker",46,2757,2018090900,"left"
2018-09-09 19:00:42.6,-2.18,27,17.3,14.14,1.67,"None",39470,"Justin Tucker",47,2757,2018090900,"left"
2018-09-09 19:00:42.7,-3.75,27.01,15.37,19.19,1.57,"None",39470,"Justin Tucker",48,2757,2018090900,"left"
2018-09-09 19:11:16.8,1.65,25.47,8.25,17.64,1.16,"None",39470,"Justin Tucker",41,2899,2018090900,"left"
2018-09-09 19:11:16.9,0.1,25.44,7.55,12.4,1.55,"None",39470,"Justin Tucker",42,2899,2018090900,"left"
2018-09-09 19:11:17,-0.8,25.45,7.13,11.36,0.9,"None",39470,"Justin Tucker",43,2899,2018090900,"left"
2018-09-09 19:11:17.1,-1.66,25.46,6.3,11.15,0.87,"None",39470,"Justin Tucker",44,2899,2018090900,"left"
2018-09-09 19:11:17.2,-2.36,25.46,5.53,9.88,0.7,"None",39470,"Justin Tucker",45,2899,2018090900,"left"
2018-09-09 19:34:28.6,84.27,29.69,7.9,20.23,1.36,"None",33469,"Stephen Hauschka",18,3461,2018090900,"right"
2018-09-09 19:34:28.7,83.78,29.72,5.48,24.35,0.48,"None",33469,"Stephen Hauschka",19,3461,2018090900,"right"
2018-09-09 19:34:28.8,84.01,29.86,2.48,18.05,0.26,"None",33469,"Stephen Hauschka",20,3461,2018090900,"right"
2018-09-09 19:34:28.9,84.22,29.98,1.2,11.66,0.24,"None",33469,"Stephen Hauschka",21,3461,2018090900,"right"
2018-09-09 19:34:29,84.28,30.1,1.2,8.12,0.13,"None",33469,"Stephen Hauschka",22,3461,2018090900,"right"
2018-09-09 20:06:21,86.12,25.22,4.16,16.92,1.03,"None",39470,"Justin Tucker",18,4220,2018090900,"right"
2018-09-09 20:06:21.1,85.54,25.21,2.32,16.2,0.58,"None",39470,"Justin Tucker",19,4220,2018090900,"right"
2018-09-09 20:06:21.2,85.48,25.16,1.08,15.69,0.08,"None",39470,"Justin Tucker",20,4220,2018090900,"right"
2018-09-09 20:06:21.3,85.77,25.09,0.82,9.64,0.29,"None",39470,"Justin Tucker",21,4220,2018090900,"right"
2018-09-09 20:06:21.4,86.05,25.03,1.56,5.03,0.29,"None",39470,"Justin Tucker",22,4220,2018090900,"right"
2018-09-09 17:51:58.7,3.8,25,18.38,11.6,2.25,"None",41953,"Chris Boswell",39,1254,2018090901,"left"
2018-09-09 17:51:58.8,1.67,25.01,17.53,10.57,2.13,"None",41953,"Chris Boswell",40,1254,2018090901,"left"
2018-09-09 17:51:58.9,-0.34,25.06,16.71,9.72,2.02,"None",41953,"Chris Boswell",41,1254,2018090901,"left"
2018-09-09 17:51:59,-2.2,25.14,15.55,9.43,1.85,"None",41953,"Chris Boswell",42,1254,2018090901,"left"
2018-09-09 17:51:59.1,-3.83,25.21,13.72,10.05,1.63,"None",41953,"Chris Boswell",43,1254,2018090901,"left"
2018-09-09 18:46:33.2,2.8,25.98,11.42,4.33,1.34,"None",45037,"Zane Gonzalez",44,2286,2018090901,"left"
2018-09-09 18:46:33.3,1.54,25.68,11.24,4.06,1.29,"None",45037,"Zane Gonzalez",45,2286,2018090901,"left"
2018-09-09 18:46:33.4,0.28,25.45,11.16,3.81,1.29,"extra_point",45037,"Zane Gonzalez",46,2286,2018090901,"left"
2018-09-09 18:46:33.5,-1.03,25.19,10.83,4.39,1.33,"None",45037,"Zane Gonzalez",47,2286,2018090901,"left"
2018-09-09 18:46:33.6,-2.21,24.98,10.57,4.28,1.19,"None",45037,"Zane Gonzalez",48,2286,2018090901,"left"
2018-09-09 18:55:09.3,87.14,26.52,1.12,2.11,0.07,"None",41953,"Chris Boswell",23,2473,2018090901,"right"
2018-09-09 18:55:09.4,87.05,26.5,0.82,1.92,0.1,"None",41953,"Chris Boswell",24,2473,2018090901,"right"
2018-09-09 18:55:09.5,87.07,26.51,0.63,1.64,0.02,"None",41953,"Chris Boswell",25,2473,2018090901,"right"
2018-09-09 18:55:09.6,87.11,26.51,0.47,1.42,0.04,"None",41953,"Chris Boswell",26,2473,2018090901,"right"
2018-09-09 18:55:10,87.14,26.54,0.02,1.09,0.05,"None",41953,"Chris Boswell",30,2473,2018090901,"right"
2018-09-09 19:07:35.4,85.77,26.29,11.03,11.7,0.71,"None",41953,"Chris Boswell",19,2708,2018090901,"right"
2018-09-09 19:07:35.5,86.07,26.34,6.88,16.52,0.31,"None",41953,"Chris Boswell",20,2708,2018090901,"right"
2018-09-09 19:07:35.6,86.36,26.33,3.82,13.39,0.29,"None",41953,"Chris Boswell",21,2708,2018090901,"right"
2018-09-09 19:07:35.9,86.41,26.34,0.41,6.36,0.04,"None",41953,"Chris Boswell",24,2708,2018090901,"right"
2018-09-09 19:07:36,86.38,26.34,0.19,5.42,0.03,"None",41953,"Chris Boswell",25,2708,2018090901,"right"
2018-09-09 19:55:46.7,88.04,25.87,4.92,1.94,0.38,"None",45037,"Zane Gonzalez",20,3799,2018090901,"right"
2018-09-09 19:55:46.8,87.67,25.87,4.56,4.5,0.37,"None",45037,"Zane Gonzalez",21,3799,2018090901,"right"
2018-09-09 19:55:46.9,87.45,25.87,3.8,5.39,0.22,"None",45037,"Zane Gonzalez",22,3799,2018090901,"right"
2018-09-09 19:55:47,87.55,25.89,2.77,4.73,0.11,"None",45037,"Zane Gonzalez",23,3799,2018090901,"right"
2018-09-09 19:55:47.1,87.58,25.89,2.02,4.19,0.03,"None",45037,"Zane Gonzalez",24,3799,2018090901,"right"
2018-09-09 20:10:00.8,86.73,25.89,5.01,0.37,7.37,"None",45037,"Zane Gonzalez",17,4214,2018090901,"right"
2018-09-09 20:10:00.9,87.06,25.97,4.92,1.37,0.34,"None",45037,"Zane Gonzalez",18,4214,2018090901,"right"
2018-09-09 20:10:01,87.39,26,4.67,2.63,0.32,"None",45037,"Zane Gonzalez",19,4214,2018090901,"right"
2018-09-09 20:10:01.1,87.63,26.04,4.17,4.17,0.25,"None",45037,"Zane Gonzalez",20,4214,2018090901,"right"
2018-09-09 20:10:01.2,88,26.08,3.67,5.52,0.37,"None",45037,"Zane Gonzalez",21,4214,2018090901,"right"
2018-09-09 20:45:25.4,2.42,22.4,11.45,8.95,1.6,"field_goal_missed",41953,"Chris Boswell",48,5191,2018090901,"left"
2018-09-09 20:45:25.5,0.86,22.04,11.59,6.81,1.6,"None",41953,"Chris Boswell",49,5191,2018090901,"left"
2018-09-09 20:45:25.6,-0.54,21.81,11.74,4.99,1.41,"None",41953,"Chris Boswell",50,5191,2018090901,"left"
2018-09-09 20:45:25.7,-1.94,21.6,11.85,4.44,1.42,"None",41953,"Chris Boswell",51,5191,2018090901,"left"
2018-09-09 20:45:25.8,-3.16,21.39,12.24,7.47,1.24,"None",41953,"Chris Boswell",52,5191,2018090901,"left"
2018-09-09 20:55:30.4,77.6,25.6,1.73,0.89,0.18,"None",45037,"Zane Gonzalez",24,5480,2018090901,"right"
2018-09-09 20:55:30.5,77.46,25.62,1.63,1.21,0.14,"None",45037,"Zane Gonzalez",25,5480,2018090901,"right"
2018-09-09 20:55:30.6,77.33,25.64,1.5,1.35,0.13,"field_goal_attempt",45037,"Zane Gonzalez",26,5480,2018090901,"right"
2018-09-09 20:55:30.7,77.29,25.66,1.56,1.39,0.05,"None",45037,"Zane Gonzalez",27,5480,2018090901,"right"
2018-09-09 20:55:30.8,77.27,25.93,23.07,4.79,0.28,"None",45037,"Zane Gonzalez",28,5480,2018090901,"right"
2018-09-09 17:15:34.6,74.35,22.63,4.03,14.48,0.96,"None",38691,"Randy Bullock",21,394,2018090902,"right"
2018-09-09 17:15:34.7,74.04,22.62,2.59,11.49,0.31,"None",38691,"Randy Bullock",22,394,2018090902,"right"
2018-09-09 17:15:34.8,73.6,22.61,3.34,6.67,0.44,"None",38691,"Randy Bullock",23,394,2018090902,"right"
2018-09-09 17:15:34.9,74.28,22.67,1.29,7.83,0.68,"None",38691,"Randy Bullock",24,394,2018090902,"right"
2018-09-09 17:15:35,74.28,22.67,1.29,7.83,0,"None",38691,"Randy Bullock",25,394,2018090902,"right"
2018-09-09 17:30:30.8,5.6,23.72,26.69,11.43,3.04,"None",21213,"Adam Vinatieri",31,757,2018090902,"left"
2018-09-09 17:30:30.9,2.68,23.7,25.27,11.72,2.92,"None",21213,"Adam Vinatieri",32,757,2018090902,"left"
2018-09-09 17:30:31,-0.08,23.69,23.47,12.47,2.75,"field_goal",21213,"Adam Vinatieri",33,757,2018090902,"left"
2018-09-09 17:30:31.1,-2.69,23.71,22.08,12.13,2.62,"None",21213,"Adam Vinatieri",34,757,2018090902,"left"
2018-09-09 17:30:31.2,-5.2,23.72,20.96,11.46,2.51,"None",21213,"Adam Vinatieri",35,757,2018090902,"left"
2018-09-09 17:46:41.5,84.52,25.93,1.19,18.78,0.55,"None",21213,"Adam Vinatieri",21,1110,2018090902,"right"
2018-09-09 17:46:41.6,83.86,25.91,1,24.29,0.67,"None",21213,"Adam Vinatieri",22,1110,2018090902,"right"
2018-09-09 17:46:41.7,83.93,25.99,2.87,16.34,0.11,"None",21213,"Adam Vinatieri",23,1110,2018090902,"right"
2018-09-09 17:46:41.8,83.83,26.08,3.21,12.14,0.14,"None",21213,"Adam Vinatieri",24,1110,2018090902,"right"
2018-09-09 17:46:41.9,84.84,26.19,6.64,12.06,1.01,"None",21213,"Adam Vinatieri",25,1110,2018090902,"right"
2018-09-09 18:05:05.8,82.54,23.24,13.91,3.32,1.51,"None",21213,"Adam Vinatieri",17,1574,2018090902,"right"
2018-09-09 18:05:05.9,81.06,23.19,13.57,3.56,1.48,"None",21213,"Adam Vinatieri",18,1574,2018090902,"right"
2018-09-09 18:05:06,79.61,23.14,13.2,3.81,1.46,"None",21213,"Adam Vinatieri",19,1574,2018090902,"right"
2018-09-09 18:05:06.1,79.41,23.13,13.14,3.82,0.2,"None",21213,"Adam Vinatieri",20,1574,2018090902,"right"
2018-09-09 18:05:06.7,82.1,23.33,30.42,8.33,7.08,"field_goal_attempt",21213,"Adam Vinatieri",26,1574,2018090902,"right"
2018-09-09 18:14:54,3.71,27.74,16.77,7.9,1.95,"None",38691,"Randy Bullock",39,1777,2018090902,"left"
2018-09-09 18:14:54.1,1.85,27.87,15.89,7.98,1.86,"None",38691,"Randy Bullock",40,1777,2018090902,"left"
2018-09-09 18:14:54.2,-0.19,28.06,14.88,9.39,2.05,"None",38691,"Randy Bullock",41,1777,2018090902,"left"
2018-09-09 18:14:54.3,-1.86,28.14,13.91,9.23,1.68,"None",38691,"Randy Bullock",42,1777,2018090902,"left"
2018-09-09 18:14:54.4,-3.16,28.26,13.37,7.41,1.3,"None",38691,"Randy Bullock",43,1777,2018090902,"left"
2018-09-09 18:24:22.4,69,23.54,1.67,1.52,0.16,"None",21213,"Adam Vinatieri",22,2084,2018090902,"right"
2018-09-09 18:24:22.5,68.83,23.59,1.79,1.05,0.17,"None",21213,"Adam Vinatieri",23,2084,2018090902,"right"
2018-09-09 18:24:22.6,68.66,23.64,1.87,0.67,0.18,"None",21213,"Adam Vinatieri",24,2084,2018090902,"right"
2018-09-09 18:24:22.7,68.48,23.7,1.92,0.38,0.19,"None",21213,"Adam Vinatieri",25,2084,2018090902,"right"
2018-09-09 18:24:22.8,68.3,23.75,1.94,0.17,0.18,"field_goal_attempt",21213,"Adam Vinatieri",26,2084,2018090902,"right"
2018-09-09 19:07:32.8,85.69,26.39,4.33,0.21,8.59,"None",38691,"Randy Bullock",16,2849,2018090902,"right"
2018-09-09 19:07:32.9,86.01,26.36,4.19,2.41,0.33,"None",38691,"Randy Bullock",17,2849,2018090902,"right"
2018-09-09 19:07:33,86.33,26.37,3.71,4.76,0.32,"None",38691,"Randy Bullock",18,2849,2018090902,"right"
2018-09-09 19:07:33.1,86.67,26.37,3.06,6.05,0.33,"None",38691,"Randy Bullock",19,2849,2018090902,"right"
2018-09-09 19:07:33.2,86.94,26.37,2.47,5.79,0.28,"None",38691,"Randy Bullock",20,2849,2018090902,"right"
2018-09-09 19:18:41.7,2.9,27.79,12.95,5.33,1.48,"None",21213,"Adam Vinatieri",50,3135,2018090902,"left"
2018-09-09 19:18:41.8,1.3,27.54,12.08,7.42,1.62,"None",21213,"Adam Vinatieri",51,3135,2018090902,"left"
2018-09-09 19:18:41.9,-0.07,27.3,11.3,7.65,1.39,"field_goal_missed",21213,"Adam Vinatieri",52,3135,2018090902,"left"
2018-09-09 19:18:42,-1.23,27.1,10.75,7.03,1.17,"None",21213,"Adam Vinatieri",53,3135,2018090902,"left"
2018-09-09 19:18:42.1,-2.34,26.88,9.63,7.49,1.13,"None",21213,"Adam Vinatieri",54,3135,2018090902,"left"
2018-09-09 19:32:23.7,2.62,27.37,15.16,8.45,1.89,"None",38691,"Randy Bullock",39,3440,2018090902,"left"
2018-09-09 19:32:23.8,0.89,27.35,14.35,8.03,1.73,"None",38691,"Randy Bullock",40,3440,2018090902,"left"
2018-09-09 19:32:23.9,-0.68,27.48,13.31,7.81,1.57,"None",38691,"Randy Bullock",41,3440,2018090902,"left"
2018-09-09 19:32:24,-1.97,27.66,11.88,7.8,1.31,"None",38691,"Randy Bullock",42,3440,2018090902,"left"
2018-09-09 19:32:24.1,-3.4,27.69,11.15,7.38,1.43,"None",38691,"Randy Bullock",43,3440,2018090902,"left"
2018-09-09 19:51:13.1,3.18,29.2,11.85,6.6,1.48,"None",38691,"Randy Bullock",44,3873,2018090902,"left"
2018-09-09 19:51:13.2,1.67,29.26,11.89,5.48,1.51,"None",38691,"Randy Bullock",45,3873,2018090902,"left"
2018-09-09 19:51:13.3,0.17,29.09,12.07,4.91,1.51,"None",38691,"Randy Bullock",46,3873,2018090902,"left"
2018-09-09 19:51:13.4,-1.27,29.15,12.1,4.25,1.44,"field_goal",38691,"Randy Bullock",47,3873,2018090902,"left"
2018-09-09 19:51:13.5,-2.58,29.21,11.68,4.27,1.32,"None",38691,"Randy Bullock",48,3873,2018090902,"left"
2018-09-09 20:03:22.8,3.53,28.36,14.39,8.49,1.64,"None",38691,"Randy Bullock",40,4260,2018090902,"left"
2018-09-09 20:03:22.9,1.89,28.58,13.59,8.03,1.65,"None",38691,"Randy Bullock",41,4260,2018090902,"left"
2018-09-09 20:03:23,0.37,28.28,12.54,7.72,1.55,"None",38691,"Randy Bullock",42,4260,2018090902,"left"
2018-09-09 20:03:23.1,-1.17,28.17,12.17,7,1.55,"None",38691,"Randy Bullock",43,4260,2018090902,"left"
2018-09-09 20:03:23.2,-2.56,28.19,11.54,6.51,1.39,"None",38691,"Randy Bullock",44,4260,2018090902,"left"
2018-09-09 17:08:39,72.89,23.66,2.37,0.61,8.02,"None",34707,"Ryan Succop",16,240,2018090903,"right"
2018-09-09 17:08:39.1,73.12,23.71,2.28,1.02,0.23,"None",34707,"Ryan Succop",17,240,2018090903,"right"
2018-09-09 17:08:39.2,73.36,23.77,2.12,1.43,0.25,"None",34707,"Ryan Succop",18,240,2018090903,"right"
2018-09-09 17:08:39.3,73.52,23.82,1.95,1.55,0.17,"None",34707,"Ryan Succop",19,240,2018090903,"right"
2018-09-09 17:08:39.4,73.65,23.86,1.67,1.89,0.13,"None",34707,"Ryan Succop",20,240,2018090903,"right"
2018-09-09 17:46:38.7,87.43,26.61,10.62,10.83,1.32,"None",46298,"Jason Sanders",17,1094,2018090903,"right"
2018-09-09 17:46:38.8,86.77,26.59,8.52,14.06,0.67,"None",46298,"Jason Sanders",18,1094,2018090903,"right"
2018-09-09 17:46:38.9,86.61,26.63,6.33,14.55,0.16,"None",46298,"Jason Sanders",19,1094,2018090903,"right"
2018-09-09 17:46:39,86.35,26.64,4.96,12.33,0.26,"None",46298,"Jason Sanders",20,1094,2018090903,"right"
2018-09-09 17:46:39.1,86.83,26.73,2.81,9.51,0.49,"None",46298,"Jason Sanders",21,1094,2018090903,"right"
2018-09-09 23:01:37.6,1.79,26.9,14.3,12.8,1.36,"None",46298,"Jason Sanders",35,2661,2018090903,"left"
2018-09-09 23:01:37.7,0.27,26.73,13.63,13.73,1.52,"None",46298,"Jason Sanders",36,2661,2018090903,"left"
2018-09-09 23:01:37.8,-1.29,26.56,12.7,13.89,1.57,"None",46298,"Jason Sanders",37,2661,2018090903,"left"
2018-09-09 23:01:38.7,-2.73,26.18,3.68,0.44,0.37,"None",46298,"Jason Sanders",46,2661,2018090903,"left"
2018-09-09 23:01:38.8,-2.36,26.21,3.68,0.3,0.37,"None",46298,"Jason Sanders",47,2661,2018090903,"left"
2018-09-09 23:13:39.7,1.63,26.73,19.23,12.59,2.24,"None",34707,"Ryan Succop",41,2940,2018090903,"left"
2018-09-09 23:13:39.8,-0.32,26.78,19.34,9.52,1.95,"None",34707,"Ryan Succop",42,2940,2018090903,"left"
2018-09-09 23:13:39.9,-1.79,26.82,16.27,11.86,1.47,"None",34707,"Ryan Succop",43,2940,2018090903,"left"
2018-09-09 23:13:40,-2.84,26.85,12.92,15.84,1.05,"extra_point",34707,"Ryan Succop",44,2940,2018090903,"left"
2018-09-09 23:13:40.9,-3.08,27.23,1.56,6.1,0.13,"None",34707,"Ryan Succop",53,2940,2018090903,"left"
2018-09-09 23:16:05.3,87.49,26.41,2.8,1.07,0.23,"None",46298,"Jason Sanders",17,2976,2018090903,"right"
2018-09-09 23:16:05.4,87.39,26.4,2.47,2.05,0.11,"None",46298,"Jason Sanders",18,2976,2018090903,"right"
2018-09-09 23:16:05.5,87.35,26.39,2.06,3.2,0.04,"None",46298,"Jason Sanders",19,2976,2018090903,"right"
2018-09-09 23:16:05.6,87.21,26.4,1.68,3.33,0.14,"None",46298,"Jason Sanders",20,2976,2018090903,"right"
2018-09-09 23:16:05.7,87.38,26.38,1.04,2.41,0.17,"None",46298,"Jason Sanders",21,2976,2018090903,"right"
2018-09-09 23:30:45.7,92.28,26.67,13.67,2.4,1.45,"None",46298,"Jason Sanders",13,3284,2018090903,"right"
2018-09-09 23:30:45.8,90.84,26.73,13.41,2.84,1.44,"None",46298,"Jason Sanders",14,3284,2018090903,"right"
2018-09-09 23:30:45.9,89.41,26.79,13.1,3.21,1.43,"None",46298,"Jason Sanders",15,3284,2018090903,"right"
2018-09-09 23:30:46,88.43,26.83,12.87,3.42,0.99,"None",46298,"Jason Sanders",16,3284,2018090903,"right"
2018-09-09 23:30:46.1,93.26,26.63,5.61,1.99,4.84,"None",46298,"Jason Sanders",17,3284,2018090903,"right"
2018-09-09 23:47:52.1,89.9,29.91,10.12,8.91,0.63,"None",46298,"Jason Sanders",19,3690,2018090903,"right"
2018-09-09 23:47:52.2,89.19,29.96,9.03,10.87,0.71,"None",46298,"Jason Sanders",20,3690,2018090903,"right"
2018-09-09 23:47:52.3,89.6,29.9,6.47,13.13,0.41,"None",46298,"Jason Sanders",21,3690,2018090903,"right"
2018-09-09 23:47:52.4,89.44,29.91,4.99,12,0.16,"None",46298,"Jason Sanders",22,3690,2018090903,"right"
2018-09-09 23:47:52.5,90.32,29.81,2.71,8.46,0.89,"None",46298,"Jason Sanders",23,3690,2018090903,"right"
2018-09-10 00:08:28.9,1.94,26.47,10.62,8.96,1.6,"None",34707,"Ryan Succop",52,4143,2018090903,"left"
2018-09-10 00:08:29,0.63,26.38,9.75,8.8,1.31,"None",34707,"Ryan Succop",53,4143,2018090903,"left"
2018-09-10 00:08:29.1,-0.73,26.32,9.86,7.73,1.36,"None",34707,"Ryan Succop",54,4143,2018090903,"left"
2018-09-10 00:08:29.2,-1.92,26.26,9.1,7.51,1.2,"None",34707,"Ryan Succop",55,4143,2018090903,"left"
2018-09-10 00:08:29.3,-3.02,26.21,8.38,6.94,1.1,"None",34707,"Ryan Succop",56,4143,2018090903,"left"
2018-09-09 17:09:58.6,86.94,26.56,6.39,0.4,7.68,"None",30932,"Stephen Gostkowski",14,248,2018090905,"right"
2018-09-09 17:09:58.7,87.49,26.6,6.32,0.96,0.56,"None",30932,"Stephen Gostkowski",15,248,2018090905,"right"
2018-09-09 17:09:58.8,88.07,26.67,6.19,1.62,0.58,"None",30932,"Stephen Gostkowski",16,248,2018090905,"right"
2018-09-09 17:09:58.9,88.36,26.7,5.85,2.93,0.29,"None",30932,"Stephen Gostkowski",17,248,2018090905,"right"
2018-09-09 17:09:59,88.99,26.78,5.67,2.54,0.64,"None",30932,"Stephen Gostkowski",18,248,2018090905,"right"
2018-09-09 17:40:51.8,5.25,27.46,26.73,3.89,2.9,"None",43846,"Ka'imi Fairbairn",51,848,2018090905,"left"
2018-09-09 17:40:51.9,2.35,27.4,26.5,15.12,2.91,"None",43846,"Ka'imi Fairbairn",52,848,2018090905,"left"
2018-09-09 17:40:52,-0.45,27.33,24.13,22.18,2.8,"None",43846,"Ka'imi Fairbairn",53,848,2018090905,"left"
2018-09-09 17:40:52.1,-3.17,27.26,22.31,21.78,2.72,"field_goal",43846,"Ka'imi Fairbairn",54,848,2018090905,"left"
