"time","x","y","s","a","dis","o","dir","event","nflId","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection"
"2019-09-08T17:44:24.600",121.63,29.35,14.14,4.83,1.44,NA,NA,"None",NA,"football",NA,NA,"football",52,2019090800,1027,"right"
"2019-09-08T17:44:24.700",123,29.61,13.68,4.4,1.39,NA,NA,"None",NA,"football",NA,NA,"football",53,2019090800,1027,"right"
"2019-09-08T17:52:57.700",117.19,27.78,23.21,5.06,2.6,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090800,1182,"right"
"2019-09-08T17:52:57.800",119.5,27.94,22.24,22.57,2.31,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090800,1182,"right"
"2019-09-08T17:52:57.900",121.61,28.07,19.88,30.21,2.11,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090800,1182,"right"
"2019-09-08T17:52:58.000",123.44,28.19,16.95,29.34,1.84,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090800,1182,"right"
"2019-09-08T17:52:58.100",124.99,28.29,14.17,26.79,1.55,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090800,1182,"right"
"2019-09-08T19:00:41.500",2.61,25.48,20.67,5.68,2.37,NA,NA,"extra_point",NA,"football",NA,NA,"football",37,2019090800,2728,"left"
"2019-09-08T19:00:41.600",0.47,25.27,19.52,24.44,2.15,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090800,2728,"left"
"2019-09-08T19:00:41.700",-1.34,25.13,16.68,30.77,1.82,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090800,2728,"left"
"2019-09-08T19:00:41.800",-3.08,24.87,14.08,31.11,1.76,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090800,2728,"left"
"2019-09-08T19:00:41.900",-4.47,24.66,11.27,27.93,1.4,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090800,2728,"left"
"2019-09-08T19:21:55.500",116.92,26.85,18.03,10.41,2.08,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090800,3166,"right"
"2019-09-08T19:21:55.600",118.68,26.87,16.9,11.5,1.75,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090800,3166,"right"
"2019-09-08T19:21:55.700",120.05,26.91,16.48,7.49,1.37,NA,NA,"extra_point",NA,"football",NA,NA,"football",40,2019090800,3166,"right"
"2019-09-08T19:21:55.800",121.64,26.95,15.56,7.76,1.59,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090800,3166,"right"
"2019-09-08T19:21:55.900",123.15,26.99,14.8,7.44,1.52,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090800,3166,"right"
"2019-09-08T19:30:15.300",2.87,25.23,6.02,9.58,0.65,NA,NA,"None",NA,"football",NA,NA,"football",51,2019090800,3427,"left"
"2019-09-08T19:30:15.400",1.86,25.11,6.39,5.53,1.02,NA,NA,"None",NA,"football",NA,NA,"football",52,2019090800,3427,"left"
"2019-09-08T19:30:15.500",0.39,24.9,8.56,2.16,1.48,NA,NA,"None",NA,"football",NA,NA,"football",53,2019090800,3427,"left"
"2019-09-08T19:30:15.600",-0.61,24.79,9.2,7.18,1,NA,NA,"field_goal",NA,"football",NA,NA,"football",54,2019090800,3427,"left"
"2019-09-08T19:30:15.700",-1.93,24.67,10.46,2.12,1.33,NA,NA,"None",NA,"football",NA,NA,"football",55,2019090800,3427,"left"
"2019-09-08T19:41:00.300",117.21,27.3,19.31,23.01,2.15,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090800,3697,"right"
"2019-09-08T19:41:00.400",119.13,27.42,17.08,27.97,1.93,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090800,3697,"right"
"2019-09-08T19:41:00.500",120.85,27.53,14.64,27.09,1.72,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090800,3697,"right"
"2019-09-08T19:41:00.600",122.4,27.63,12.4,24.76,1.55,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090800,3697,"right"
"2019-09-08T19:41:00.700",123.52,27.7,10.1,21.35,1.12,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090800,3697,"right"
"2019-09-08T20:12:58.900",114.72,26.04,27.97,0.66,2.24,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090800,4496,"right"
"2019-09-08T20:12:59.000",116.98,25.93,26.2,4.99,2.26,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090800,4496,"right"
"2019-09-08T20:12:59.100",119.06,25.84,23.94,10.01,2.09,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090800,4496,"right"
"2019-09-08T20:12:59.200",121.45,25.75,22.86,12.98,2.39,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090800,4496,"right"
"2019-09-08T20:12:59.300",123.67,25.66,21.55,12.94,2.22,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090800,4496,"right"
"2019-09-08T17:11:25.100",3.28,30.15,17.46,6.9,1.88,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090801,286,"left"
"2019-09-08T17:11:25.200",1.62,30.49,16.8,6.74,1.69,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090801,286,"left"
"2019-09-08T17:11:25.300",-0.13,30.95,16.78,5.92,1.81,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090801,286,"left"
"2019-09-08T17:11:25.400",-1.73,31.37,16.29,5.77,1.65,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090801,286,"left"
"2019-09-08T17:11:25.500",-3.36,31.88,15.93,5.7,1.71,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,286,"left"
"2019-09-08T17:22:56.900",115.79,25.71,22.54,7.26,2.24,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,506,"right"
"2019-09-08T17:22:57.000",117.91,25.75,21.4,8.44,2.12,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,506,"right"
"2019-09-08T17:22:57.100",119.86,25.86,19.03,12.33,1.95,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090801,506,"right"
"2019-09-08T17:22:57.200",121.71,25.91,17.82,12.32,1.85,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090801,506,"right"
"2019-09-08T17:22:57.300",123.43,25.96,16.61,12.1,1.72,NA,NA,"None",NA,"football",NA,NA,"football",46,2019090801,506,"right"
"2019-09-08T17:56:58.000",3.57,28.52,16.12,4.76,1.67,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090801,1364,"left"
"2019-09-08T17:56:58.100",1.87,28.35,16.09,3.95,1.71,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090801,1364,"left"
"2019-09-08T17:56:58.200",0.27,28.25,15.77,3.86,1.6,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090801,1364,"left"
"2019-09-08T17:56:58.300",-1.28,28.17,15.26,4.39,1.55,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,1364,"left"
"2019-09-08T17:56:58.400",-2.81,28.07,15.09,3.85,1.53,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,1364,"left"
"2019-09-08T19:19:58.500",3.51,27.16,15.82,8.72,1.67,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090801,3037,"left"
"2019-09-08T19:19:58.600",1.77,27.11,15.74,7.06,1.74,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,3037,"left"
"2019-09-08T19:19:58.700",0.08,27.03,15.36,6.56,1.69,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,3037,"left"
"2019-09-08T19:19:58.800",-1.42,27.01,14.72,6.32,1.5,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090801,3037,"left"
"2019-09-08T19:19:58.900",-2.86,26.98,14.1,6.13,1.44,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090801,3037,"left"
"2019-09-08T19:27:46.500",116.67,27.71,15.68,5.19,1.61,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090801,3105,"right"
"2019-09-08T19:27:46.600",118.26,27.89,15.4,4.84,1.61,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,3105,"right"
"2019-09-08T19:27:46.700",119.74,28.08,14.84,5.02,1.49,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,3105,"right"
"2019-09-08T19:27:46.800",121.21,28.29,14.43,4.85,1.48,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090801,3105,"right"
"2019-09-08T19:27:46.900",122.61,28.5,13.96,4.86,1.42,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090801,3105,"right"
"2019-09-08T19:40:16.500",2.75,26.26,16.34,7.89,1.69,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090801,3447,"left"
"2019-09-08T19:40:16.600",1.09,26.11,15.83,7.12,1.67,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090801,3447,"left"
"2019-09-08T19:40:16.700",-0.5,25.97,15.29,6.57,1.59,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,3447,"left"
"2019-09-08T19:40:16.800",-2.06,25.83,14.94,5.63,1.57,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090801,3447,"left"
"2019-09-08T19:40:16.900",-3.54,25.64,13.83,7.26,1.49,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090801,3447,"left"
"2019-09-08T19:50:20.000",3.1,25.45,14.24,6.88,1.46,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090801,3654,"left"
"2019-09-08T19:50:20.100",1.73,25.21,13.57,6.63,1.39,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090801,3654,"left"
"2019-09-08T19:50:20.200",0.36,24.97,14,4.74,1.4,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090801,3654,"left"
"2019-09-08T19:50:20.300",-1.11,24.82,13.83,4.21,1.47,NA,NA,"None",NA,"football",NA,NA,"football",46,2019090801,3654,"left"
"2019-09-08T19:50:20.400",-2.62,24.76,13.51,4.52,1.51,NA,NA,"None",NA,"football",NA,NA,"football",47,2019090801,3654,"left"
"2019-09-08T17:07:00.400",3.78,27.17,19.27,1.91,1.93,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090802,128,"left"
"2019-09-08T17:07:00.500",1.67,27.04,18.46,4.11,2.11,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090802,128,"left"
"2019-09-08T17:07:00.600",-0.16,26.97,16.84,10.45,1.83,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090802,128,"left"
"2019-09-08T17:07:00.700",-1.83,26.88,16.18,19.8,1.67,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090802,128,"left"
"2019-09-08T17:07:00.800",-3.41,26.84,14.64,24.51,1.58,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090802,128,"left"
"2019-09-08T17:19:02.700",3.21,27.78,20.63,10.77,1.71,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090802,366,"left"
"2019-09-08T17:19:02.800",1.2,27.6,19.61,10.38,2.01,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090802,366,"left"
"2019-09-08T17:19:02.900",-0.7,27.41,18.62,9.86,1.91,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090802,366,"left"
"2019-09-08T17:19:03.000",-2.55,27.2,17.32,10.18,1.86,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090802,366,"left"
"2019-09-08T17:19:03.100",-4.18,27.02,15.26,12.99,1.65,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090802,366,"left"
"2019-09-08T17:30:14.400",117.53,26.67,18.66,8.42,1.91,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090802,615,"right"
"2019-09-08T17:30:14.500",119.33,26.52,17.72,8.63,1.81,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090802,615,"right"
"2019-09-08T17:30:14.600",121.05,26.37,16.86,8.5,1.73,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090802,615,"right"
"2019-09-08T17:30:14.700",122.69,26.23,16.02,8.27,1.64,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090802,615,"right"
"2019-09-08T17:30:14.800",124.25,26.11,15.21,8,1.56,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090802,615,"right"
"2019-09-08T17:38:29.400",4.2,27.4,20.72,16.1,2.14,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090802,806,"left"
"2019-09-08T17:38:29.500",2.19,27.37,19.13,16.11,2.01,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090802,806,"left"
"2019-09-08T17:38:29.600",0.35,27.31,17.66,14.83,1.84,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090802,806,"left"
"2019-09-08T17:38:29.700",-1.34,27.23,16.25,13.63,1.69,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090802,806,"left"
"2019-09-08T17:38:29.800",-2.9,27.14,14.97,12.51,1.56,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090802,806,"left"
"2019-09-08T17:49:35.800",3.43,27.96,15.85,10.88,1.64,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090802,1066,"left"
"2019-09-08T17:49:35.900",1.86,28.19,15.08,10.51,1.59,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090802,1066,"left"
"2019-09-08T17:49:36.000",0.33,28.41,14.57,8.86,1.55,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090802,1066,"left"
"2019-09-08T17:49:36.100",-1.11,28.62,13.98,7.33,1.45,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090802,1066,"left"
"2019-09-08T17:49:36.200",-2.47,28.8,13.4,5.29,1.37,NA,NA,"None",NA,"football",NA,NA,"football",46,2019090802,1066,"left"
"2019-09-08T18:02:06.900",116.21,27.94,21.9,1.74,2.19,NA,NA,"None",NA,"football",NA,NA,"football",34,2019090802,1331,"right"
"2019-09-08T18:02:07.000",118.36,27.63,21.66,3.04,2.18,NA,NA,"None",NA,"football",NA,NA,"football",35,2019090802,1331,"right"
"2019-09-08T18:02:07.100",120.39,27.37,20.75,7.16,2.05,NA,NA,"field_goal",NA,"football",NA,NA,"football",36,2019090802,1331,"right"
"2019-09-08T18:02:07.200",122.13,27.18,18.42,12.84,1.75,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090802,1331,"right"
"2019-09-08T18:02:07.300",123.9,26.98,17.11,12.98,1.78,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090802,1331,"right"
"2019-09-08T18:09:49.000",3.14,27.23,21.03,8.15,2.14,NA,NA,"None",NA,"football",NA,NA,"football",34,2019090802,1490,"left"
"2019-09-08T18:09:49.100",1.12,26.94,20.12,8.42,2.04,NA,NA,"None",NA,"football",NA,NA,"football",35,2019090802,1490,"left"
"2019-09-08T18:09:49.200",-0.79,26.68,18.49,10.9,1.92,NA,NA,"field_goal",NA,"football",NA,NA,"football",36,2019090802,1490,"left"
"2019-09-08T18:09:49.300",-2.56,26.44,17.42,10.68,1.8,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090802,1490,"left"
"2019-09-08T18:09:49.400",-3.87,26.28,15.15,12.96,1.32,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090802,1490,"left"
"2019-09-08T18:24:58.500",116.13,28.11,17.73,5.64,1.8,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090802,1820,"right"
"2019-09-08T18:24:58.600",117.94,28.1,16.62,7.66,1.81,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090802,1820,"right"
"2019-09-08T18:24:58.700",119.57,28.09,15.84,7.74,1.62,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090802,1820,"right"
"2019-09-08T18:24:58.800",121.11,28.08,15.07,7.74,1.55,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090802,1820,"right"
"2019-09-08T18:24:58.900",122.34,28.05,14.06,7.62,1.23,NA,NA,"None",NA,"football",NA,NA,"football",46,2019090802,1820,"right"
"2019-09-08T19:26:53.000",116.99,26.86,17.8,3.92,1.9,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090802,3076,"right"
"2019-09-08T19:26:53.100",118.64,26.95,16.49,5.52,1.65,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090802,3076,"right"
"2019-09-08T19:26:53.200",120.06,27.03,15.54,5.04,1.42,NA,NA,"None",NA,"football",NA,NA,"football",42,2019090802,3076,"right"
"2019-09-08T19:26:53.300",121.74,27.13,15.62,6.69,1.69,NA,NA,"None",NA,"football",NA,NA,"football",43,2019090802,3076,"right"
"2019-09-08T19:26:53.400",123.58,27.2,15.86,4.93,1.84,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090802,3076,"right"
"2019-09-08T19:49:55.100",117.32,27.13,17.33,7.46,1.77,NA,NA,"None",NA,"football",NA,NA,"football",44,2019090802,3570,"right"
"2019-09-08T19:49:55.200",119.01,27.28,16.59,7.46,1.7,NA,NA,"field_goal",NA,"football",NA,NA,"football",45,2019090802,3570,"right"
"2019-09-08T19:49:55.300",120.69,27.49,15.17,10,1.69,NA,NA,"None",NA,"football",NA,NA,"football",46,2019090802,3570,"right"
"2019-09-08T19:49:55.400",122.15,27.66,14.2,9.62,1.47,NA,NA,"None",NA,"football",NA,NA,"football",47,2019090802,3570,"right"
"2019-09-08T19:49:55.500",123.51,27.84,13.28,9.19,1.37,NA,NA,"None",NA,"football",NA,NA,"football",48,2019090802,3570,"right"
"2019-09-08T19:59:14.600",2.98,27.15,17.53,6.66,1.78,NA,NA,"None",NA,"football",NA,NA,"football",45,2019090802,3831,"left"
"2019-09-08T19:59:14.700",1.25,27.31,17,6.26,1.73,NA,NA,"extra_point",NA,"football",NA,NA,"football",46,2019090802,3831,"left"
"2019-09-08T19:59:14.800",-0.42,27.47,16.45,5.95,1.68,NA,NA,"None",NA,"football",NA,NA,"football",47,2019090802,3831,"left"
"2019-09-08T19:59:14.900",-2.02,27.61,15.77,6.13,1.61,NA,NA,"None",NA,"football",NA,NA,"football",48,2019090802,3831,"left"
"2019-09-08T19:59:15.000",-3.56,27.74,15.16,6.1,1.55,NA,NA,"None",NA,"football",NA,NA,"football",49,2019090802,3831,"left"
"2019-09-08T17:12:38.000",117.81,27.16,18.48,9.39,1.9,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090803,277,"right"
"2019-09-08T17:12:38.100",119.61,27.23,17.56,9.02,1.8,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,277,"right"
"2019-09-08T17:12:38.200",121.32,27.3,16.68,8.65,1.71,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,277,"right"
"2019-09-08T17:12:38.300",122.95,27.36,15.83,8.3,1.63,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,277,"right"
"2019-09-08T17:12:39.500",122.92,27.73,4.61,4.38,0.44,NA,NA,"None",NA,"football",NA,NA,"football",52,2019090803,277,"right"
"2019-09-08T17:23:02.700",120.07,26.03,17.2,7.13,1.76,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,444,"right"
"2019-09-08T17:23:04.300",121.24,24.87,7.3,0.76,0.75,NA,NA,"None",NA,"football",NA,NA,"football",54,2019090803,444,"right"
"2019-09-08T17:23:04.400",120.47,24.79,7.57,1.71,0.78,NA,NA,"None",NA,"football",NA,NA,"football",55,2019090803,444,"right"
"2019-09-08T17:23:04.500",119.68,24.72,7.8,1.96,0.79,NA,NA,"None",NA,"football",NA,NA,"football",56,2019090803,444,"right"
"2019-09-08T17:23:04.600",118.82,24.68,8.31,2.35,0.86,NA,NA,"None",NA,"football",NA,NA,"football",57,2019090803,444,"right"
"2019-09-08T17:34:57.200",117.07,26.73,17.37,7.05,1.93,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,708,"right"
"2019-09-08T17:34:57.300",118.84,26.75,16.91,5.89,1.77,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,708,"right"
"2019-09-08T17:34:57.400",120.41,26.8,15.99,6.57,1.57,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,708,"right"
"2019-09-08T17:34:57.500",121.97,26.83,15.23,6.92,1.56,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090803,708,"right"
"2019-09-08T17:34:58.900",122.84,26.3,4.3,3.77,0.42,NA,NA,"None",NA,"football",NA,NA,"football",55,2019090803,708,"right"
"2019-09-08T17:51:00.000",2.01,27.03,16.16,10.68,1.65,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090803,1107,"left"
"2019-09-08T17:51:00.100",0.44,27.04,15.1,10.17,1.56,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,1107,"left"
"2019-09-08T17:51:00.200",-1,27.06,13.44,11.71,1.44,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,1107,"left"
"2019-09-08T17:51:00.300",-2.12,27.07,11.61,14.97,1.13,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,1107,"left"
"2019-09-08T17:51:00.400",-3.02,27.06,9.61,15.39,0.89,NA,NA,"extra_point",NA,"football",NA,NA,"football",41,2019090803,1107,"left"
"2019-09-08T17:58:41.900",118.21,23.88,12.94,7.04,1.34,NA,NA,"None",NA,"football",NA,NA,"football",51,2019090803,1296,"right"
"2019-09-08T17:58:42.000",119.56,23.93,12.7,10.59,1.34,NA,NA,"None",NA,"football",NA,NA,"football",52,2019090803,1296,"right"
"2019-09-08T17:58:42.100",120.77,23.96,11.69,13.08,1.21,NA,NA,"None",NA,"football",NA,NA,"football",53,2019090803,1296,"right"
"2019-09-08T17:58:42.200",121.87,23.98,10.44,11.97,1.11,NA,NA,"None",NA,"football",NA,NA,"football",54,2019090803,1296,"right"
"2019-09-08T17:58:43.700",121.73,23.89,2.32,3.35,0.26,NA,NA,"None",NA,"football",NA,NA,"football",69,2019090803,1296,"right"
"2019-09-08T18:08:02.000",2.78,28.75,16.17,11.83,1.66,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,1519,"left"
"2019-09-08T18:08:02.100",0.49,28.89,17.17,19,2.29,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,1519,"left"
"2019-09-08T18:08:02.200",-1.22,29.01,15.64,24.2,1.71,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,1519,"left"
"2019-09-08T18:08:02.300",-2.74,29.12,13.42,23.33,1.52,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090803,1519,"left"
"2019-09-08T18:08:02.400",-3.79,29.17,10.99,20.24,1.06,NA,NA,"extra_point",NA,"football",NA,NA,"football",42,2019090803,1519,"left"
"2019-09-08T18:26:03.700",2.03,26.47,19.09,10.98,1.97,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090803,1922,"left"
"2019-09-08T18:26:03.800",0.18,26.47,17.96,11.07,1.85,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,1922,"left"
"2019-09-08T18:26:03.900",-1.57,26.47,16.88,10.77,1.74,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,1922,"left"
"2019-09-08T18:26:04.000",-2.46,26.51,13.81,13.08,0.89,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,1922,"left"
"2019-09-08T18:26:04.100",-3.79,26.54,12.54,12.82,1.33,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090803,1922,"left"
"2019-09-08T18:34:02.300",119.2,25.81,17.4,6.24,1.78,NA,NA,"None",NA,"football",NA,NA,"football",39,2019090803,2175,"right"
"2019-09-08T18:34:02.400",120.86,25.84,16.57,6.7,1.66,NA,NA,"None",NA,"football",NA,NA,"football",40,2019090803,2175,"right"
"2019-09-08T18:34:02.500",122.48,25.88,15.9,6.7,1.62,NA,NA,"None",NA,"football",NA,NA,"football",41,2019090803,2175,"right"
"2019-09-08T18:34:03.900",122.57,25.9,3.04,1.28,0.3,NA,NA,"None",NA,"football",NA,NA,"football",55,2019090803,2175,"right"
"2019-09-08T18:34:04.000",122.32,25.94,2.65,2.27,0.26,NA,NA,"None",NA,"football",NA,NA,"football",56,2019090803,2175,"right"
"2019-09-08T19:04:33.800",2.91,27.02,19.33,7.85,1.91,NA,NA,"None",NA,"football",NA,NA,"football",37,2019090803,2692,"left"
"2019-09-08T19:04:33.900",1.04,27.11,18.65,7.27,1.88,NA,NA,"None",NA,"football",NA,NA,"football",38,2019090803,2692,"left"
