"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","position","team","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber"
"2019-09-06T03:05:00.400",113.52,27.49,13.7,6.32,2.02,"None",32386,"Mason Crosby","K","away",42,3929,2019090500,66.92,53.96,63,0,10.31,100,30.0468,"Clear",4,"Field Goal","Kick Attempt Good",32386,21,05:20:00,3,7,39,89
"2019-09-06T03:05:00.500",115.17,27.32,14.24,12.04,1.66,"None",32386,"Mason Crosby","K","away",43,3929,2019090500,66.92,53.96,63,0,10.31,100,30.0468,"Clear",4,"Field Goal","Kick Attempt Good",32386,21,05:20:00,3,7,39,89
"2019-09-06T03:05:00.600",117.04,27.14,14.25,21.78,1.88,"field_goal",32386,"Mason Crosby","K","away",44,3929,2019090500,66.92,53.96,63,0,10.31,100,30.0468,"Clear",4,"Field Goal","Kick Attempt Good",32386,21,05:20:00,3,7,39,89
"2019-09-06T03:05:00.700",118.48,26.99,12.34,24.73,1.45,"None",32386,"Mason Crosby","K","away",45,3929,2019090500,66.92,53.96,63,0,10.31,100,30.0468,"Clear",4,"Field Goal","Kick Attempt Good",32386,21,05:20:00,3,7,39,89
"2019-09-06T03:05:00.800",120.49,26.83,11.38,23.11,2.02,"None",32386,"Mason Crosby","K","away",46,3929,2019090500,66.92,53.96,63,0,10.31,100,30.0468,"Clear",4,"Field Goal","Kick Attempt Good",32386,21,05:20:00,3,7,39,89
"2019-09-08T17:36:38.600",118.34,23.32,15.59,2.37,1.7,"None",48337,"Joey Slye","K","home",53,836,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",1,"Field Goal","Kick Attempt No Good",48337,35,00:47:00,0,0,53,75
"2019-09-08T17:36:38.700",119.89,23.23,15.2,2.85,1.55,"None",48337,"Joey Slye","K","home",54,836,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",1,"Field Goal","Kick Attempt No Good",48337,35,00:47:00,0,0,53,75
"2019-09-08T17:36:38.800",121.34,23.15,14.31,5.11,1.46,"field_goal_missed",48337,"Joey Slye","K","home",55,836,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",1,"Field Goal","Kick Attempt No Good",48337,35,00:47:00,0,0,53,75
"2019-09-08T17:36:38.900",122.68,23.07,13.52,8.98,1.34,"None",48337,"Joey Slye","K","home",56,836,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",1,"Field Goal","Kick Attempt No Good",48337,35,00:47:00,0,0,53,75
"2019-09-08T17:36:39.000",123.93,23,12.3,10.19,1.25,"None",48337,"Joey Slye","K","home",57,836,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",1,"Field Goal","Kick Attempt No Good",48337,35,00:47:00,0,0,53,75
"2019-09-08T17:44:24.700",123,29.61,13.68,4.4,1.39,"None",38701,"Greg Zuerlein","K","away",53,1027,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Field Goal","Kick Attempt Good",38701,31,13:48:00,0,0,49,79
"2019-09-08T17:44:24.800",124.37,29.86,13.51,3.53,1.39,"None",38701,"Greg Zuerlein","K","away",54,1027,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Field Goal","Kick Attempt Good",38701,31,13:48:00,0,0,49,79
"2019-09-08T17:44:24.900",125.78,30.13,13.55,5.48,1.44,"field_goal",38701,"Greg Zuerlein","K","away",55,1027,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Field Goal","Kick Attempt Good",38701,31,13:48:00,0,0,49,79
"2019-09-08T17:44:25.000",126.1,30.17,13.58,6.23,0.32,"None",38701,"Greg Zuerlein","K","away",56,1027,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Field Goal","Kick Attempt Good",38701,31,13:48:00,0,0,49,79
"2019-09-08T17:44:25.100",127.89,30.09,2.51,0.05,1.79,"None",38701,"Greg Zuerlein","K","away",57,1027,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Field Goal","Kick Attempt Good",38701,31,13:48:00,0,0,49,79
"2019-09-08T17:52:58.200",126.28,28.38,11.66,23.21,1.29,"None",38701,"Greg Zuerlein","K","away",45,1182,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Extra Point","Kick Attempt Good",38701,15,12:44:00,0,9,33,95
"2019-09-08T17:52:58.300",127.33,28.45,9.48,20.34,1.05,"None",38701,"Greg Zuerlein","K","away",46,1182,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Extra Point","Kick Attempt Good",38701,15,12:44:00,0,9,33,95
"2019-09-08T17:52:58.400",127.65,28.47,8.76,19.39,0.32,"extra_point",38701,"Greg Zuerlein","K","away",47,1182,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Extra Point","Kick Attempt Good",38701,15,12:44:00,0,9,33,95
"2019-09-08T17:52:58.500",127.25,28.67,2.14,0.15,0.45,"None",38701,"Greg Zuerlein","K","away",48,1182,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Extra Point","Kick Attempt Good",38701,15,12:44:00,0,9,33,95
"2019-09-08T17:52:58.600",127.01,28.65,2.12,0.21,0.24,"None",38701,"Greg Zuerlein","K","away",49,1182,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",2,"Extra Point","Kick Attempt Good",38701,15,12:44:00,0,9,33,95
"2019-09-08T19:00:41.300",7.2,25.81,22.34,1.08,1.82,"None",48337,"Joey Slye","K","home",35,2728,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",48337,15,08:28:00,9,16,33,25
"2019-09-08T19:00:41.400",4.98,25.65,22.08,2.09,2.23,"None",48337,"Joey Slye","K","home",36,2728,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",48337,15,08:28:00,9,16,33,25
"2019-09-08T19:00:41.500",2.61,25.48,20.67,5.68,2.37,"extra_point",48337,"Joey Slye","K","home",37,2728,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",48337,15,08:28:00,9,16,33,25
"2019-09-08T19:00:41.600",0.47,25.27,19.52,24.44,2.15,"None",48337,"Joey Slye","K","home",38,2728,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",48337,15,08:28:00,9,16,33,25
"2019-09-08T19:00:41.700",-1.34,25.13,16.68,30.77,1.82,"None",48337,"Joey Slye","K","home",39,2728,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",48337,15,08:28:00,9,16,33,25
"2019-09-08T19:21:55.500",116.92,26.85,18.03,10.41,2.08,"None",38701,"Greg Zuerlein","K","away",38,3166,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",38701,15,02:51:00,10,22,33,95
"2019-09-08T19:21:55.600",118.68,26.87,16.9,11.5,1.75,"None",38701,"Greg Zuerlein","K","away",39,3166,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",38701,15,02:51:00,10,22,33,95
"2019-09-08T19:21:55.700",120.05,26.91,16.48,7.49,1.37,"extra_point",38701,"Greg Zuerlein","K","away",40,3166,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",38701,15,02:51:00,10,22,33,95
"2019-09-08T19:21:55.800",121.64,26.95,15.56,7.76,1.59,"None",38701,"Greg Zuerlein","K","away",41,3166,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",38701,15,02:51:00,10,22,33,95
"2019-09-08T19:21:55.900",123.15,26.99,14.8,7.44,1.52,"None",38701,"Greg Zuerlein","K","away",42,3166,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Extra Point","Kick Attempt Good",38701,15,02:51:00,10,22,33,95
"2019-09-08T19:30:15.400",1.86,25.11,6.39,5.53,1.02,"None",48337,"Joey Slye","K","home",52,3427,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Field Goal","Kick Attempt Good",48337,34,00:16:00,10,23,52,44
"2019-09-08T19:30:15.500",0.39,24.9,8.56,2.16,1.48,"None",48337,"Joey Slye","K","home",53,3427,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Field Goal","Kick Attempt Good",48337,34,00:16:00,10,23,52,44
"2019-09-08T19:30:15.600",-0.61,24.79,9.2,7.18,1,"field_goal",48337,"Joey Slye","K","home",54,3427,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Field Goal","Kick Attempt Good",48337,34,00:16:00,10,23,52,44
"2019-09-08T19:30:15.700",-1.93,24.67,10.46,2.12,1.33,"None",48337,"Joey Slye","K","home",55,3427,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Field Goal","Kick Attempt Good",48337,34,00:16:00,10,23,52,44
"2019-09-08T19:30:15.800",-3.06,24.57,10.17,8.43,1.13,"None",48337,"Joey Slye","K","home",56,3427,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",3,"Field Goal","Kick Attempt Good",48337,34,00:16:00,10,23,52,44
"2019-09-08T19:41:00.600",122.4,27.63,12.4,24.76,1.55,"None",48337,"Joey Slye","K","home",41,3697,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,13:10:00,19,23,33,95
"2019-09-08T19:41:00.700",123.52,27.7,10.1,21.35,1.12,"None",48337,"Joey Slye","K","home",42,3697,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,13:10:00,19,23,33,95
"2019-09-08T19:41:00.800",124.55,27.8,8.17,18.68,1.03,"extra_point",48337,"Joey Slye","K","home",43,3697,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,13:10:00,19,23,33,95
"2019-09-08T19:41:00.900",125.24,27.89,6.36,16.42,0.7,"None",48337,"Joey Slye","K","home",44,3697,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,13:10:00,19,23,33,95
"2019-09-08T19:41:01.000",125.72,27.89,4.61,15.11,0.49,"None",48337,"Joey Slye","K","home",45,3697,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,13:10:00,19,23,33,95
"2019-09-08T20:12:59.200",121.45,25.75,22.86,12.98,2.39,"None",48337,"Joey Slye","K","home",41,4496,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,01:58:00,26,30,33,95
"2019-09-08T20:12:59.300",123.67,25.66,21.55,12.94,2.22,"None",48337,"Joey Slye","K","home",42,4496,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,01:58:00,26,30,33,95
"2019-09-08T20:12:59.400",125.76,25.57,20.26,12.83,2.09,"extra_point",48337,"Joey Slye","K","home",43,4496,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,01:58:00,26,30,33,95
"2019-09-08T20:12:59.500",127.72,25.48,19,12.34,1.96,"None",48337,"Joey Slye","K","home",44,4496,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,01:58:00,26,30,33,95
"2019-09-08T20:12:59.600",129.55,25.4,17.8,11.64,1.84,"None",48337,"Joey Slye","K","home",45,4496,2019090800,84.2,62.42,48,0,5.84,60,30.0231,"Clear",4,"Extra Point","Kick Attempt Good",48337,15,01:58:00,26,30,33,95
"2019-09-08T17:11:27.400",-7.5,32.25,2.8,0.98,0.3,"None",47953,"Austin Seibert","K","home",61,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Extra Point","Kick Attempt No Good",47953,15,10:11:00,6,0,33,25
"2019-09-08T17:11:27.500",-7.17,32.2,2.87,0.9,0.33,"None",47953,"Austin Seibert","K","home",62,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Extra Point","Kick Attempt No Good",47953,15,10:11:00,6,0,33,25
"2019-09-08T17:11:27.600",-6.74,32.24,3.17,1.1,0.43,"extra_point_missed",47953,"Austin Seibert","K","home",63,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Extra Point","Kick Attempt No Good",47953,15,10:11:00,6,0,33,25
"2019-09-08T17:11:27.700",-6.44,32.23,2.92,3.73,0.31,"None",47953,"Austin Seibert","K","home",64,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Extra Point","Kick Attempt No Good",47953,15,10:11:00,6,0,33,25
"2019-09-08T17:11:27.800",-6.13,32.3,2.54,4.7,0.31,"None",47953,"Austin Seibert","K","home",65,286,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Extra Point","Kick Attempt No Good",47953,15,10:11:00,6,0,33,25
"2019-09-08T17:22:58.300",131.15,27.17,4.07,0.71,0.45,"None",41991,"Cairo Santos","K","away",56,506,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Field Goal","Kick Attempt Good",41991,19,06:36:00,6,0,37,91
"2019-09-08T17:22:58.400",130.73,27.22,4.04,0.9,0.42,"None",41991,"Cairo Santos","K","away",57,506,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Field Goal","Kick Attempt Good",41991,19,06:36:00,6,0,37,91
"2019-09-08T17:22:58.500",130.33,27.28,4,0.83,0.4,"field_goal",41991,"Cairo Santos","K","away",58,506,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Field Goal","Kick Attempt Good",41991,19,06:36:00,6,0,37,91
"2019-09-08T17:22:58.600",129.93,27.36,4.03,0.61,0.41,"None",41991,"Cairo Santos","K","away",59,506,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Field Goal","Kick Attempt Good",41991,19,06:36:00,6,0,37,91
"2019-09-08T17:22:58.700",129.54,27.42,4.05,0.59,0.4,"None",41991,"Cairo Santos","K","away",60,506,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",1,"Field Goal","Kick Attempt Good",41991,19,06:36:00,6,0,37,91
"2019-09-08T17:56:59.900",-9.07,27.48,2.52,1.93,0.26,"None",41991,"Cairo Santos","K","away",58,1364,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",2,"Extra Point","Kick Attempt Good",41991,15,09:39:00,6,9,33,25
"2019-09-08T17:57:00.000",-8.85,27.41,2.48,1.3,0.24,"None",41991,"Cairo Santos","K","away",59,1364,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",2,"Extra Point","Kick Attempt Good",41991,15,09:39:00,6,9,33,25
"2019-09-08T17:57:00.100",-8.57,27.27,2.71,1.1,0.31,"extra_point",41991,"Cairo Santos","K","away",60,1364,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",2,"Extra Point","Kick Attempt Good",41991,15,09:39:00,6,9,33,25
"2019-09-08T17:57:00.200",-8.25,27.08,3.08,1.36,0.38,"None",41991,"Cairo Santos","K","away",61,1364,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",2,"Extra Point","Kick Attempt Good",41991,15,09:39:00,6,9,33,25
"2019-09-08T17:57:00.300",-7.93,26.88,3.33,1.8,0.37,"None",41991,"Cairo Santos","K","away",62,1364,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",2,"Extra Point","Kick Attempt Good",41991,15,09:39:00,6,9,33,25
"2019-09-08T19:19:59.800",-9.57,27.2,0.36,10.42,0.08,"None",47953,"Austin Seibert","K","home",54,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",47953,15,02:10:00,12,15,33,25
"2019-09-08T19:19:59.900",-9.51,27.23,0.87,8.55,0.06,"None",47953,"Austin Seibert","K","home",55,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",47953,15,02:10:00,12,15,33,25
"2019-09-08T19:20:00.000",-9.39,27.25,1.63,7,0.12,"extra_point",47953,"Austin Seibert","K","home",56,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",47953,15,02:10:00,12,15,33,25
"2019-09-08T19:20:00.100",-9.2,27.26,2.19,5.41,0.2,"None",47953,"Austin Seibert","K","home",57,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",47953,15,02:10:00,12,15,33,25
"2019-09-08T19:20:00.200",-8.96,27.29,2.61,4.01,0.24,"None",47953,"Austin Seibert","K","home",58,3037,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",47953,15,02:10:00,12,15,33,25
"2019-09-08T19:27:47.300",127.8,29.3,12.15,4.78,1.24,"None",41991,"Cairo Santos","K","away",49,3105,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",41991,15,01:57:00,13,21,33,95
"2019-09-08T19:27:47.400",128.97,29.49,11.67,4.76,1.19,"None",41991,"Cairo Santos","K","away",50,3105,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",41991,15,01:57:00,13,21,33,95
"2019-09-08T19:27:47.500",130.1,29.68,11.2,4.72,1.14,"extra_point",41991,"Cairo Santos","K","away",51,3105,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",41991,15,01:57:00,13,21,33,95
"2019-09-08T19:27:47.600",131.1,29.8,10.94,4.6,1,"None",41991,"Cairo Santos","K","away",52,3105,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",41991,15,01:57:00,13,21,33,95
"2019-09-08T19:27:47.700",131.69,29.67,3.63,0.09,0.61,"None",41991,"Cairo Santos","K","away",53,3105,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",3,"Extra Point","Kick Attempt Good",41991,15,01:57:00,13,21,33,95
"2019-09-08T19:40:18.000",-8.94,25.72,2.79,3.69,0.27,"None",41991,"Cairo Santos","K","away",56,3447,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,12:32:00,13,28,33,25
"2019-09-08T19:40:18.100",-8.72,25.9,3.04,3.71,0.29,"None",41991,"Cairo Santos","K","away",57,3447,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,12:32:00,13,28,33,25
"2019-09-08T19:40:18.200",-8.45,26.07,3.17,2.79,0.32,"extra_point",41991,"Cairo Santos","K","away",58,3447,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,12:32:00,13,28,33,25
"2019-09-08T19:40:18.300",-8.17,26.23,3.16,1.86,0.32,"None",41991,"Cairo Santos","K","away",59,3447,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,12:32:00,13,28,33,25
"2019-09-08T19:40:18.400",-7.89,26.37,3.01,1.18,0.31,"None",41991,"Cairo Santos","K","away",60,3447,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,12:32:00,13,28,33,25
"2019-09-08T19:50:21.100",-9.09,24.14,5.06,11.36,0.57,"None",41991,"Cairo Santos","K","away",54,3654,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,09:03:00,13,35,33,25
"2019-09-08T19:50:21.200",-9.53,24.12,3.96,10.29,0.45,"None",41991,"Cairo Santos","K","away",55,3654,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,09:03:00,13,35,33,25
"2019-09-08T19:50:21.300",-9.88,24.1,2.96,9.65,0.35,"extra_point",41991,"Cairo Santos","K","away",56,3654,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,09:03:00,13,35,33,25
"2019-09-08T19:50:21.400",-10.13,24.1,2.04,8.65,0.25,"None",41991,"Cairo Santos","K","away",57,3654,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,09:03:00,13,35,33,25
"2019-09-08T19:50:21.500",-10.3,24.11,1.25,7.49,0.16,"None",41991,"Cairo Santos","K","away",58,3654,2019090801,71.96,53.96,53,0,12.74,30,30.097,"Clear",4,"Extra Point","Kick Attempt Good",41991,15,09:03:00,13,35,33,25
"2019-09-08T17:06:59.800",15.14,27.31,19.79,1.03,14.13,"None",45046,"Harrison Butker","K","away",33,128,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",45046,15,13:24:00,0,6,33,25
"2019-09-08T17:06:59.900",13.16,27.3,19.63,2.17,1.97,"None",45046,"Harrison Butker","K","away",34,128,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",45046,15,13:24:00,0,6,33,25
"2019-09-08T17:07:00.000",10.96,27.29,18.95,6.56,2.2,"extra_point",45046,"Harrison Butker","K","away",35,128,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",45046,15,13:24:00,0,6,33,25
"2019-09-08T17:07:00.100",9.1,27.29,18.26,7.28,1.86,"None",45046,"Harrison Butker","K","away",36,128,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",45046,15,13:24:00,0,6,33,25
"2019-09-08T17:07:00.200",7.31,27.28,17.51,7.51,1.79,"None",45046,"Harrison Butker","K","away",37,128,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",45046,15,13:24:00,0,6,33,25
"2019-09-08T17:19:02.200",22.82,29.11,1.24,0.94,0.8,"None",45046,"Harrison Butker","K","away",32,366,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Field Goal","Kick Attempt Good",45046,9,09:00:00,0,7,28,19
"2019-09-08T17:19:02.300",11.97,28.38,23.97,1.4,10.87,"None",45046,"Harrison Butker","K","away",33,366,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Field Goal","Kick Attempt Good",45046,9,09:00:00,0,7,28,19
"2019-09-08T17:19:02.400",9.73,28.23,23.67,4.07,2.25,"field_goal",45046,"Harrison Butker","K","away",34,366,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Field Goal","Kick Attempt Good",45046,9,09:00:00,0,7,28,19
"2019-09-08T17:19:02.500",7.14,28.03,22.47,12.03,2.6,"None",45046,"Harrison Butker","K","away",35,366,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Field Goal","Kick Attempt Good",45046,9,09:00:00,0,7,28,19
"2019-09-08T17:19:02.600",4.92,27.89,21.11,13.8,2.23,"None",45046,"Harrison Butker","K","away",36,366,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Field Goal","Kick Attempt Good",45046,9,09:00:00,0,7,28,19
"2019-09-08T17:30:14.100",111.6,27.23,21.17,6.91,2.11,"None",43068,"Josh Lambo","K","home",37,615,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",43068,15,05:23:00,6,10,33,95
"2019-09-08T17:30:14.200",113.65,27.03,20.34,7.72,2.06,"None",43068,"Josh Lambo","K","home",38,615,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",43068,15,05:23:00,6,10,33,95
"2019-09-08T17:30:14.300",115.62,26.85,19.48,8.36,1.98,"extra_point",43068,"Josh Lambo","K","home",39,615,2019090802,91.04,71.06,52,0,0,NA,30.0172,"Clear",1,"Extra Point","Kick Attempt Good",43068,15,05:23:00,6,10,33,95
