"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId"
"2019-09-08T17:36:38.800",121.34,23.15,14.31,5.11,1.46,"field_goal_missed",48337,"Joey Slye",55,836,2019090800
"2019-09-08T17:36:38.900",122.68,23.07,13.52,8.98,1.34,"None",48337,"Joey Slye",56,836,2019090800
"2019-09-08T17:44:24.300",117.18,28.58,15.22,5.98,1.83,"None",38701,"Greg Zuerlein",49,1027,2019090800
"2019-09-08T17:44:24.400",118.76,28.83,15.13,5.11,1.6,"None",38701,"Greg Zuerlein",50,1027,2019090800
"2019-09-08T17:44:24.500",120.22,29.09,14.63,5.1,1.49,"None",38701,"Greg Zuerlein",51,1027,2019090800
"2019-09-08T17:44:24.600",121.63,29.35,14.14,4.83,1.44,"None",38701,"Greg Zuerlein",52,1027,2019090800
"2019-09-08T17:44:24.700",123,29.61,13.68,4.4,1.39,"None",38701,"Greg Zuerlein",53,1027,2019090800
"2019-09-08T17:52:57.700",117.19,27.78,23.21,5.06,2.6,"None",38701,"Greg Zuerlein",40,1182,2019090800
"2019-09-08T17:52:57.800",119.5,27.94,22.24,22.57,2.31,"None",38701,"Greg Zuerlein",41,1182,2019090800
"2019-09-08T17:52:57.900",121.61,28.07,19.88,30.21,2.11,"None",38701,"Greg Zuerlein",42,1182,2019090800
"2019-09-08T17:52:58.000",123.44,28.19,16.95,29.34,1.84,"None",38701,"Greg Zuerlein",43,1182,2019090800
"2019-09-08T17:52:58.100",124.99,28.29,14.17,26.79,1.55,"None",38701,"Greg Zuerlein",44,1182,2019090800
"2019-09-08T19:00:41.500",2.61,25.48,20.67,5.68,2.37,"extra_point",48337,"Joey Slye",37,2728,2019090800
"2019-09-08T19:00:41.600",0.47,25.27,19.52,24.44,2.15,"None",48337,"Joey Slye",38,2728,2019090800
"2019-09-08T19:00:41.700",-1.34,25.13,16.68,30.77,1.82,"None",48337,"Joey Slye",39,2728,2019090800
"2019-09-08T19:00:41.800",-3.08,24.87,14.08,31.11,1.76,"None",48337,"Joey Slye",40,2728,2019090800
"2019-09-08T19:00:41.900",-4.47,24.66,11.27,27.93,1.4,"None",48337,"Joey Slye",41,2728,2019090800
"2019-09-08T19:21:55.500",116.92,26.85,18.03,10.41,2.08,"None",38701,"Greg Zuerlein",38,3166,2019090800
"2019-09-08T19:21:55.600",118.68,26.87,16.9,11.5,1.75,"None",38701,"Greg Zuerlein",39,3166,2019090800
"2019-09-08T19:21:55.700",120.05,26.91,16.48,7.49,1.37,"extra_point",38701,"Greg Zuerlein",40,3166,2019090800
"2019-09-08T19:21:55.800",121.64,26.95,15.56,7.76,1.59,"None",38701,"Greg Zuerlein",41,3166,2019090800
"2019-09-08T19:21:55.900",123.15,26.99,14.8,7.44,1.52,"None",38701,"Greg Zuerlein",42,3166,2019090800
"2019-09-08T19:30:15.300",2.87,25.23,6.02,9.58,0.65,"None",48337,"Joey Slye",51,3427,2019090800
"2019-09-08T19:30:15.400",1.86,25.11,6.39,5.53,1.02,"None",48337,"Joey Slye",52,3427,2019090800
"2019-09-08T19:30:15.500",0.39,24.9,8.56,2.16,1.48,"None",48337,"Joey Slye",53,3427,2019090800
"2019-09-08T19:30:15.600",-0.61,24.79,9.2,7.18,1,"field_goal",48337,"Joey Slye",54,3427,2019090800
"2019-09-08T19:30:15.700",-1.93,24.67,10.46,2.12,1.33,"None",48337,"Joey Slye",55,3427,2019090800
"2019-09-08T19:41:00.300",117.21,27.3,19.31,23.01,2.15,"None",48337,"Joey Slye",38,3697,2019090800
"2019-09-08T19:41:00.400",119.13,27.42,17.08,27.97,1.93,"None",48337,"Joey Slye",39,3697,2019090800
"2019-09-08T19:41:00.500",120.85,27.53,14.64,27.09,1.72,"None",48337,"Joey Slye",40,3697,2019090800
"2019-09-08T19:41:00.600",122.4,27.63,12.4,24.76,1.55,"None",48337,"Joey Slye",41,3697,2019090800
"2019-09-08T19:41:00.700",123.52,27.7,10.1,21.35,1.12,"None",48337,"Joey Slye",42,3697,2019090800
"2019-09-08T20:12:58.900",114.72,26.04,27.97,0.66,2.24,"None",48337,"Joey Slye",38,4496,2019090800
"2019-09-08T20:12:59.000",116.98,25.93,26.2,4.99,2.26,"None",48337,"Joey Slye",39,4496,2019090800
"2019-09-08T20:12:59.100",119.06,25.84,23.94,10.01,2.09,"None",48337,"Joey Slye",40,4496,2019090800
"2019-09-08T20:12:59.200",121.45,25.75,22.86,12.98,2.39,"None",48337,"Joey Slye",41,4496,2019090800
"2019-09-08T20:12:59.300",123.67,25.66,21.55,12.94,2.22,"None",48337,"Joey Slye",42,4496,2019090800
"2019-09-08T17:11:25.100",3.28,30.15,17.46,6.9,1.88,"None",47953,"Austin Seibert",38,286,2019090801
"2019-09-08T17:11:25.200",1.62,30.49,16.8,6.74,1.69,"None",47953,"Austin Seibert",39,286,2019090801
"2019-09-08T17:11:25.300",-0.13,30.95,16.78,5.92,1.81,"None",47953,"Austin Seibert",40,286,2019090801
"2019-09-08T17:11:25.400",-1.73,31.37,16.29,5.77,1.65,"None",47953,"Austin Seibert",41,286,2019090801
"2019-09-08T17:11:25.500",-3.36,31.88,15.93,5.7,1.71,"None",47953,"Austin Seibert",42,286,2019090801
"2019-09-08T17:22:56.900",115.79,25.71,22.54,7.26,2.24,"None",41991,"Cairo Santos",42,506,2019090801
"2019-09-08T17:22:57.000",117.91,25.75,21.4,8.44,2.12,"None",41991,"Cairo Santos",43,506,2019090801
"2019-09-08T17:22:57.100",119.86,25.86,19.03,12.33,1.95,"None",41991,"Cairo Santos",44,506,2019090801
"2019-09-08T17:22:57.200",121.71,25.91,17.82,12.32,1.85,"None",41991,"Cairo Santos",45,506,2019090801
"2019-09-08T17:22:57.300",123.43,25.96,16.61,12.1,1.72,"None",41991,"Cairo Santos",46,506,2019090801
"2019-09-08T17:56:58.000",3.57,28.52,16.12,4.76,1.67,"None",41991,"Cairo Santos",39,1364,2019090801
"2019-09-08T17:56:58.100",1.87,28.35,16.09,3.95,1.71,"None",41991,"Cairo Santos",40,1364,2019090801
"2019-09-08T17:56:58.200",0.27,28.25,15.77,3.86,1.6,"None",41991,"Cairo Santos",41,1364,2019090801
"2019-09-08T17:56:58.300",-1.28,28.17,15.26,4.39,1.55,"None",41991,"Cairo Santos",42,1364,2019090801
"2019-09-08T17:56:58.400",-2.81,28.07,15.09,3.85,1.53,"None",41991,"Cairo Santos",43,1364,2019090801
"2019-09-08T19:19:58.500",3.51,27.16,15.82,8.72,1.67,"None",47953,"Austin Seibert",41,3037,2019090801
"2019-09-08T19:19:58.600",1.77,27.11,15.74,7.06,1.74,"None",47953,"Austin Seibert",42,3037,2019090801
"2019-09-08T19:19:58.700",0.08,27.03,15.36,6.56,1.69,"None",47953,"Austin Seibert",43,3037,2019090801
"2019-09-08T19:19:58.800",-1.42,27.01,14.72,6.32,1.5,"None",47953,"Austin Seibert",44,3037,2019090801
"2019-09-08T19:19:58.900",-2.86,26.98,14.1,6.13,1.44,"None",47953,"Austin Seibert",45,3037,2019090801
"2019-09-08T19:27:46.500",116.67,27.71,15.68,5.19,1.61,"None",41991,"Cairo Santos",41,3105,2019090801
"2019-09-08T19:27:46.600",118.26,27.89,15.4,4.84,1.61,"None",41991,"Cairo Santos",42,3105,2019090801
"2019-09-08T19:27:46.700",119.74,28.08,14.84,5.02,1.49,"None",41991,"Cairo Santos",43,3105,2019090801
"2019-09-08T19:27:46.800",121.21,28.29,14.43,4.85,1.48,"None",41991,"Cairo Santos",44,3105,2019090801
"2019-09-08T19:27:46.900",122.61,28.5,13.96,4.86,1.42,"None",41991,"Cairo Santos",45,3105,2019090801
"2019-09-08T19:40:16.500",2.75,26.26,16.34,7.89,1.69,"None",41991,"Cairo Santos",41,3447,2019090801
"2019-09-08T19:40:16.600",1.09,26.11,15.83,7.12,1.67,"None",41991,"Cairo Santos",42,3447,2019090801
"2019-09-08T19:40:16.700",-0.5,25.97,15.29,6.57,1.59,"None",41991,"Cairo Santos",43,3447,2019090801
"2019-09-08T19:40:16.800",-2.06,25.83,14.94,5.63,1.57,"None",41991,"Cairo Santos",44,3447,2019090801
"2019-09-08T19:40:16.900",-3.54,25.64,13.83,7.26,1.49,"None",41991,"Cairo Santos",45,3447,2019090801
"2019-09-08T19:50:20.000",3.1,25.45,14.24,6.88,1.46,"None",41991,"Cairo Santos",43,3654,2019090801
"2019-09-08T19:50:20.100",1.73,25.21,13.57,6.63,1.39,"None",41991,"Cairo Santos",44,3654,2019090801
"2019-09-08T19:50:20.200",0.36,24.97,14,4.74,1.4,"None",41991,"Cairo Santos",45,3654,2019090801
"2019-09-08T19:50:20.300",-1.11,24.82,13.83,4.21,1.47,"None",41991,"Cairo Santos",46,3654,2019090801
"2019-09-08T19:50:20.400",-2.62,24.76,13.51,4.52,1.51,"None",41991,"Cairo Santos",47,3654,2019090801
"2019-09-08T17:07:00.400",3.78,27.17,19.27,1.91,1.93,"None",45046,"Harrison Butker",39,128,2019090802
"2019-09-08T17:07:00.500",1.67,27.04,18.46,4.11,2.11,"None",45046,"Harrison Butker",40,128,2019090802
"2019-09-08T17:07:00.600",-0.16,26.97,16.84,10.45,1.83,"None",45046,"Harrison Butker",41,128,2019090802
"2019-09-08T17:07:00.700",-1.83,26.88,16.18,19.8,1.67,"None",45046,"Harrison Butker",42,128,2019090802
"2019-09-08T17:07:00.800",-3.41,26.84,14.64,24.51,1.58,"None",45046,"Harrison Butker",43,128,2019090802
"2019-09-08T17:19:02.700",3.21,27.78,20.63,10.77,1.71,"None",45046,"Harrison Butker",37,366,2019090802
"2019-09-08T17:19:02.800",1.2,27.6,19.61,10.38,2.01,"None",45046,"Harrison Butker",38,366,2019090802
"2019-09-08T17:19:02.900",-0.7,27.41,18.62,9.86,1.91,"None",45046,"Harrison Butker",39,366,2019090802
"2019-09-08T17:19:03.000",-2.55,27.2,17.32,10.18,1.86,"None",45046,"Harrison Butker",40,366,2019090802
"2019-09-08T17:19:03.100",-4.18,27.02,15.26,12.99,1.65,"None",45046,"Harrison Butker",41,366,2019090802
"2019-09-08T17:30:14.400",117.53,26.67,18.66,8.42,1.91,"None",43068,"Josh Lambo",40,615,2019090802
"2019-09-08T17:30:14.500",119.33,26.52,17.72,8.63,1.81,"None",43068,"Josh Lambo",41,615,2019090802
"2019-09-08T17:30:14.600",121.05,26.37,16.86,8.5,1.73,"None",43068,"Josh Lambo",42,615,2019090802
"2019-09-08T17:30:14.700",122.69,26.23,16.02,8.27,1.64,"None",43068,"Josh Lambo",43,615,2019090802
"2019-09-08T17:30:14.800",124.25,26.11,15.21,8,1.56,"None",43068,"Josh Lambo",44,615,2019090802
"2019-09-08T17:38:29.400",4.2,27.4,20.72,16.1,2.14,"None",45046,"Harrison Butker",37,806,2019090802
"2019-09-08T17:38:29.500",2.19,27.37,19.13,16.11,2.01,"None",45046,"Harrison Butker",38,806,2019090802
"2019-09-08T17:38:29.600",0.35,27.31,17.66,14.83,1.84,"None",45046,"Harrison Butker",39,806,2019090802
"2019-09-08T17:38:29.700",-1.34,27.23,16.25,13.63,1.69,"None",45046,"Harrison Butker",40,806,2019090802
"2019-09-08T17:38:29.800",-2.9,27.14,14.97,12.51,1.56,"None",45046,"Harrison Butker",41,806,2019090802
"2019-09-08T17:49:35.800",3.43,27.96,15.85,10.88,1.64,"None",43068,"Josh Lambo",42,1066,2019090802
"2019-09-08T17:49:35.900",1.86,28.19,15.08,10.51,1.59,"None",43068,"Josh Lambo",43,1066,2019090802
"2019-09-08T17:49:36.000",0.33,28.41,14.57,8.86,1.55,"None",43068,"Josh Lambo",44,1066,2019090802
"2019-09-08T17:49:36.100",-1.11,28.62,13.98,7.33,1.45,"None",43068,"Josh Lambo",45,1066,2019090802
"2019-09-08T17:49:36.200",-2.47,28.8,13.4,5.29,1.37,"None",43068,"Josh Lambo",46,1066,2019090802
"2019-09-08T18:02:06.900",116.21,27.94,21.9,1.74,2.19,"None",45046,"Harrison Butker",34,1331,2019090802
"2019-09-08T18:02:07.000",118.36,27.63,21.66,3.04,2.18,"None",45046,"Harrison Butker",35,1331,2019090802
"2019-09-08T18:02:07.100",120.39,27.37,20.75,7.16,2.05,"field_goal",45046,"Harrison Butker",36,1331,2019090802
"2019-09-08T18:02:07.200",122.13,27.18,18.42,12.84,1.75,"None",45046,"Harrison Butker",37,1331,2019090802
"2019-09-08T18:02:07.300",123.9,26.98,17.11,12.98,1.78,"None",45046,"Harrison Butker",38,1331,2019090802
"2019-09-08T18:09:49.000",3.14,27.23,21.03,8.15,2.14,"None",43068,"Josh Lambo",34,1490,2019090802
"2019-09-08T18:09:49.100",1.12,26.94,20.12,8.42,2.04,"None",43068,"Josh Lambo",35,1490,2019090802
"2019-09-08T18:09:49.200",-0.79,26.68,18.49,10.9,1.92,"field_goal",43068,"Josh Lambo",36,1490,2019090802
"2019-09-08T18:09:49.300",-2.56,26.44,17.42,10.68,1.8,"None",43068,"Josh Lambo",37,1490,2019090802
"2019-09-08T18:09:49.400",-3.87,26.28,15.15,12.96,1.32,"None",43068,"Josh Lambo",38,1490,2019090802
"2019-09-08T18:24:58.500",116.13,28.11,17.73,5.64,1.8,"None",45046,"Harrison Butker",42,1820,2019090802
"2019-09-08T18:24:58.600",117.94,28.1,16.62,7.66,1.81,"None",45046,"Harrison Butker",43,1820,2019090802
"2019-09-08T18:24:58.700",119.57,28.09,15.84,7.74,1.62,"None",45046,"Harrison Butker",44,1820,2019090802
"2019-09-08T18:24:58.800",121.11,28.08,15.07,7.74,1.55,"None",45046,"Harrison Butker",45,1820,2019090802
"2019-09-08T18:24:58.900",122.34,28.05,14.06,7.62,1.23,"None",45046,"Harrison Butker",46,1820,2019090802
"2019-09-08T19:26:53.000",116.99,26.86,17.8,3.92,1.9,"None",45046,"Harrison Butker",40,3076,2019090802
"2019-09-08T19:26:53.100",118.64,26.95,16.49,5.52,1.65,"None",45046,"Harrison Butker",41,3076,2019090802
"2019-09-08T19:26:53.200",120.06,27.03,15.54,5.04,1.42,"None",45046,"Harrison Butker",42,3076,2019090802
"2019-09-08T19:26:53.300",121.74,27.13,15.62,6.69,1.69,"None",45046,"Harrison Butker",43,3076,2019090802
"2019-09-08T19:26:53.400",123.58,27.2,15.86,4.93,1.84,"None",45046,"Harrison Butker",44,3076,2019090802
"2019-09-08T19:49:55.100",117.32,27.13,17.33,7.46,1.77,"None",45046,"Harrison Butker",44,3570,2019090802
"2019-09-08T19:49:55.200",119.01,27.28,16.59,7.46,1.7,"field_goal",45046,"Harrison Butker",45,3570,2019090802
"2019-09-08T19:49:55.300",120.69,27.49,15.17,10,1.69,"None",45046,"Harrison Butker",46,3570,2019090802
"2019-09-08T19:49:55.400",122.15,27.66,14.2,9.62,1.47,"None",45046,"Harrison Butker",47,3570,2019090802
"2019-09-08T19:49:55.500",123.51,27.84,13.28,9.19,1.37,"None",45046,"Harrison Butker",48,3570,2019090802
"2019-09-08T19:59:14.600",2.98,27.15,17.53,6.66,1.78,"None",43068,"Josh Lambo",45,3831,2019090802
"2019-09-08T19:59:14.700",1.25,27.31,17,6.26,1.73,"extra_point",43068,"Josh Lambo",46,3831,2019090802
"2019-09-08T19:59:14.800",-0.42,27.47,16.45,5.95,1.68,"None",43068,"Josh Lambo",47,3831,2019090802
"2019-09-08T19:59:14.900",-2.02,27.61,15.77,6.13,1.61,"None",43068,"Josh Lambo",48,3831,2019090802
"2019-09-08T19:59:15.000",-3.56,27.74,15.16,6.1,1.55,"None",43068,"Josh Lambo",49,3831,2019090802
"2019-09-08T17:12:38.000",117.81,27.16,18.48,9.39,1.9,"None",39470,"Justin Tucker",37,277,2019090803
"2019-09-08T17:12:38.100",119.61,27.23,17.56,9.02,1.8,"None",39470,"Justin Tucker",38,277,2019090803
"2019-09-08T17:12:38.200",121.32,27.3,16.68,8.65,1.71,"None",39470,"Justin Tucker",39,277,2019090803
"2019-09-08T17:12:38.300",122.95,27.36,15.83,8.3,1.63,"None",39470,"Justin Tucker",40,277,2019090803
"2019-09-08T17:12:39.500",122.92,27.73,4.61,4.38,0.44,"None",39470,"Justin Tucker",52,277,2019090803
"2019-09-08T17:23:02.700",120.07,26.03,17.2,7.13,1.76,"None",39470,"Justin Tucker",38,444,2019090803
"2019-09-08T17:23:04.300",121.24,24.87,7.3,0.76,0.75,"None",39470,"Justin Tucker",54,444,2019090803
"2019-09-08T17:23:04.400",120.47,24.79,7.57,1.71,0.78,"None",39470,"Justin Tucker",55,444,2019090803
"2019-09-08T17:23:04.500",119.68,24.72,7.8,1.96,0.79,"None",39470,"Justin Tucker",56,444,2019090803
"2019-09-08T17:23:04.600",118.82,24.68,8.31,2.35,0.86,"None",39470,"Justin Tucker",57,444,2019090803
"2019-09-08T17:34:57.200",117.07,26.73,17.37,7.05,1.93,"None",39470,"Justin Tucker",38,708,2019090803
"2019-09-08T17:34:57.300",118.84,26.75,16.91,5.89,1.77,"None",39470,"Justin Tucker",39,708,2019090803
"2019-09-08T17:34:57.400",120.41,26.8,15.99,6.57,1.57,"None",39470,"Justin Tucker",40,708,2019090803
"2019-09-08T17:34:57.500",121.97,26.83,15.23,6.92,1.56,"None",39470,"Justin Tucker",41,708,2019090803
"2019-09-08T17:34:58.900",122.84,26.3,4.3,3.77,0.42,"None",39470,"Justin Tucker",55,708,2019090803
"2019-09-08T17:51:00.000",2.01,27.03,16.16,10.68,1.65,"None",39470,"Justin Tucker",37,1107,2019090803
"2019-09-08T17:51:00.100",0.44,27.04,15.1,10.17,1.56,"None",39470,"Justin Tucker",38,1107,2019090803
"2019-09-08T17:51:00.200",-1,27.06,13.44,11.71,1.44,"None",39470,"Justin Tucker",39,1107,2019090803
"2019-09-08T17:51:00.300",-2.12,27.07,11.61,14.97,1.13,"None",39470,"Justin Tucker",40,1107,2019090803
"2019-09-08T17:51:00.400",-3.02,27.06,9.61,15.39,0.89,"extra_point",39470,"Justin Tucker",41,1107,2019090803
"2019-09-08T17:58:41.900",118.21,23.88,12.94,7.04,1.34,"None",46298,"Jason Sanders",51,1296,2019090803
"2019-09-08T17:58:42.000",119.56,23.93,12.7,10.59,1.34,"None",46298,"Jason Sanders",52,1296,2019090803
"2019-09-08T17:58:42.100",120.77,23.96,11.69,13.08,1.21,"None",46298,"Jason Sanders",53,1296,2019090803
"2019-09-08T17:58:42.200",121.87,23.98,10.44,11.97,1.11,"None",46298,"Jason Sanders",54,1296,2019090803
"2019-09-08T17:58:43.700",121.73,23.89,2.32,3.35,0.26,"None",46298,"Jason Sanders",69,1296,2019090803
"2019-09-08T18:08:02.000",2.78,28.75,16.17,11.83,1.66,"None",39470,"Justin Tucker",38,1519,2019090803
"2019-09-08T18:08:02.100",0.49,28.89,17.17,19,2.29,"None",39470,"Justin Tucker",39,1519,2019090803
"2019-09-08T18:08:02.200",-1.22,29.01,15.64,24.2,1.71,"None",39470,"Justin Tucker",40,1519,2019090803
"2019-09-08T18:08:02.300",-2.74,29.12,13.42,23.33,1.52,"None",39470,"Justin Tucker",41,1519,2019090803
"2019-09-08T18:08:02.400",-3.79,29.17,10.99,20.24,1.06,"extra_point",39470,"Justin Tucker",42,1519,2019090803
"2019-09-08T18:26:03.700",2.03,26.47,19.09,10.98,1.97,"None",39470,"Justin Tucker",37,1922,2019090803
"2019-09-08T18:26:03.800",0.18,26.47,17.96,11.07,1.85,"None",39470,"Justin Tucker",38,1922,2019090803
"2019-09-08T18:26:03.900",-1.57,26.47,16.88,10.77,1.74,"None",39470,"Justin Tucker",39,1922,2019090803
"2019-09-08T18:26:04.000",-2.46,26.51,13.81,13.08,0.89,"None",39470,"Justin Tucker",40,1922,2019090803
"2019-09-08T18:26:04.100",-3.79,26.54,12.54,12.82,1.33,"None",39470,"Justin Tucker",41,1922,2019090803
"2019-09-08T18:34:02.300",119.2,25.81,17.4,6.24,1.78,"None",46298,"Jason Sanders",39,2175,2019090803
"2019-09-08T18:34:02.400",120.86,25.84,16.57,6.7,1.66,"None",46298,"Jason Sanders",40,2175,2019090803
"2019-09-08T18:34:02.500",122.48,25.88,15.9,6.7,1.62,"None",46298,"Jason Sanders",41,2175,2019090803
"2019-09-08T18:34:03.900",122.57,25.9,3.04,1.28,0.3,"None",46298,"Jason Sanders",55,2175,2019090803
"2019-09-08T18:34:04.000",122.32,25.94,2.65,2.27,0.26,"None",46298,"Jason Sanders",56,2175,2019090803
"2019-09-08T19:04:33.800",2.91,27.02,19.33,7.85,1.91,"None",39470,"Justin Tucker",37,2692,2019090803
"2019-09-08T19:04:33.900",1.04,27.11,18.65,7.27,1.88,"None",39470,"Justin Tucker",38,2692,2019090803
"2019-09-08T19:04:34.000",-0.69,27.2,17.62,7.42,1.73,"None",39470,"Justin Tucker",39,2692,2019090803
"2019-09-08T19:04:34.100",-2.21,27.29,15.86,9.72,1.52,"None",39470,"Justin Tucker",40,2692,2019090803
"2019-09-08T19:04:34.200",-3.73,27.39,14.49,10.81,1.52,"None",39470,"Justin Tucker",41,2692,2019090803
"2019-09-08T19:22:58.100",2.2,27.2,20.55,4.65,2.13,"None",39470,"Justin Tucker",37,3146,2019090803
"2019-09-08T19:22:58.200",0.28,27.07,19.43,5.86,1.92,"None",39470,"Justin Tucker",38,3146,2019090803
"2019-09-08T19:22:58.300",-1.31,26.93,17.51,9.13,1.6,"None",39470,"Justin Tucker",39,3146,2019090803
"2019-09-08T19:22:58.400",-2.99,26.8,16.21,11.37,1.68,"None",39470,"Justin Tucker",40,3146,2019090803
"2019-09-08T19:22:59.500",-3.81,27.23,5.3,0.29,0.53,"None",39470,"Justin Tucker",51,3146,2019090803
"2019-09-08T19:42:54.700",116.6,27.8,18.69,10.46,1.92,"None",39470,"Justin Tucker",36,3476,2019090803
"2019-09-08T19:42:54.800",118.31,27.76,17.91,9.09,1.72,"None",39470,"Justin Tucker",37,3476,2019090803
"2019-09-08T19:42:54.900",120.08,27.67,17.12,8.59,1.76,"None",39470,"Justin Tucker",38,3476,2019090803
"2019-09-08T19:42:55.000",121.79,27.64,16.88,6.83,1.72,"extra_point",39470,"Justin Tucker",39,3476,2019090803
"2019-09-08T19:42:55.100",123.63,27.68,16.73,5.61,1.84,"None",39470,"Justin Tucker",40,3476,2019090803
"2019-09-08T17:10:19.200",117.36,25,15.82,7.47,1.66,"None",38134,"Dan Bailey",42,239,2019090804
"2019-09-08T17:10:19.300",119.03,24.9,15.48,6.61,1.67,"extra_point",38134,"Dan Bailey",43,239,2019090804
"2019-09-08T17:10:19.400",120.65,24.84,15.15,5.91,1.63,"None",38134,"Dan Bailey",44,239,2019090804
"2019-09-08T17:10:19.500",122.13,24.74,14.56,5.76,1.48,"None",38134,"Dan Bailey",45,239,2019090804
"2019-09-08T17:10:19.600",123.55,24.64,13.99,5.55,1.42,"None",38134,"Dan Bailey",46,239,2019090804
"2019-09-08T18:10:54.100",3.69,25.89,19.34,8.48,1.92,"None",38134,"Dan Bailey",40,1565,2019090804
"2019-09-08T18:10:54.200",1.82,25.85,18.4,8.59,1.87,"None",38134,"Dan Bailey",41,1565,2019090804
"2019-09-08T18:10:54.300",0,25.84,17.35,9.31,1.82,"None",38134,"Dan Bailey",42,1565,2019090804
"2019-09-08T18:10:54.400",-1.75,25.83,16.71,10.99,1.75,"None",38134,"Dan Bailey",43,1565,2019090804
"2019-09-08T18:10:54.500",-3.43,25.81,15.89,10.41,1.69,"extra_point",38134,"Dan Bailey",44,1565,2019090804
"2019-09-08T19:19:37.400",115.49,26.91,26.26,22.35,2.75,"None",38134,"Dan Bailey",40,2882,2019090804
"2019-09-08T19:19:37.500",118,26.9,24.11,20.49,2.51,"None",38134,"Dan Bailey",41,2882,2019090804
"2019-09-08T19:19:37.600",120.31,26.84,22.13,18.85,2.3,"None",38134,"Dan Bailey",42,2882,2019090804
"2019-09-08T19:19:37.700",122.43,26.82,20.32,17.34,2.12,"extra_point",38134,"Dan Bailey",43,2882,2019090804
"2019-09-08T19:19:37.800",124.25,26.73,18.28,16.75,1.83,"None",38134,"Dan Bailey",44,2882,2019090804
"2019-09-08T17:16:53.200",119.04,29.57,16.39,10.39,1.69,"None",46455,"Kaare Vedvik",39,383,2019090805
"2019-09-08T17:16:53.300",120.59,29.91,15.4,9.87,1.59,"None",46455,"Kaare Vedvik",40,383,2019090805
"2019-09-08T17:16:53.400",122.04,30.25,14.46,9.31,1.49,"None",46455,"Kaare Vedvik",41,383,2019090805
"2019-09-08T17:16:53.600",119.52,30.77,8.33,0.26,3.55,"None",46455,"Kaare Vedvik",43,383,2019090805
"2019-09-08T17:16:53.700",118.72,30.99,8.27,0.9,0.83,"None",46455,"Kaare Vedvik",44,383,2019090805
"2019-09-08T18:28:22.200",2.57,32.67,18.49,5.29,1.87,"field_goal_missed",46455,"Kaare Vedvik",44,2161,2019090805
"2019-09-08T18:28:22.300",0.66,32.88,17.88,5.8,1.92,"None",46455,"Kaare Vedvik",45,2161,2019090805
"2019-09-08T18:28:22.400",-1.14,33.06,17.35,6.08,1.82,"None",46455,"Kaare Vedvik",46,2161,2019090805
"2019-09-08T18:28:22.500",-2.8,33.27,15.92,9.23,1.67,"None",46455,"Kaare Vedvik",47,2161,2019090805
"2019-09-08T18:28:22.600",-4.38,33.45,15.28,15.18,1.59,"None",46455,"Kaare Vedvik",48,2161,2019090805
"2019-09-08T19:17:05.000",2.9,26.25,12.13,4.12,1.23,"None",33469,"Stephen Hauschka",48,3105,2019090805
